Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14651.00,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009.00,Adventure,Level 5,0.00,0.00,0.03,0,0.03
14652.00,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010.00,Fighting,SNK Playmore,0.00,0.00,0.03,0,0.03
14653.00,Puzzle Challenge: Crosswords and More!,Wii,2009.00,Puzzle,Crave Entertainment,0.03,0.00,0,0,0.03
14654.00,Nisenochigiri: Omoide no Saki e,PSP,2011.00,Adventure,Idea Factory,0.00,0.00,0.03,0,0.03
14655.00,Rugby League Live,X360,2010.00,Sports,Home Entertainment Suppliers,0.00,0.02,0,0,0.03
14656.00,Age of Conan: Rise of the Godslayer,PC,2010.00,Role-Playing,Funcom,0.00,0.02,0,0,0.03
14657.00,Totally Spies! Totally Party,PC,2008.00,Misc,Ubisoft,0.00,0.02,0,0,0.03
14658.00,Battlefield Vietnam,PC,2004.00,Shooter,Electronic Arts,0.00,0.02,0,0,0.03
14659.00,In Cold Blood,PS,2000.00,Adventure,Sony Computer Entertainment,0.02,0.01,0,0,0.03
14660.00,Mega Minis Volume 2,PSP,2011.00,Misc,Sony Computer Entertainment,0.00,0.02,0,0.01,0.03
14661.00,Kamigami no Asobi,PSP,2013.00,Adventure,Broccoli,0.00,0.00,0.03,0,0.03
14662.00,Fireblade,GC,2002.00,Action,Midway Games,0.02,0.01,0,0,0.03
14663.00,Kong: King of Atlantis,GBA,2005.00,Action,THQ,0.02,0.01,0,0,0.03
14664.00,Kidou Senshi V Gundam,SNES,1994.00,Action,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14665.00,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005.00,Action,Konami Digital Entertainment,0.00,0.00,0.03,0,0.03
14666.00,The Settlers II 10th Anniversary,PC,2006.00,Action,Ubisoft,0.00,0.02,0,0,0.03
14667.00,Wrestle Angels: Survivor 2,PS2,2008.00,Fighting,Tryfirst,0.00,0.00,0.03,0,0.03
14668.00,Onechanbara Z Kagura,X360,2012.00,Action,D3Publisher,0.00,0.00,0.03,0,0.03
14669.00,Ride,PC,2015.00,Racing,Milestone S.r.l.,0.00,0.03,0,0,0.03
14670.00,The King of Fighters 02/03,XB,2005.00,Fighting,SNK Playmore,0.02,0.01,0,0,0.03
14671.00,ESPN Winter X Games: Snowboarding 2002,XB,2002.00,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14672.00,Betty Boop's Double Shift,DS,2007.00,Puzzle,Zoo Digital Publishing,0.03,0.00,0,0,0.03
14673.00,Warhammer: Mark of Chaos,PC,2006.00,Strategy,Deep Silver,0.00,0.02,0,0,0.03
14674.00,Tsuku Monogatari,PSP,2011.00,Adventure,FuRyu,0.00,0.00,0.03,0,0.03
14675.00,Vitamin Z,PS2,2009.00,Adventure,D3Publisher,0.00,0.00,0.03,0,0.03
14676.00,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011.00,Adventure,Alchemist,0.00,0.00,0.03,0,0.03
14677.00,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010.00,Adventure,Yeti,0.00,0.00,0.03,0,0.03
14678.00,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012.00,Role-Playing,Ackkstudios,0.00,0.00,0.03,0,0.03
14679.00,Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03
14680.00,Nobunaga no Yabou DS 2,DS,2008.00,Strategy,Tecmo Koei,0.00,0.00,0.03,0,0.03
14681.00,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.00,Action,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14682.00,Schlag den Raab,PC,2010.00,Misc,Namco Bandai Games,0.00,0.02,0,0.01,0.03
14683.00,Ghostbusters (2016),PS4,2016.00,Action,Activision,0.02,0.00,0,0.01,0.03
14684.00,Secrets of the Titanic,DS,2012.00,Action,Avanquest Software,0.00,0.02,0,0,0.03
14685.00,Metal Saga: Hagane no Kisetsu,DS,2006.00,Role-Playing,Success,0.00,0.00,0.03,0,0.03
14686.00,Animaniacs: The Great Edgar Hunt,GC,2005.00,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03
14687.00,Safari Adventures: Africa,DS,2008.00,Adventure,Neko Entertainment,0.03,0.00,0,0,0.03
14688.00,Harukanaru Toki no Naka de 6,PSV,2015.00,Action,Tecmo Koei,0.00,0.00,0.03,0,0.03
14689.00,Dream Club Zero Portable,PSV,2011.00,Simulation,D3Publisher,0.00,0.00,0.03,0,0.03
14690.00,Samurai Warriors 2,PS3,2013.00,Action,Tecmo Koei,0.00,0.00,0.03,0,0.03
14691.00,Cossacks: European Wars,PC,2001.00,Strategy,Strategy First,0.00,0.02,0,0,0.03
14692.00,The Island of Dr. Frankenstein,Wii,2009.00,Adventure,Storm City Games,0.03,0.00,0,0,0.03
14693.00,TV Total Events,Wii,2011.00,Misc,7G//AMES,0.00,0.02,0,0,0.03
14694.00,Battle Arena Toshinden URA,SAT,1995.00,Fighting,Sega,0.00,0.00,0.03,0,0.03
14695.00,Darius Burst: Chronicle Saviours,PSV,2016.00,Action,Kadokawa Games,0.00,0.00,0.03,0,0.03
14696.00,Biohazard: Revival Selection,X360,2011.00,Action,Capcom,0.00,0.00,0.03,0,0.03
14697.00,Labyrinth Cross Blood: Infinity,PSV,2013.00,Role-Playing,CyberFront,0.00,0.00,0.03,0,0.03
14698.00,Prince of Persia (2008),PC,2008.00,Action,Ubisoft,0.00,0.02,0,0,0.03
14699.00,Super Duper Sumos,GBA,N/A,Action,Unknown,0.02,0.01,0,0,0.03
14700.00,HotBrain,PSP,2007.00,Puzzle,Midway Games,0.02,0.00,0,0,0.03
14701.00,UK Truck Simulator,PC,2010.00,Simulation,N/A,0.00,0.03,0,0,0.03
14702.00,Gudetama: Hanjuku de Tanomuwa,3DS,2015.00,Action,Rocket Company,0.00,0.00,0.03,0,0.03
14703.00,MechAssault: Phantom War,DS,2006.00,Simulation,Majesco Entertainment,0.03,0.00,0,0,0.03
14704.00,Magicka,PC,2011.00,Role-Playing,Paradox Interactive,0.00,0.02,0,0.01,0.03
14705.00,Star Trek: The Game,PC,2013.00,Action,Namco Bandai Games,0.00,0.02,0,0,0.03
14706.00,Moto Racer DS,DS,2008.00,Racing,Nobilis,0.00,0.02,0,0,0.03
14707.00,The Last Guy,PS3,2009.00,Action,Sony Computer Entertainment,0.00,0.00,0.03,0,0.03
14708.00,Disney Sports Soccer,GBA,2002.00,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14709.00,Akane Iro ni Somaru Saka Parallel,PS2,2008.00,Adventure,GN Software,0.00,0.00,0.03,0,0.03
14710.00,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011.00,Adventure,Alchemist,0.00,0.00,0.03,0,0.03
14711.00,Monster Hunter Frontier Online: Forward 1,X360,2011.00,Role-Playing,Capcom,0.00,0.00,0.03,0,0.03
14712.00,X3: Terran Conflict,PC,2008.00,Simulation,Deep Silver,0.00,0.02,0,0.01,0.03
14713.00,Timeshock! Pro Pinball,PS,1998.00,Misc,Empire Interactive,0.02,0.01,0,0,0.03
14714.00,Max Payne,GBA,2003.00,Shooter,Take-Two Interactive,0.02,0.01,0,0,0.03
14715.00,D1 Professional Drift Grand Prix Series,PS2,2005.00,Racing,Yuke's,0.01,0.01,0,0,0.03
14716.00,Starry ? Sky: In Winter,PSP,2011.00,Misc,Asgard,0.00,0.00,0.03,0,0.03
14717.00,Little Bears,DS,2009.00,Simulation,RTL,0.03,0.00,0,0,0.03
14718.00,Rush Hour,PS,1997.00,Misc,Psygnosis,0.02,0.01,0,0,0.03
14719.00,Pro Cast Sports Fishing,XB,2003.00,Sports,Capcom,0.02,0.01,0,0,0.03
14720.00,Gintama: Banji Oku Chuubu!,Wii,2007.00,Action,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14721.00,Aegis of Earth: Protonovus Assault,PS3,2016.00,Action,PQube,0.01,0.01,0,0,0.03
14722.00,Saka Agari Hurricane Portable,PSP,2011.00,Adventure,Alchemist,0.00,0.00,0.03,0,0.03
14723.00,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007.00,Strategy,Konami Digital Entertainment,0.00,0.00,0.03,0,0.03
14724.00,King Arthur II,PC,2011.00,Strategy,Paradox Interactive,0.00,0.02,0,0,0.03
14725.00,Max Payne 2: The Fall of Max Payne,PC,2003.00,Shooter,Take-Two Interactive,0.00,0.02,0,0,0.03
14726.00,Dakar 2: The World's Ultimate Rally,GC,2003.00,Racing,Acclaim Entertainment,0.02,0.01,0,0,0.03
14727.00,NBA 2K7,XB,2006.00,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03
14728.00,Auto Modellista,GC,2003.00,Racing,Capcom,0.02,0.01,0,0,0.03
14729.00,Jewel Match 2,DS,2012.00,Puzzle,Easy Interactive,0.00,0.02,0,0,0.03
14730.00,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011.00,Misc,Idea Factory,0.00,0.00,0.03,0,0.03
14731.00,MySims,PC,2008.00,Simulation,Electronic Arts,0.00,0.02,0,0,0.03
14732.00,Guild Wars: Nightfall,PC,2006.00,Role-Playing,NCSoft,0.00,0.02,0,0.01,0.03
14733.00,Greg Hastings' Tournament Paintball Max'd,GBA,2006.00,Shooter,Activision,0.02,0.01,0,0,0.03
14734.00,Dave Mirra Freestyle BMX 3,GBA,2002.00,Sports,Acclaim Entertainment,0.02,0.01,0,0,0.03
14735.00,My Animal Centre,Wii,2009.00,Simulation,Deep Silver,0.00,0.02,0,0,0.03
14736.00,Eco Creatures: Save The Forest,DS,2007.00,Adventure,Rising Star Games,0.03,0.00,0,0,0.03
14737.00,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009.00,Adventure,Creative Core,0.00,0.00,0.03,0,0.03
14738.00,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011.00,Action,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14739.00,Dragon Tamer: Sound Spirit,DS,2007.00,Role-Playing,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14740.00,Frogger: Ancient Shadow,XB,2005.00,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14741.00,Pro Evolution Soccer 2017,XOne,2016.00,Sports,Konami Digital Entertainment,0.00,0.02,0,0,0.03
14742.00,La Pucelle: Ragnarok,PSP,2009.00,Role-Playing,Nippon Ichi Software,0.00,0.00,0.03,0,0.03
14743.00,Kiniro no Corda 2 f Encore,PSP,2009.00,Role-Playing,Tecmo Koei,0.00,0.00,0.03,0,0.03
14744.00,Darius II,SAT,1995.00,Shooter,Taito,0.00,0.00,0.03,0,0.03
14745.00,Jewel Quest 5: The Sleepless Star,DS,2012.00,Action,Licensed 4U,0.00,0.02,0,0,0.03
14746.00,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003.00,Strategy,Atari,0.00,0.02,0,0.01,0.03
14747.00,Bleach: Soul Carnival 2,PSP,2009.00,Fighting,Sony Computer Entertainment,0.00,0.00,0.03,0,0.03
14748.00,ParaParaParadise,PS2,2001.00,Misc,Konami Digital Entertainment,0.00,0.00,0.03,0,0.03
14749.00,Tiger & Bunny: On-Air Jack!,PSP,2012.00,Action,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14750.00,Pro Evolution Soccer 2012,3DS,2011.00,Action,Konami Digital Entertainment,0.02,0.00,0,0,0.03
14751.00,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012.00,Action,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14752.00,Warship Gunner 2,PS2,2006.00,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03
14753.00,Gotcha Force,GC,2003.00,Shooter,Capcom,0.01,0.00,0.01,0,0.03
14754.00,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007.00,Fighting,Banpresto,0.00,0.00,0.03,0,0.03
14755.00,Star Wars The Clone Wars: Republic Heroes,PC,2009.00,Action,LucasArts,0.00,0.02,0,0,0.03
14756.00,CID The Dummy,PSP,2009.00,Platform,Oxygen Interactive,0.02,0.00,0,0,0.03
14757.00,Xblaze: Lost Memories,PSV,2015.00,Adventure,Arc System Works,0.02,0.00,0,0.01,0.03
14758.00,DiRT Rally,PC,2016.00,Racing,Codemasters,0.00,0.03,0,0,0.03
14759.00,The Perfect Golf,PS,1995.00,Sports,Seta Corporation,0.00,0.00,0.03,0,0.03
14760.00,Let's Sing 2016,PS4,2015.00,Action,FuRyu Corporation,0.02,0.00,0,0.01,0.03
14761.00,Wrestle Kingdom,PS2,2006.00,Fighting,Yuke's,0.00,0.00,0.03,0,0.03
14762.00,Demon Driver: Time to Burn Rubber!,GBA,2003.00,Racing,Ignition Entertainment,0.02,0.01,0,0,0.03
14763.00,The Golf Club,XOne,2014.00,Sports,Unknown,0.02,0.00,0,0,0.03
14764.00,Bigfoot King of Crush,Wii,2011.00,Racing,Zoo Games,0.02,0.00,0,0,0.03
14765.00,Mojo!,XB,2003.00,Puzzle,DreamCatcher Interactive,0.02,0.01,0,0,0.03
14766.00,Infinite Stratos 2: Ignition Hearts,PS3,2014.00,Adventure,5pb,0.00,0.00,0.03,0,0.03
14767.00,Cabela's Big Game Hunter: Pro Hunts,X360,2014.00,Shooter,Activision,0.02,0.00,0,0,0.03
14768.00,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006.00,Adventure,Konami Digital Entertainment,0.00,0.00,0.03,0,0.03
14769.00,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013.00,Fighting,Arc System Works,0.00,0.00,0.03,0,0.03
14770.00,The Sims 2: Bon Voyage,PC,2007.00,Simulation,Electronic Arts,0.01,0.01,0,0,0.03
14771.00,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003.00,Action,Vivendi Games,0.02,0.01,0,0,0.03
14772.00,Clannad,X360,2008.00,Adventure,Prototype,0.00,0.00,0.03,0,0.03
14773.00,Brothers Conflict: Passion Pink,PSP,2012.00,Action,Idea Factory,0.00,0.00,0.03,0,0.03
14774.00,Kuryuu Youma Gakuenki Recharge,PS2,2006.00,Adventure,Atlus,0.00,0.00,0.03,0,0.03
14775.00,My Frogger: Toy Trials,DS,2006.00,Action,Konami Digital Entertainment,0.02,0.00,0,0,0.03
14776.00,Jet Grind Radio,GBA,2003.00,Action,Sega,0.02,0.01,0,0,0.03
14777.00,Farm Frenzy 3,DS,2011.00,Strategy,Unknown,0.00,0.02,0,0,0.03
14778.00,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009.00,Action,Russel,0.00,0.00,0.03,0,0.03
14779.00,3DS Classic Collection,3DS,2016.00,Misc,Sega,0.02,0.00,0,0,0.03
14780.00,Baldur's Gate: Dark Alliance,GBA,2004.00,Role-Playing,"Destination Software, Inc",0.02,0.01,0,0,0.03
14781.00,GRID Autosport,PC,2014.00,Racing,Codemasters,0.00,0.02,0,0,0.03
14782.00,The Adventures of Lomax,PS,1996.00,Platform,Psygnosis,0.01,0.01,0,0,0.03
14783.00,Neverwinter Nights Diamond,PC,2004.00,Role-Playing,Atari,0.00,0.02,0,0,0.03
14784.00,Divinity II: Flames of Vengeance,PC,2010.00,Role-Playing,DTP Entertainment,0.00,0.02,0,0.01,0.03
14785.00,Under the Skin,PS2,2004.00,Action,Capcom,0.01,0.01,0,0,0.03
14786.00,Battlefield 2142,PC,2006.00,Shooter,Electronic Arts,0.00,0.02,0,0,0.03
14787.00,Kabu Trader Shun,DS,2007.00,Action,Capcom,0.00,0.00,0.03,0,0.03
14788.00,Air Conflicts: Secret Wars,PC,2011.00,Simulation,bitComposer Games,0.00,0.02,0,0.01,0.03
14789.00,Poy Poy,PS,1997.00,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.03
14790.00,Hermie Hopperhead: Scrap Panic,PS,1995.00,Platform,Sony Computer Entertainment,0.00,0.00,0.02,0,0.03
14791.00,Lost Planet 2,PC,2010.00,Shooter,Capcom,0.00,0.02,0,0.01,0.03
14792.00,NHL 07,XB,2006.00,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14793.00,DrumMania 7th Mix,PS2,2001.00,Simulation,Konami Digital Entertainment,0.00,0.00,0.03,0,0.03
14794.00,Runabout 3: Neo Age,PS2,2002.00,Racing,BAM! Entertainment,0.00,0.00,0.03,0,0.03
14795.00,AMNESIA World,PSV,2014.00,Adventure,Idea Factory,0.00,0.00,0.03,0,0.03
14796.00,Captain Morgane and the Golden Turtle,PS3,2012.00,Adventure,Reef Entertainment,0.00,0.02,0,0.01,0.03
14797.00,Bully: Scholarship Edition,PC,2008.00,Action,Take-Two Interactive,0.00,0.02,0,0,0.03
14798.00,My Ballet Studio,Wii,2009.00,Simulation,505 Games,0.02,0.00,0,0,0.03
14799.00,Guild Wars,PC,2005.00,Role-Playing,NCSoft,0.02,0.00,0,0,0.03
14800.00,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010.00,Adventure,Prototype,0.00,0.00,0.03,0,0.03
14801.00,Archer Maclean Presents: Pool Paradise,GC,2004.00,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03
14802.00,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010.00,Strategy,Irem Software Engineering,0.00,0.00,0.03,0,0.03
14803.00,Battlezone,PSP,2006.00,Shooter,Atari,0.02,0.00,0,0,0.03
14804.00,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007.00,Sports,Marvelous Interactive,0.00,0.00,0.03,0,0.03
14805.00,Medal of Honor: Vanguard,PS2,2007.00,Shooter,Electronic Arts,0.00,0.00,0.03,0,0.03
14806.00,Touch Shot! Love Application,PS3,2012.00,Adventure,Compile Heart,0.00,0.00,0.03,0,0.03
14807.00,Nanotek Warrior,PS,1997.00,Shooter,Virgin Interactive,0.01,0.01,0,0,0.03
14808.00,Galileo,DS,2008.00,Adventure,D3Publisher,0.00,0.00,0.03,0,0.03
14809.00,Cake Mania: Baker's Challenge,PS2,2008.00,Puzzle,Destineer,0.01,0.01,0,0,0.03
14810.00,Captain Tsubasa J: The Way to World Youth,SNES,1995.00,Sports,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14811.00,Super Monkey Ball Adventure,PS2,2006.00,Platform,Sega,0.01,0.01,0,0,0.03
14812.00,Alien Breed Trilogy,X360,2011.00,Shooter,Mastertronic,0.00,0.02,0,0,0.03
14813.00,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015.00,Simulation,FuRyu,0.00,0.00,0.03,0,0.03
14814.00,Sengoku Basara: Sanada Yukimura-Den,PS4,2016.00,Action,Capcom,0.00,0.00,0.03,0,0.03
14815.00,CID The Dummy,Wii,2009.00,Platform,Oxygen Interactive,0.02,0.00,0,0,0.03
14816.00,Kisuato,PSV,2015.00,Adventure,TGL,0.00,0.00,0.03,0,0.03
14817.00,Madden NFL 07,GBA,2006.00,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14818.00,Renegade Racers,PS,1999.00,Racing,Interplay,0.01,0.01,0,0,0.03
14819.00,The Legend of Korra (3DS),3DS,2014.00,Strategy,Activision,0.02,0.00,0,0,0.03
14820.00,AniMates!,DS,2007.00,Simulation,Lexicon Entertainment,0.02,0.00,0,0,0.03
14821.00,Monster High 13 Wishes,WiiU,2013.00,Action,Little Orbit,0.02,0.00,0,0,0.03
14822.00,Franklin the Turtle,GBA,2005.00,Misc,Game Factory,0.02,0.01,0,0,0.03
14823.00,Steins,,,,,,,,,
14824.00,Catan,DS,2009.00,Strategy,CDV Software Entertainment,0.00,0.02,0,0,0.03
14825.00,Backyard NFL Football,Wii,2007.00,Sports,Atari,0.02,0.00,0,0,0.03
14826.00,Captain Morgane and the Golden Turtle,PC,2012.00,Adventure,Reef Entertainment,0.00,0.02,0,0,0.03
14827.00,Gauntlet / Rampart,GBA,2005.00,Misc,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14828.00,Age of Empires III: Gold Edition,PC,2007.00,Strategy,Microsoft Game Studios,0.00,0.02,0,0.01,0.03
14829.00,Let's Play Ballerina,Wii,2010.00,Sports,Deep Silver,0.02,0.00,0,0,0.03
14830.00,Disney Planes Fire & Rescue,WiiU,2014.00,Action,Disney Interactive Studios,0.01,0.01,0,0,0.03
14831.00,Dream Girl Premier,3DS,2015.00,Misc,Alchemist,0.00,0.00,0.03,0,0.03
14832.00,River King: Wonderful Journey,PS2,2005.00,Sports,505 Games,0.01,0.01,0,0,0.03
14833.00,Senran Kagura: Bon Appétit!,PSV,2014.00,Misc,Marvelous Entertainment,0.00,0.00,0.03,0,0.03
14834.00,Ducati Moto,DS,2008.00,Racing,Vir2L Studios,0.02,0.00,0,0,0.03
14835.00,Justice League Heroes: The Flash,GBA,2006.00,Action,Eidos Interactive,0.02,0.01,0,0,0.03
14836.00,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008.00,Simulation,Tecmo Koei,0.00,0.00,0.03,0,0.03
14837.00,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015.00,Action,Activision,0.00,0.02,0,0,0.03
14838.00,Kawasaki Snowmobiles,Wii,2008.00,Racing,Metro 3D,0.02,0.00,0,0,0.03
14839.00,Dungeon Siege II,PC,2005.00,Role-Playing,Microsoft Game Studios,0.00,0.02,0,0,0.03
14840.00,Bae Yong-joon to Manabu Kankokugo DS,DS,2009.00,Misc,D3Publisher,0.00,0.00,0.03,0,0.03
14841.00,World War II Combat: Road To Berlin,XB,2006.00,Shooter,Groove Games,0.02,0.01,0,0,0.03
14842.00,Metal Saga,PS2,2005.00,Role-Playing,Success,0.01,0.01,0,0,0.03
14843.00,Imagine: Sweet 16,DS,2010.00,Simulation,Ubisoft,0.02,0.00,0,0,0.03
14844.00,SWAT 4,PC,2005.00,Shooter,Vivendi Games,0.00,0.02,0,0,0.03
14845.00,Last Escort 2: Shinya no Amai Toge,PS2,2008.00,Adventure,D3Publisher,0.00,0.00,0.03,0,0.03
14846.00,Pop'n Music 13 Carnival,PS2,2006.00,Simulation,Konami Digital Entertainment,0.00,0.00,0.03,0,0.03
14847.00,Magicka Collection,PC,2011.00,Adventure,Unknown,0.00,0.02,0,0,0.03
14848.00,Bookworm,GBA,2004.00,Puzzle,Unknown,0.02,0.01,0,0,0.03
14849.00,Tokushu Houdoubu,PSV,2012.00,Adventure,Nippon Ichi Software,0.00,0.00,0.03,0,0.03
14850.00,Terraria,WiiU,2016.00,Action,505 Games,0.00,0.02,0,0,0.03
14851.00,My DoItAll,DS,2009.00,Misc,Tomy Corporation,0.02,0.00,0,0,0.03
14852.00,Legacy of Ys: Books I & II,DS,N/A,Role-Playing,Unknown,0.02,0.00,0,0,0.03
14853.00,Shakugan no Shana,PS2,2006.00,Adventure,Media Works,0.00,0.00,0.03,0,0.03
14854.00,Monster Mayhem: Build and Battle,Wii,2009.00,Simulation,Zushi Games,0.02,0.00,0,0,0.03
14855.00,I Heart Geeks,DS,2011.00,Puzzle,CDV Software Entertainment,0.02,0.00,0,0,0.03
14856.00,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008.00,Action,Spike,0.00,0.00,0.03,0,0.03
14857.00,The Lord of the Rings: Conquest,PC,2009.00,Action,Electronic Arts,0.00,0.02,0,0,0.03
14858.00,The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03
14859.00,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011.00,Adventure,Idea Factory,0.00,0.00,0.03,0,0.03
14860.00,Little Busters! Converted Edition,PSV,2012.00,Action,Prototype,0.00,0.00,0.03,0,0.03
14861.00,Hankou Shashin,SAT,1996.00,Adventure,Imagineer,0.00,0.00,0.03,0,0.03
14862.00,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015.00,Role-Playing,Idea Factory,0.00,0.01,0.01,0,0.03
14863.00,Marker Man Adventures,DS,2009.00,Platform,Majesco Entertainment,0.02,0.00,0,0,0.03
14864.00,Capcom Digital Collection,X360,2012.00,Action,Capcom,0.02,0.01,0,0,0.03
14865.00,Pro Yakyuu Family Stadium,Wii,2008.00,Sports,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14866.00,Open Season,PS2,2006.00,Platform,Ubisoft,0.01,0.01,0,0,0.03
14867.00,Monster Hunter Frontier Online: Forward 2,X360,2011.00,Role-Playing,Capcom,0.00,0.00,0.03,0,0.03
14868.00,Moyashimon DS,DS,2009.00,Action,Takara Tomy,0.00,0.00,0.03,0,0.03
14869.00,A Ressha de Gyoukou 2001,PS2,2001.00,Simulation,ArtDink,0.00,0.00,0.03,0,0.03
14870.00,Diabolik Lovers: Lunatic Parade,PSV,2016.00,Adventure,Idea Factory,0.00,0.00,0.03,0,0.03
14871.00,Let's Dance with Mel B,Wii,2011.00,Sports,Black Bean Games,0.00,0.02,0,0,0.03
14872.00,Battlestations: Pacific,PC,2009.00,Strategy,Eidos Interactive,0.00,0.02,0,0,0.03
14873.00,Neverwinter Nights 2,PC,2006.00,Role-Playing,Atari,0.00,0.02,0,0,0.03
14874.00,Starry ? Sky: In Autumn,PSP,2010.00,Misc,Asgard,0.00,0.00,0.03,0,0.03
14875.00,Battlefield 1942,PC,2002.00,Shooter,Electronic Arts,0.01,0.01,0,0,0.03
14876.00,Back to the Future: The Game,X360,2015.00,Adventure,Telltale Games,0.02,0.01,0,0,0.03
14877.00,Pitball,PS,1996.00,Sports,Time Warner Interactive,0.01,0.01,0,0,0.03
14878.00,X-Men Origins: Wolverine - Uncaged Edition,PC,2009.00,Action,Activision,0.02,0.00,0,0,0.03
14879.00,Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,0.02,0.00,0,0,0.03
14880.00,D.C. III: Da Capo III,PSP,2013.00,Adventure,Kadokawa Games,0.00,0.00,0.03,0,0.03
14881.00,Judge Dredd: Dredd Vs Death,PS2,2003.00,Shooter,BAM! Entertainment,0.01,0.01,0,0,0.03
14882.00,Ocean Commander,Wii,2009.00,Simulation,Valcon Games,0.02,0.00,0,0,0.03
14883.00,Drome Racers,GBA,2003.00,Racing,THQ,0.02,0.01,0,0,0.03
14884.00,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012.00,Adventure,Idea Factory,0.00,0.00,0.03,0,0.03
14885.00,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015.00,Misc,Namco Bandai Games,0.00,0.00,0.03,0,0.03
14886.00,Tank Beat,DS,2006.00,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0,0.03
14887.00,LEGO Pirates of the Caribbean: The Video Game,PC,2011.00,Action,Disney Interactive Studios,0.02,0.00,0,0,0.03
14888.00,Turbo: Super Stunt Squad,WiiU,2013.00,Sports,D3Publisher,0.00,0.02,0,0,0.03
14889.00,Jurassic Park: Operation Genesis,PC,2003.00,Simulation,Vivendi Games,0.00,0.02,0,0,0.03
14890.00,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015.00,Action,Activision,0.00,0.02,0,0,0.03
14891.00,Tenkaichi * Sengoku Lovers,DS,2010.00,Adventure,Rocket Company,0.00,0.00,0.03,0,0.03
14892.00,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013.00,Misc,Paon Corporation,0.00,0.00,0.03,0,0.03
