ID de produto único,peso dos produtos,especifica se o produto tem baixo teor de gordura ou não,porcentagem da área total de exibição de todos os produtos em uma loja alocada para o produto específico,a categoria à qual o produto pertence,Preço máximo de varejo (preço listado) dos produtos,ID de loja única,ano de criação dos pontos de venda,o tamanho da loja em termos de área coberta,o tipo de cidade em que a loja está localizada,(variável de destino) vendas do produto na loja específica
FDV03,17.6,Low Fat,0.058327908,Meat,1.565.314,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO39,6.985,Regular,0,Meat,1.829.608,OUT017,2007,,Tier 2,Supermarket Type1
NCB07,19.2,Low Fat,0.077823282,Household,197.811,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH38,,Low Fat,0.010387683,Canned,1.159.808,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ13,7.84,Regular,0.153465955,Canned,49.435,OUT035,2004,Small,Tier 2,Supermarket Type1
NCZ30,6.59,Low Fat,0.026184983,Household,1.223.098,OUT046,1997,Small,Tier 1,Supermarket Type1
NCA06,20.5,Low Fat,0.143256515,Household,35.419,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB04,11.35,Regular,0.063324606,Dairy,867.856,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN50,16.85,Regular,0.026497757,Canned,93.012,OUT013,1987,High,Tier 3,Supermarket Type1
NCG06,16.35,Low Fat,0.02949114,Household,2.567.646,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCY17,18.2,Low Fat,0.163760524,Health and Hygiene,450.086,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC23,18,Low Fat,0.017906203,Starchy Foods,1.787.686,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK33,17.85,Low Fat,0.011252718,Snack Foods,212.256,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDR03,15.7,Regular,0.008749518,Meat,208.198,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ07,15.1,Regular,0.094081729,Fruits and Vegetables,631.194,OUT045,2002,,Tier 2,Supermarket Type1
FDO38,17.25,Low Fat,0.072778438,Canned,784.986,OUT013,1987,High,Tier 3,Supermarket Type1
FDS59,14.8,Regular,0.043893446,Breads,108.157,OUT046,1997,Small,Tier 1,Supermarket Type1
DRM11,,Low Fat,0.115679302,Hard Drinks,2.601.278,OUT019,1985,Small,Tier 1,Grocery Store
FDX52,,Regular,0.041799167,Frozen Foods,194.382,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRJ35,10.1,Low Fat,0.046774318,Hard Drinks,593.878,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP53,14.75,Low Fat,0.032890347,Health and Hygiene,2.393.906,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW15,,Regular,0.096496792,Meat,1.488.734,OUT019,1985,Small,Tier 1,Grocery Store
DRI47,14.7,Low Fat,0.020962606,Hard Drinks,1.437.128,OUT045,2002,,Tier 2,Supermarket Type1
DRZ11,8.85,Regular,0.11264364,Soft Drinks,1.230.388,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS02,10.195,Regular,0.14574596,Dairy,1.962.794,OUT013,1987,High,Tier 3,Supermarket Type1
DRD49,9.895,Low Fat,0.168514737,Soft Drinks,2.381.564,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW38,5.325,Regular,0.138895605,Dairy,524.298,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDR21,,Low Fat,0.117195348,Snack Foods,178.037,OUT019,1985,Small,Tier 1,Grocery Store
FDE40,15.6,Regular,0.099061255,Dairy,637.194,OUT013,1987,High,Tier 3,Supermarket Type1
FDI02,15.7,Regular,0.114797434,Canned,1.108.202,OUT045,2002,,Tier 2,Supermarket Type1
FDQ04,6.4,Low Fat,0,Frozen Foods,395.796,OUT045,2002,,Tier 2,Supermarket Type1
FDY14,10.3,Low Fat,0.07043637,Dairy,2.653.226,OUT017,2007,,Tier 2,Supermarket Type1
NCT54,8.695,Low Fat,0.119535605,Household,966.094,OUT046,1997,Small,Tier 1,Supermarket Type1
DRD25,6.135,Low Fat,0.079418753,Soft Drinks,111.886,OUT017,2007,,Tier 2,Supermarket Type1
DRE01,10.1,Low Fat,0.167494193,Soft Drinks,2.418.512,OUT045,2002,,Tier 2,Supermarket Type1
FDJ12,8.895,Regular,0.065346821,Baking Goods,2.092.296,OUT010,1998,,Tier 3,Grocery Store
NCZ05,8.485,Low Fat,0.058222587,Health and Hygiene,103.799,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRB25,,Low Fat,0.121615007,Soft Drinks,1.087.938,OUT019,1985,Small,Tier 1,Grocery Store
NCC31,8.02,Low Fat,0.01991076,Household,1.571.972,OUT045,2002,,Tier 2,Supermarket Type1
FDM16,8.155,Regular,0.03362345,Frozen Foods,755.354,OUT045,2002,,Tier 2,Supermarket Type1
DRG11,6.385,Low Fat,0.083968636,Hard Drinks,1.059.596,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV24,,Low Fat,0.102772236,Baking Goods,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV43,16,Low Fat,0.076855628,Fruits and Vegetables,445.086,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG05,11,Regular,0.088204994,Frozen Foods,155.163,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV23,11,Low Fat,0,Breads,1.239.046,OUT010,1998,,Tier 3,Grocery Store
FDI58,7.64,Regular,0.070992494,Snack Foods,92.012,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDQ11,5.695,Regular,0.06808387,Breads,2.579.988,OUT017,2007,,Tier 2,Supermarket Type1
FDC05,,Regular,0.098306217,Frozen Foods,1.974.768,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF40,20.25,reg,0.022493399,Dairy,2.478.092,OUT013,1987,High,Tier 3,Supermarket Type1
FDU02,13.35,Low Fat,0.102929093,Dairy,2.279.352,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDT32,19,Regular,0.065579315,Fruits and Vegetables,1.865.214,OUT013,1987,High,Tier 3,Supermarket Type1
NCF06,6.235,Low Fat,0.020312604,Household,2.609.962,OUT017,2007,,Tier 2,Supermarket Type1
FDT46,11.35,Low Fat,0,Snack Foods,513.008,OUT013,1987,High,Tier 3,Supermarket Type1
FDR58,6.675,Low Fat,0.070167934,Snack Foods,915.462,OUT010,1998,,Tier 3,Grocery Store
FDY04,17.7,Regular,0.042476445,Frozen Foods,162.321,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT58,9,Low Fat,0.086129035,Snack Foods,1.668.816,OUT045,2002,,Tier 2,Supermarket Type1
FDE46,18.6,Low Fat,0.015794211,Snack Foods,1.520.366,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRH11,5.98,Low Fat,0.075985352,Hard Drinks,560.614,OUT017,2007,,Tier 2,Supermarket Type1
DRI51,17.25,Low Fat,0.04224163,Dairy,1.710.764,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC35,7.435,Low Fat,0.123532514,Starchy Foods,2.056.638,OUT017,2007,,Tier 2,Supermarket Type1
FDP45,15.7,Regular,0.030619053,Snack Foods,2.524.724,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC45,17,Low Fat,0,Fruits and Vegetables,1.691.106,OUT017,2007,,Tier 2,Supermarket Type1
FDU01,20.25,Regular,0.012019598,Canned,1.840.924,OUT045,2002,,Tier 2,Supermarket Type1
FDJ53,10.5,Low Fat,0.119271136,Frozen Foods,1.210.098,OUT010,1998,,Tier 3,Grocery Store
FDJ46,11.1,Low Fat,0.045076978,Snack Foods,1.736.054,OUT017,2007,,Tier 2,Supermarket Type1
FDX07,19.2,Regular,0.022899739,Fruits and Vegetables,185.095,OUT013,1987,High,Tier 3,Supermarket Type1
NCI30,20.25,Low Fat,0.059027151,Household,248.046,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE47,,Low Fat,0.037725174,Starchy Foods,1.239.046,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV48,9.195,Regular,0,Baking Goods,782.644,OUT045,2002,,Tier 2,Supermarket Type1
FDN16,,Regular,0.109780112,Frozen Foods,102.599,OUT019,1985,Small,Tier 1,Grocery Store
FDM52,15.1,Low Fat,0.025971792,Frozen Foods,1.462.076,OUT013,1987,High,Tier 3,Supermarket Type1
FDA32,,Low Fat,0.02994846,Fruits and Vegetables,2.173.192,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH05,14.35,Regular,0.091427887,Frozen Foods,2.316.984,OUT017,2007,,Tier 2,Supermarket Type1
FDW25,5.175,Low Fat,0.06259818,Canned,871.224,OUT010,1998,,Tier 3,Grocery Store
FDQ09,7.235,Low Fat,0.058132207,Snack Foods,1.140.834,OUT046,1997,Small,Tier 1,Supermarket Type1
NCM17,7.93,Low Fat,0.119066863,Health and Hygiene,459.086,OUT010,1998,,Tier 3,Grocery Store
DRM59,5.88,Low Fat,0.003592093,Hard Drinks,1.541.998,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV47,,LF,0.053945046,Breads,838.566,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRE15,13.35,Low Fat,0.017782033,Dairy,742.012,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS25,6.885,Regular,0.234345616,Canned,1.089.228,OUT010,1998,,Tier 3,Grocery Store
NCZ05,8.485,Low Fat,0.058369013,Health and Hygiene,104.499,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV05,,Low Fat,0.052891202,Health and Hygiene,1.547.656,OUT019,1985,Small,Tier 1,Grocery Store
DRM37,15.35,Low Fat,0.096397813,Soft Drinks,1.965.768,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV58,,Low Fat,0.120663214,Snack Foods,1.942.452,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN22,,Regular,0,Snack Foods,2.526.724,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO06,19.25,Low Fat,0.108198392,Household,324.558,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT56,,Regular,0.202387387,Fruits and Vegetables,595.246,OUT019,1985,Small,Tier 1,Grocery Store
FDM02,12.5,Regular,0.073673697,Canned,881.198,OUT013,1987,High,Tier 3,Supermarket Type1
FDA09,13.35,Regular,0.149366403,Snack Foods,180.566,OUT046,1997,Small,Tier 1,Supermarket Type1
NCC06,19,Low Fat,0.026981264,Household,1.265.336,OUT035,2004,Small,Tier 2,Supermarket Type1
NCL54,12.6,Low Fat,0.082882475,Household,1.761.054,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCB55,15.7,Low Fat,0.161571797,Household,592.562,OUT017,2007,,Tier 2,Supermarket Type1
FDB12,11.15,Regular,0.105903322,Baking Goods,1.051.648,OUT017,2007,,Tier 2,Supermarket Type1
NCA54,16.5,Low Fat,0.036698564,Household,1.789.318,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCS38,8.6,Low Fat,0.090331655,Household,1.158.176,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC02,21.35,Low Fat,0.068929478,Canned,2.596.278,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDK44,,Low Fat,0.214004545,Fruits and Vegetables,1.736.738,OUT019,1985,Small,Tier 1,Grocery Store
FDE16,8.895,Low Fat,0.026338733,Frozen Foods,2.072.954,OUT035,2004,Small,Tier 2,Supermarket Type1
NCS05,11.5,Low Fat,0.020974105,Health and Hygiene,1.323.942,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ59,6.63,Regular,0.104232541,Baking Goods,166.75,OUT045,2002,,Tier 2,Supermarket Type1
FDI20,19.1,Low Fat,0.038781892,Fruits and Vegetables,2.128.586,OUT017,2007,,Tier 2,Supermarket Type1
FDQ14,9.27,Low Fat,0.06178729,Dairy,150.805,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF53,20.75,Regular,0.084079477,Frozen Foods,1.812.318,OUT017,2007,,Tier 2,Supermarket Type1
FDW25,5.175,Low Fat,0.037610496,Canned,850.224,OUT017,2007,,Tier 2,Supermarket Type1
NCQ43,17.75,Low Fat,0.186296103,Others,1.081.912,OUT010,1998,,Tier 3,Grocery Store
FDX52,11.5,Regular,0.041967613,Frozen Foods,192.282,OUT013,1987,High,Tier 3,Supermarket Type1
FDE28,9.5,Regular,0.132815802,Frozen Foods,2.283.668,OUT045,2002,,Tier 2,Supermarket Type1
FDN15,17.5,Low Fat,0.016828712,Meat,138.418,OUT017,2007,,Tier 2,Supermarket Type1
FDO28,5.765,LF,0.072707309,Frozen Foods,1.193.098,OUT017,2007,,Tier 2,Supermarket Type1
FDQ33,13.35,Low Fat,0.091392132,Snack Foods,1.511.708,OUT045,2002,,Tier 2,Supermarket Type1
FDM22,14,Regular,0.070228698,Snack Foods,54.264,OUT010,1998,,Tier 3,Grocery Store
FDJ03,12.35,Regular,0.072804407,Dairy,485.692,OUT017,2007,,Tier 2,Supermarket Type1
FDI16,14,Regular,0.136051058,Frozen Foods,53.564,OUT045,2002,,Tier 2,Supermarket Type1
FDI09,,Regular,0.128711271,Seafood,240.488,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDX55,15.1,Low Fat,0.055159959,Fruits and Vegetables,2.178.166,OUT013,1987,High,Tier 3,Supermarket Type1
FDS23,,Low Fat,0.140206849,Breads,1.281.994,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRC12,17.85,Low Fat,0.037903586,Soft Drinks,1.917.188,OUT045,2002,,Tier 2,Supermarket Type1
FDH41,9,Low Fat,0,Frozen Foods,2.158.534,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN01,8.895,Low Fat,0.072338526,Breakfast,174.837,OUT013,1987,High,Tier 3,Supermarket Type1
FDV55,17.75,Low Fat,0.05518512,Fruits and Vegetables,1.437.444,OUT045,2002,,Tier 2,Supermarket Type1
NCJ19,18.6,Low Fat,0.118081664,Others,563.588,OUT013,1987,High,Tier 3,Supermarket Type1
NCY29,13.65,LF,0.129274071,Health and Hygiene,55.993,OUT010,1998,,Tier 3,Grocery Store
FDP03,5.15,Regular,0.061426289,Meat,1.227.388,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ52,19.2,Low Fat,0.100277478,Frozen Foods,1.104.886,OUT045,2002,,Tier 2,Supermarket Type1
FDH31,12,Regular,0,Meat,1.012.042,OUT010,1998,,Tier 3,Grocery Store
FDQ19,7.35,Regular,0.014423645,Fruits and Vegetables,2.413.512,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS15,9.195,Regular,0.07804584,Meat,1.058.596,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN32,17.5,Low Fat,0.015648384,Fruits and Vegetables,1.825.266,OUT017,2007,,Tier 2,Supermarket Type1
FDH32,12.8,Low Fat,0.07617829,Fruits and Vegetables,98.541,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF33,7.97,Low Fat,0.021657301,Seafood,1.095.596,OUT017,2007,,Tier 2,Supermarket Type1
FDJ22,18.75,Low Fat,0.052810244,Snack Foods,1.903.504,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG56,13.3,Regular,0.119596939,Fruits and Vegetables,624.536,OUT010,1998,,Tier 3,Grocery Store
FDC05,13.1,Regular,0.098784586,Frozen Foods,1.958.768,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK09,15.2,Low Fat,0.091686939,Snack Foods,2.274.352,OUT013,1987,High,Tier 3,Supermarket Type1
NCV29,11.8,Low Fat,0.022889828,Health and Hygiene,1.766.686,OUT045,2002,,Tier 2,Supermarket Type1
NCC43,,Low Fat,0.162450872,Household,2.505.066,OUT019,1985,Small,Tier 1,Grocery Store
NCA42,6.965,Low Fat,0.028592968,Household,1.567.604,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDC10,9.8,Regular,0.072877673,Snack Foods,1.185.098,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC16,11.5,Regular,0.020552693,Dairy,87.654,OUT013,1987,High,Tier 3,Supermarket Type1
NCL17,7.39,Low Fat,0.067723308,Health and Hygiene,1.406.812,OUT013,1987,High,Tier 3,Supermarket Type1
FDA51,8.05,Regular,0.164648458,Dairy,1.143.518,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW01,14.5,Low Fat,0.06442287,Canned,1.524.682,OUT017,2007,,Tier 2,Supermarket Type1
NCF30,17,Low Fat,0.126500085,Household,1.278.362,OUT045,2002,,Tier 2,Supermarket Type1
FDN49,17.25,Regular,0.125120258,Breakfast,41.848,OUT013,1987,High,Tier 3,Supermarket Type1
FDY20,12.5,Regular,0.081918557,Fruits and Vegetables,898.488,OUT045,2002,,Tier 2,Supermarket Type1
FDC15,18.1,Low Fat,0.178329981,Dairy,1.565.288,OUT045,2002,,Tier 2,Supermarket Type1
FDY24,4.88,Regular,0.133493205,Baking Goods,533.298,OUT046,1997,Small,Tier 1,Supermarket Type1
NCG43,20.2,Low Fat,0,Household,944.462,OUT017,2007,,Tier 2,Supermarket Type1
FDA48,12.1,Low Fat,0.114778465,Baking Goods,2.230.114,OUT013,1987,High,Tier 3,Supermarket Type1
NCF55,6.675,Low Fat,0.021788889,Household,367.874,OUT017,2007,,Tier 2,Supermarket Type1
FDL38,13.8,Regular,0.014756014,Canned,897.172,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCQ29,12,Low Fat,0.104654725,Health and Hygiene,2.587.278,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC34,16,Regular,0.173736289,Snack Foods,1.567.972,OUT017,2007,,Tier 2,Supermarket Type1
FDP36,,Regular,0,Baking Goods,519.008,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN50,16.85,Regular,0,Canned,93.712,OUT010,1998,,Tier 3,Grocery Store
FDO23,17.85,Low Fat,0.146655006,Breads,944.436,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT56,16,Regular,0.115496216,Fruits and Vegetables,582.246,OUT013,1987,High,Tier 3,Supermarket Type1
FDT13,,Low Fat,0.018481707,Canned,1.885.214,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ03,13.65,Regular,0.07872111,Dairy,187.624,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ03,15,Regular,0.13057987,Meat,2.354.248,OUT010,1998,,Tier 3,Grocery Store
FDU44,12.15,reg,0.058544215,Fruits and Vegetables,1.615.552,OUT045,2002,,Tier 2,Supermarket Type1
FDD03,13.3,Low Fat,0.079930344,Dairy,231.03,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCH30,17.1,Low Fat,0.067098169,Household,112.286,OUT013,1987,High,Tier 3,Supermarket Type1
FDS60,20.85,Low Fat,0.054312176,Baking Goods,179.766,OUT010,1998,,Tier 3,Grocery Store
FDG08,13.15,Regular,0.165359325,Fruits and Vegetables,1.716.764,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX38,10.5,Regular,0.048479695,Dairy,475.376,OUT017,2007,,Tier 2,Supermarket Type1
FDD22,10,Low Fat,0.100213353,Snack Foods,1.135.544,OUT017,2007,,Tier 2,Supermarket Type1
FDW51,6.155,Regular,0.094581098,Meat,211.456,OUT013,1987,High,Tier 3,Supermarket Type1
FDL09,19.6,Regular,0.128760294,Snack Foods,1.694.816,OUT017,2007,,Tier 2,Supermarket Type1
FDZ60,20.5,Low Fat,0.11960388,Baking Goods,1.079.596,OUT045,2002,,Tier 2,Supermarket Type1
NCH07,13.15,Low Fat,0.092667032,Household,1.591.604,OUT046,1997,Small,Tier 1,Supermarket Type1
NCQ41,14.8,Low Fat,0.019510678,Health and Hygiene,1.969.794,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW04,8.985,Regular,0.057917007,Frozen Foods,128.131,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDI08,,reg,0.065976009,Fruits and Vegetables,2.490.092,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDR19,,Regular,0.279650277,Fruits and Vegetables,1.473.102,OUT019,1985,Small,Tier 1,Grocery Store
FDV13,17.35,reg,0.027610867,Canned,860.856,OUT046,1997,Small,Tier 1,Supermarket Type1
FDB52,17.75,Low Fat,0.030607757,Dairy,2.566.672,OUT017,2007,,Tier 2,Supermarket Type1
FDZ48,,Low Fat,0.075591785,Baking Goods,1.116.544,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO14,9.6,Low Fat,0.029689961,Household,457.086,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ50,12.8,Regular,0.079010526,Dairy,1.845.608,OUT013,1987,High,Tier 3,Supermarket Type1
FDN27,,LF,0.069268825,Meat,1.169.808,OUT019,1985,Small,Tier 1,Grocery Store
FDQ60,6.195,Regular,0.109283423,Baking Goods,1.219.098,OUT013,1987,High,Tier 3,Supermarket Type1
FDR49,8.71,Low Fat,0.140015944,Canned,463.376,OUT017,2007,,Tier 2,Supermarket Type1
DRJ35,,Low Fat,0.046358964,Hard Drinks,623.878,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRI49,14.15,Low Fat,0.184545287,Soft Drinks,821.276,OUT017,2007,,Tier 2,Supermarket Type1
FDB47,8.8,Low Fat,0.071833423,Snack Foods,2.100.612,OUT017,2007,,Tier 2,Supermarket Type1
FDP37,15.6,LF,0.239530025,Breakfast,1.264.994,OUT010,1998,,Tier 3,Grocery Store
FDR26,20.7,Low Fat,0.042903378,Dairy,1.762.028,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY31,,Low Fat,0.076272929,Fruits and Vegetables,1.457.418,OUT019,1985,Small,Tier 1,Grocery Store
FDC11,20.5,Low Fat,0.1420804,Starchy Foods,895.172,OUT045,2002,,Tier 2,Supermarket Type1
DRP47,15.75,Low Fat,0,Hard Drinks,2.504.382,OUT035,2004,Small,Tier 2,Supermarket Type1
NCY54,8.43,Low Fat,0.1784187,Household,1.711.422,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR27,15.1,Regular,0.096100432,Meat,1.324.942,OUT046,1997,Small,Tier 1,Supermarket Type1
FDQ21,,Low Fat,0.034007573,Snack Foods,1.228.756,OUT019,1985,Small,Tier 1,Grocery Store
NCQ29,12,Low Fat,0.104210426,Health and Hygiene,2.620.278,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ02,17.2,Regular,0,Canned,1.470.418,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE21,12.8,Low Fat,0.023038155,Fruits and Vegetables,1.141.492,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDM39,6.42,Low Fat,0.053470662,Dairy,1.782.002,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ01,8.975,Regular,0.009110086,Canned,101.799,OUT017,2007,,Tier 2,Supermarket Type1
NCB19,6.525,Low Fat,0.090663534,Household,861.882,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU03,18.7,Regular,0.091577922,Meat,1.817.292,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP27,8.155,Low Fat,0.119636353,Meat,187.853,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRF01,5.655,Low Fat,0.175435278,Soft Drinks,1.454.102,OUT045,2002,,Tier 2,Supermarket Type1
FDM03,12.65,Low Fat,0.123222078,Meat,1.076.938,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV01,19.2,Regular,0.084950573,Canned,1.557.314,OUT046,1997,Small,Tier 1,Supermarket Type1
FDS16,15.15,Regular,0.066176944,Frozen Foods,146.076,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO45,13.15,Regular,0.0379456,Snack Foods,891.856,OUT035,2004,Small,Tier 2,Supermarket Type1
NCX06,17.6,Low Fat,0.015684078,Household,1.808.976,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP13,8.1,Regular,0.134323555,Canned,38.948,OUT046,1997,Small,Tier 1,Supermarket Type1
NCR38,17.25,Low Fat,0.113980892,Household,2.524.724,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA01,15,Regular,0.054333001,Canned,575.904,OUT013,1987,High,Tier 3,Supermarket Type1
FDT26,18.85,Regular,0.068337879,Dairy,118.044,OUT017,2007,,Tier 2,Supermarket Type1
FDD44,,Regular,0.078020807,Fruits and Vegetables,2.583.646,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB26,14,Regular,0.031241476,Canned,53.864,OUT013,1987,High,Tier 3,Supermarket Type1
FDP45,,Regular,0.053620148,Snack Foods,2.504.724,OUT019,1985,Small,Tier 1,Grocery Store
NCP55,14.65,Low Fat,0.011190025,Others,565.614,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT23,7.72,Regular,0.075154189,Breads,777.986,OUT017,2007,,Tier 2,Supermarket Type1
FDO51,6.785,Regular,0.042067625,Meat,414.112,OUT045,2002,,Tier 2,Supermarket Type1
FDA44,19.7,Low Fat,0.053222716,Fruits and Vegetables,57.293,OUT046,1997,Small,Tier 1,Supermarket Type1
NCJ31,19.2,Low Fat,0.183397827,Others,2.399.196,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX37,16.2,LF,0.063157164,Canned,99.47,OUT045,2002,,Tier 2,Supermarket Type1
NCD18,16,Low Fat,0,Household,2.293.668,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN40,,Low Fat,0.086038118,Frozen Foods,1.540.998,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL33,7.235,Low Fat,0.100527952,Snack Foods,1.949.452,OUT017,2007,,Tier 2,Supermarket Type1
DRF48,5.73,Low Fat,0.051791671,Soft Drinks,1.884.898,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW08,12.1,Low Fat,0.148353512,Fruits and Vegetables,105.128,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX39,14.3,Regular,0.049878516,Meat,2.129.586,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB38,19.5,Regular,0,Canned,161.392,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY46,18.6,LF,0.048085022,Snack Foods,1.860.898,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCB06,17.6,Low Fat,0.082460079,Health and Hygiene,158.492,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDA34,11.5,Low Fat,0.014857747,Starchy Foods,172.808,OUT035,2004,Small,Tier 2,Supermarket Type1
FDA35,14.85,Regular,0.053946745,Baking Goods,1.205.072,OUT045,2002,,Tier 2,Supermarket Type1
FDQ07,15.1,Regular,0.087390335,Fruits and Vegetables,2.191.456,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU32,8.785,Low Fat,0.026020287,Fruits and Vegetables,1.221.414,OUT045,2002,,Tier 2,Supermarket Type1
FDU26,16.7,Regular,0.04258349,Dairy,1.211.782,OUT013,1987,High,Tier 3,Supermarket Type1
FDU13,8.355,Low Fat,0.313934693,Canned,1.465.418,OUT010,1998,,Tier 3,Grocery Store
FDO09,13.5,Regular,0.125250986,Snack Foods,263.691,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW03,,Regular,0.042968607,Meat,1.028.306,OUT019,1985,Small,Tier 1,Grocery Store
FDB38,19.5,Regular,0.027323943,Canned,160.592,OUT013,1987,High,Tier 3,Supermarket Type1
FDL26,18,Low Fat,0.122509775,Canned,1.548.972,OUT010,1998,,Tier 3,Grocery Store
NCN43,12.15,Low Fat,0.006773451,Others,123.673,OUT045,2002,,Tier 2,Supermarket Type1
FDH08,7.51,Low Fat,0.017464427,Fruits and Vegetables,231.201,OUT045,2002,,Tier 2,Supermarket Type1
NCC31,,Low Fat,0.034790615,Household,1.575.972,OUT019,1985,Small,Tier 1,Grocery Store
FDH14,17.1,Regular,0.046799702,Canned,1.395.838,OUT035,2004,Small,Tier 2,Supermarket Type1
FDL40,17.7,low fat,0,Frozen Foods,98.441,OUT017,2007,,Tier 2,Supermarket Type1
FDD20,14.15,Low Fat,0.020710606,Fruits and Vegetables,1.229.046,OUT035,2004,Small,Tier 2,Supermarket Type1
