Número do Processo/PVL,Interessado,UF,Tipo de interessado,Tipo de operação,Finalidade,Tipo de credor,Credor,Moeda,Valor,Número do Processo/PVL,Código IBGE,Status,Data,Analisado por
17944.000050/2008-03,Recife,PE,Município,Operação Contratual Interna,PAC - PMI,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,120000000,17944.000050/2008-03,2611606,Deferido,3/28/2008,STN
17944.000018/2008-10,Itatim,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.000018/2008-10,2916856,Deferido,3/27/2008,STN
17944.001596/2007-92,Ibititá,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,300000,17944.001596/2007-92,2913101,Deferido,3/13/2008,STN
17944.000426/2008-71,Baianópolis,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.000426/2008-71,2902500,Deferido,3/12/2008,STN
17944.000032/2008-13,João Pessoa,PB,Município,Operação Contratual Interna,PAC - Pró-Moradia - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,24142482,17944.000032/2008-13,2507507,Deferido,3/12/2008,STN
17944.001740/2007-91,Arapiraca,AL,Município,Operação Contratual Interna,PAC - Pró-Moradia - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12503900,17944.001740/2007-91,2700300,Deferido,2/15/2008,STN
17944.001706/2007-16,Tapiramutá,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001706/2007-16,2931301,Deferido,2/15/2008,STN
17944.000281/2008-17,Triunfo,PB,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,200000,17944.000281/2008-17,2516805,Arquivado,2/11/2008,STN
17944.001714/2007-62,Itiruçu,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001714/2007-62,2916906,Deferido,2/8/2008,STN
17944.000015/2008-86,Piauí,PI,Estado,Operação Contratual Interna,PAC - Saneamento - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,60900000,17944.000015/2008-86,22,Deferido,1/28/2008,STN
17944.000081/2008-56,Piauí,PI,Estado,Operação Contratual Interna,PAC - Pró-Moradia - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,14257600,17944.000081/2008-56,22,Deferido,1/28/2008,STN
17944.001489/2007-64,Coribe,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001489/2007-64,2909109,Arquivado,1/11/2008,STN
17944.000886/2007-19,Feira de Santana,BA,Município,Operação Contratual Externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Corporação Andina de Fomento,Dólar dos EUA,11737000,17944.000886/2007-19,2910800,Encaminhado à PGFN com manifestação técnica favorável,12/20/2007,STN
17944.001617/2007-70,Aracaju,SE,Município,Operação Contratual Interna,PAC - Pró-Moradia - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,19380000,17944.001617/2007-70,2800308,Deferido,12/20/2007,STN
17944.001106/2007-58,Coremas,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,350000,17944.001106/2007-58,2504801,Deferido,12/7/2007,STN
17944.000174/2007-08,Cruz Das Almas,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,462000,17944.000174/2007-08,2909802,Arquivado,12/6/2007,STN
17944.000518/2007-71,Mucugê,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,180000,17944.000518/2007-71,2921906,Arquivado,12/6/2007,STN
17944.001889/2006-99,Rio de Contas,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,297000,17944.001889/2006-99,2926707,Arquivado,12/6/2007,STN
17944.000839/2007-75,Santa Cruz Cabrália,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,450000,17944.000839/2007-75,2927705,Arquivado,12/6/2007,STN
17944.000052/2007-11,Apodi,RN,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,630795,17944.000052/2007-11,2401008,Arquivado,12/6/2007,STN
17944.000893/2007-11,Campo Grande,RN,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,132000,17944.000893/2007-11,2401305,Arquivado,12/6/2007,STN
17944.000017/2007-94,Caraúbas,RN,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,501402,17944.000017/2007-94,2402303,Arquivado,12/6/2007,STN
17944.001476/2007-95,Caculé,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001476/2007-95,2905008,Deferido,11/23/2007,STN
17944.001467/2007-02,Conde,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001467/2007-02,2908606,Deferido,11/12/2007,STN
17944.001450/2007-47,Guajeru,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001450/2007-47,2911659,Deferido,11/9/2007,STN
17944.001120/2007-51,Matriz de Camaragibe,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,537289,17944.001120/2007-51,2705101,Arquivado,11/7/2007,STN
17944.001814/2006-16,Beberibe,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000,17944.001814/2006-16,2302206,Arquivado,11/7/2007,STN
17944.001816/2006-05,Ibicuitinga,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,231000,17944.001816/2006-05,2305332,Arquivado,11/7/2007,STN
17944.001042/2007-95,Dois Riachos,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,500000,17944.001042/2007-95,2702504,Arquivado,10/29/2007,STN
17944.002021/2006-14,Girau do Ponciano,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,660000,17944.002021/2006-14,2702900,Arquivado,10/29/2007,STN
17944.001121/2007-04,Campestre,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,255375,17944.001121/2007-04,2701357,Arquivado,10/26/2007,STN
19407.000014/2006-82,Maranhão,MA,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,119951697,19407.000014/2006-82,21,Arquivado,10/18/2007,STN
17944.001401/2007-12,Ibateguara,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,794087,17944.001401/2007-12,2703007,Arquivado,10/16/2007,STN
17944.001380/2007-27,Amargosa,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,633600,17944.001380/2007-27,2901007,Arquivado,10/9/2007,STN
17944.000094/2007-44,Angelim,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,264000,17944.000094/2007-44,2601003,Arquivado,10/9/2007,STN
17944.001105/2007-11,Afrânio,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,520000,17944.001105/2007-11,2600203,Arquivado,10/8/2007,STN
17944.001908/2006-87,Candiba,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000,17944.001908/2006-87,2906600,Arquivado,10/5/2007,STN
17944.001902/2006-18,Senhor do Bonfim,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,858000,17944.001902/2006-18,2930105,Arquivado,10/5/2007,STN
17944.000969/2007-16,Açailândia,MA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1650000,17944.000969/2007-16,2100055,Arquivado,10/5/2007,STN
17944.001387/2007-49,Cidelândia,MA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,199000,17944.001387/2007-49,2103257,Arquivado,10/5/2007,STN
17944.000464/2007-43,Urbano Santos,MA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000,17944.000464/2007-43,2112605,Arquivado,10/5/2007,STN
17944.000118/2007-65,Catingueira,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,191400,17944.000118/2007-65,2504207,Arquivado,10/5/2007,STN
17944.001079/2007-13,Sousa,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1320000,17944.001079/2007-13,2516201,Arquivado,10/5/2007,STN
17944.001969/2006-44,São Bento,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,316140,17944.001969/2006-44,2513901,Arquivado,10/5/2007,STN
17944.000049/2007-90,Garanhuns,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1320000,17944.000049/2007-90,2606002,Arquivado,10/5/2007,STN
17944.001886/2006-55,Guadalupe,PI,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,660000,17944.001886/2006-55,2204501,Arquivado,10/5/2007,STN
17944.000984/2007-56,Olindina,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000,17944.000984/2007-56,2923100,Arquivado,10/4/2007,STN
17944.000248/2007-06,Porto Seguro,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000248/2007-06,2925303,Arquivado,10/4/2007,STN
17944.001047/2007-18,Fortaleza,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1650000,17944.001047/2007-18,2304400,Arquivado,10/4/2007,STN
17944.001888/2006-44,Itaiçaba,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,171600,17944.001888/2006-44,2306207,Arquivado,10/4/2007,STN
17944.001103/2007-14,São João do Rio do Peixe,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,368500,17944.001103/2007-14,2500700,Arquivado,10/4/2007,STN
17944.001859/2006-82,Várzea,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,165000,17944.001859/2006-82,2517100,Arquivado,10/4/2007,STN
17944.000040/2007-89,Caruaru,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000040/2007-89,2604106,Deferido,9/28/2007,STN
17944.000866/2007-48,Olinda,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000866/2007-48,2609600,Deferido,9/28/2007,STN
17944.000758/2007-75,Currais Novos,RN,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000,17944.000758/2007-75,2403103,Deferido,9/24/2007,STN
17944.000056/2007-91,Nova Olinda,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,495000,17944.000056/2007-91,2309201,Deferido,9/21/2007,STN
17944.000467/2007-87,Aracaju,SE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000467/2007-87,2800308,Deferido,9/21/2007,STN
17944.001306/2007-19,Correntina,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,810000,17944.001306/2007-19,2909307,Deferido,9/17/2007,STN
17944.001269/2007-31,Mata de São João,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,820000,17944.001269/2007-31,2921005,Deferido,9/10/2007,STN
17944.001268/2007-96,Poções,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000,17944.001268/2007-96,2925105,Deferido,9/10/2007,STN
17944.000098/2007-22,Assaré,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,528000,17944.000098/2007-22,2301604,Deferido,9/5/2007,STN
17944.000047/2007-09,Patos,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1320000,17944.000047/2007-09,2510808,Deferido,8/24/2007,STN
17944.002018/2006-92,Carnaíba,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,198000,17944.002018/2006-92,2603900,Arquivado,8/16/2007,STN
17944.000895/2007-18,Caatiba,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,501600,17944.000895/2007-18,2904803,Deferido,8/15/2007,STN
17944.000453/2007-63,Camaçari,BA,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,18792900,17944.000453/2007-63,2905701,Arquivado,8/15/2007,STN
17944.000182/2007-46,Parnaíba,PI,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000182/2007-46,2207702,Arquivado,8/15/2007,STN
17944.002000/2006-91,Luís Eduardo Magalhães,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000,17944.002000/2006-91,2919553,Deferido,8/14/2007,STN
17944.000728/2007-69,Valença,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6120000,17944.000728/2007-69,2932903,Arquivado,8/14/2007,STN
17944.000824/2007-15,Potengi,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,155000,17944.000824/2007-15,2311207,Arquivado,8/14/2007,STN
19407.000008/2006-25,Bahia,BA,Estado,Operação Contratual Externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Banco Internacional para Reconstrução e Desenvolvimento,Dólar dos EUA,100000000,19407.000008/2006-25,29,Encaminhado à PGFN com manifestação técnica favorável,8/8/2007,STN
17944.000670/2007-53,Brejolândia,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,380000,17944.000670/2007-53,2904407,Arquivado,8/3/2007,STN
17944.000113/2007-32,Piraí do Norte,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,231000,17944.000113/2007-32,2924678,Arquivado,8/3/2007,STN
17944.000026/2007-85,Belo Jardim,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,594000,17944.000026/2007-85,2601706,Arquivado,8/3/2007,STN
10951.000674/0094-08,Rio Grande do Norte,RN,Estado,Operação Contratual Externa (com garantia da União),Saneamento básico,Instituição Financeira Internacional,Kreditanstalt für Wiederaufbau,Euro,11123437,10951.000674/0094-08,24,Arquivado,7/31/2007,STN
17944.002006/2006-68,João Pessoa,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.002006/2006-68,2507507,Deferido,7/26/2007,STN
17944.000614/2007-19,Rio Grande do Norte,RN,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,180980952,17944.000614/2007-19,24,Deferido,7/26/2007,STN
17944.002077/2006-61,Santa Luzia,MA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,708180,17944.002077/2006-61,2110005,Deferido,7/24/2007,STN
17944.000207/2007-10,Santo Antônio de Jesus,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1320000,17944.000207/2007-10,2928703,Arquivado,7/23/2007,STN
17944.000048/2007-45,São Vicente Ferrer,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,211200,17944.000048/2007-45,2613800,Arquivado,7/23/2007,STN
17944.000677/2007-75,Pernambuco,PE,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,124436417,17944.000677/2007-75,26,Deferido,7/19/2007,STN
17944.000630/2007-10,Parnamirim,RN,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,36881142,17944.000630/2007-10,2403251,Deferido,7/19/2007,STN
17944.001862/2006-04,Correntina,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,810000,17944.001862/2006-04,2909307,Arquivado,7/18/2007,STN
17944.001887/2006-08,Tacaimbó,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,297000,17944.001887/2006-08,2614709,Arquivado,7/13/2007,STN
17944.002014/2006-12,Barrocas,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.002014/2006-12,2903276,Arquivado,7/12/2007,STN
17944.000041/2007-23,Brejo do Cruz,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000,17944.000041/2007-23,2502805,Arquivado,7/12/2007,STN
17944.001817/2006-41,Trindade,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000,17944.001817/2006-41,2615607,Deferido,7/12/2007,STN
17944.000020/2007-16,Floriano,PI,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,757343,17944.000020/2007-16,2203909,Deferido,7/11/2007,STN
17944.001894/2006-00,Cândido Sales,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,823000,17944.001894/2006-00,2906709,Deferido,7/9/2007,STN
17944.000672/2007-42,Ubaitaba,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,462000,17944.000672/2007-42,2932200,Deferido,7/9/2007,STN
17944.000028/2007-74,Aracatu,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,396000,17944.000028/2007-74,2902005,Deferido,7/5/2007,STN
17944.001812/2006-19,Pereiro,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,264000,17944.001812/2006-19,2310803,Deferido,6/28/2007,STN
17944.000544/2007-07,Recife,PE,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,61955000,17944.000544/2007-07,2611606,Deferido,6/28/2007,STN
17944.000633/2007-45,Natal,RN,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,72009172,17944.000633/2007-45,2408102,Deferido,6/28/2007,STN
17944.001858/2006-38,Picos,PI,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,3000000,17944.001858/2006-38,2208007,Deferido,6/26/2007,STN
17944.001092/2006-91,Mossoró,RN,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6625293,17944.001092/2006-91,2408003,Arquivado,6/25/2007,STN
17944.002061/2006-58,Caetité,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000,17944.002061/2006-58,2905206,Deferido,6/22/2007,STN
17944.000454/2007-16,Pernambuco,PE,Estado,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,64333779,17944.000454/2007-16,26,Deferido,6/21/2007,STN
17944.000030/2007-43,Cabrobó,PE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,462000,17944.000030/2007-43,2603009,Deferido,6/20/2007,STN
17944.000450/2007-20,Recife,PE,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,32490000,17944.000450/2007-20,2611606,Deferido,6/13/2007,STN
17944.000029/2007-19,Barreiras,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000029/2007-19,2903201,Arquivado,6/1/2007,STN
17944.002045/2006-65,Feira de Santana,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,1320000,17944.002045/2006-65,2910800,Arquivado,5/30/2007,STN
19407.000037/2006-97,Santo Antônio de Jesus,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3000000,19407.000037/2006-97,2928703,Arquivado,5/29/2007,STN
17944.000046/2007-56,Arapiraca,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1750000,17944.000046/2007-56,2700300,Arquivado,5/28/2007,STN
17944.000079/2007-04,Santa Luzia,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,528000,17944.000079/2007-04,2513406,Arquivado,5/28/2007,STN
17944.000077/2007-15,São José do Brejo do Cruz,PB,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,198000,17944.000077/2007-15,2514651,Arquivado,5/28/2007,STN
17944.001890/2006-13,Paramirim,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,396000,17944.001890/2006-13,2923605,Deferido,5/11/2007,STN
17944.001885/2006-19,Carinhanha,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,823000,17944.001885/2006-19,2907103,Indeferido,5/10/2007,STN
17944.001903/2006-54,Nova Viçosa,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,660000,17944.001903/2006-54,2923001,Deferido,4/27/2007,STN
17944.001881/2006-22,Caculé,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,275880,17944.001881/2006-22,2905008,Deferido,4/13/2007,STN
17944.002043/2006-76,Ibateguara,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,825000,17944.002043/2006-76,2703007,Arquivado,4/10/2007,STN
17944.002038/2006-63,São Sebastião,AL,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,538000,17944.002038/2006-63,2708808,Arquivado,4/10/2007,STN
19407.000031/2006-10,Valença,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6120000,19407.000031/2006-10,2932903,Arquivado,4/10/2007,STN
17944.002037/2006-19,Aracoiaba,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,297000,17944.002037/2006-19,2301208,Arquivado,4/10/2007,STN
17944.001847/2006-58,Pindaré-Mirim,MA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,421296,17944.001847/2006-58,2108504,Arquivado,4/10/2007,STN
17944.001405/2006-10,Rio do Pires,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001405/2006-10,2926905,Arquivado,4/9/2007,STN
17944.001897/2006-35,Teixeira de Freitas,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1890000,17944.001897/2006-35,2931350,Deferido,4/9/2007,STN
17944.002095/2006-42,Lauro de Freitas,BA,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5926778,17944.002095/2006-42,2919207,Deferido,3/28/2007,STN
19407.000034/2006-53,Lauro de Freitas,BA,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,2620622,19407.000034/2006-53,2919207,Deferido,3/28/2007,STN
17944.001850/2006-71,Santo Estêvão,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,330000,17944.001850/2006-71,2928802,Deferido,3/27/2007,STN
19407.000055/2006-79,São Gonçalo do Amarante,RN,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10551509,19407.000055/2006-79,2412005,Indeferido,3/20/2007,STN
17944.001898/2006-80,Palmas de Monte Alto,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,198000,17944.001898/2006-80,2923407,Deferido,3/12/2007,STN
17944.000045/2007-10,Maracanaú,CE,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1966000,17944.000045/2007-10,2307650,Deferido,3/6/2007,STN
17944.000081/2007-75,São Luís,MA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000081/2007-75,2111300,Deferido,2/28/2007,STN
17944.001831/2006-45,Riachão do Jacuípe,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,528000,17944.001831/2006-45,2926301,Deferido,2/13/2007,STN
17944.002074/2006-27,Riachão do Jacuípe,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.002074/2006-27,2926301,Deferido,2/13/2007,STN
17944.000024/2007-96,Alagoinhas,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000,17944.000024/2007-96,2900702,Deferido,1/26/2007,STN
17944.002013/2006-60,Pindobaçu,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.002013/2006-60,2924603,Deferido,12/28/2006,STN
19407.000001/2006-11,Piauí,PI,Estado,Operação Contratual Externa (com garantia da União),Infraestrutura,Instituição Financeira Internacional,Banco Internacional para Reconstrução e Desenvolvimento,Dólar dos EUA,22500000,19407.000001/2006-11,22,Encaminhado à PGFN com manifestação técnica favorável,12/22/2006,STN
19407.000042/2006-08,Piauí,PI,Estado,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,21170000,19407.000042/2006-08,22,Deferido,12/8/2006,STN
17944.001832/2006-90,Caturama,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001832/2006-90,2907558,Deferido,12/5/2006,STN
17944.001656/2006-96,Governador Mangabeira,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000,17944.001656/2006-96,2911600,Deferido,11/20/2006,STN
