UF,Sigla Partido,Cargo,Nome candidato,Valor despesa,Tipo despesa,Fonte recurso,EspÈcie recurso,DescriÁao da despesa
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,170.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,510.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,400.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,300.00,Publicidade por jornais e revistas,Outros Recursos nao descritos,Cheque,PUBLICIDADE DE CAMPANHA NO JORNAL NOTÕCIA DO POVO
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,2721.15,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"G NEROS ALIMENTICIOS, CONF. NF 004, PARA ELABORA«√O DE REFEI«’ES FORNECIDAS AOS PRESTADORES DE SERVI«OS DE DIVULGA«√O. VALORES PRATICADOS PELO DOADOR                                                                                                          "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,3335.40,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"G NEROS ALIMENTICIOS, CONF.NF 005, PARA ELABORA«√O DE REFEI«’ES FORNECIDAS AOS PRESTADORES DE SERVI«OS DE DIVULGA«√O. VALORES PRATICADOS PELO DOADOR                                                                                                           "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,2880.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"200.000 SANTINHOS DO CANDIDATO EM DOBRADA COM PAULINHO DO GUINCHO 1589, CONF. NF 392.                                                                                                                                                                          "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,350.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"10 BOTIJ’ES DE G¡S, CONF.NF757, UTILIZADOS NA ELABORA«√O DE REFEI«’ES PARA OS PRESTADORES DE SERVI«OS. VR UNIT¡RIO R$ 35,00                                                                                                                                    "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1500.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESS√O DE USO DO AUTO PRISMA PLACA DUK 8745, FLEX, NO PERIODO DE 01/08 A 02/10/2010.                                                                                                                                                                           "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1650.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,CESS√O DE USO DE 11 CONJUNTOS DE SONS INSTALADOS EM VEÕCULOS. VALORES ESTIMADOS PELO DOADOR
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,4379.50,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESS√O DE USO DO AUTO PALIO ADVENTURE PLACA DEZ 8604, GASOLINA, NO PERIODO DE 04/08 A 03/10/2010. VALOR M…DIO DAS LOCADORAS AVIS LOCAALPHA, BUDDGET E HERTZ                                                                                                    "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1850.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"CESS√O DE USO DE DUAS SALAS DO CONJUNTO 1002 DA AV. IPIRANGA, 318 B, CENTRO NO PERIODO DE 04/08 A 02/10/2010                                                                                                                                                   "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,2158.27,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,PRODU«√O DE PROGRAMA DE TELEVIS√O. VALOR FORNECIDO PELO DOADOR.
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,380.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO ITEM 5 DA N.F. 1561 DE MARKETING COM…RIO VISUAL LTDA., BANDEIRAS MEDINDO 1,40 X 0,90M.                                                                                                                                                                  "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,875.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DE 1000 PE«AS DE PLACAS PP AVEOLAR CONF NF 20 DE PS LIMA COM.ME
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,10500.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DOS INTENS 1 DA N.F.126 DE INK SIGN COM.VISUAL LTDA.ME. REFERENTE A PLACAS 3 X 1 EM DOBRADA COM A CANDIDATA DEP.FEDERAL BRUNA FURLAN 4585
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,15875.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DOS ITENS 1,3 E 4 DA N.F. 127 DE INK SIGN COM.VISUAL LTDA.ME, REFERENTES A PERFURADOS 100 X 45, CAVALETES 70 X90 E PLACAS 3 X EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585.                                                                  "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1110.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DA N.F. 37 DE MULTIPLO A SERVI«O E CONFEC«√O LTDA., REFERENTES A PLACAS 3 X 1, BANDEIRAS 1,40 X90, PERFURADOS 80 X 40 EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585                                                                           "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,10500.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO ITEM 1 DA N.F. 138 DE INK SIGN COM.VISUAL LTDA.ME, REFERENTE A PLACAS 3 X 1 EM DOBRADA COM A CANDIDATA A DEF.FEDERAL BRUNA FURLAN 4585                                                                                                                  "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,14300.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DOS ITENS 5 E 6 DA N.F. 139 DE INK SIGN COM.VISUAL LTDA.ME, REFERENTE A CAVALETES E PLACAS EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585.                                                                                                     "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1640.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DA NF 186 DE GRAFICA ZOALDO LTDA. REFERENTE A CART’ES, C…DULAS, SANTINHOS E SANT’ES EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585                                                                                                             "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,2637.50,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DOS ITENS 3,4,5 E 6 DA NF 104 DE MARCO ANTONIO FREITAS GARCIA FILHO ME, REFERENTE A PERFURADOS, CAVALETES, PAIN…IS E ADESIVAGEM DE CARROS EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585                                                       "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,380.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO ITEM 4 DA NF 1598 DE MARKETING COM.VISUAL LTDA.ME, REFERENTE A BANDEIRAS EM DOBRADA COM A CANDIDATA BRUNA FURLAN 4585                                                                                                                                   "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,300.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DO ITEM 5 DA NF 1588 DE MARKETINF COM.VISUAL LTDA.ME REFERENTE A ADESIVOS PARA PARACHOQUES EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1950.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DO ITEM 1 DA NF 986 DE MB ARTES GRAFICAS LTDA. EPP, REFERENTE A SANT’ES EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585                                                                                                                         "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,7100.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DA NF 49 DE MULTIPLOA SEV.E CONFEC.LTDA. REFERENTE A BANNERS 60 X 80 EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,525.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DO ITEM 7 DA NF 101 DE MARCO ANTONIO FREITAS GARCIA FILHO ME. REFERENTE A PERFURADOS 80 X 45 EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,4507.50,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"50% DOS ITENS 3,4,5,11,12 E 13 DA NF 26 DE MBSERV ARTES GR¡FICAS LTDA. REFERENTE A CART’ES, SANTINHOS E SANT’ES EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585                                                                                     "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,2100.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DO ITEM 5 DA NF 23 DE MBSERV ARTES GRAFICA LTDA. REFERENTE A SANTINHOS EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,4200.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DO ITEM 2 DA NF 19 DE MBSERV ARTES GRAFICA LTDA. REFERENTE A SANTINHOS EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,750.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DO ITEM 5 DA NF 105 DE MARCO ANTONIO FREITAS GARCIA ME REFERENTE A KIT POPULAR EM DOBRADA COM A CANDIDATA A DEP.FEDERAL BRUNA FURLAN 4585
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,90.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"2500 SANTINHOS CONF.NF.3374 DE R. DA M. PELUSO - ME, EM DOBRADA COM PAULO LIMA.                                                                                                                                                                                "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,3250.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE COORDENA«√O E DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,250.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,3750.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE COORDENA«√O E DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,250.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,2490.09,CombustÌveis e lubrificantes,Outros Recursos nao descritos,Cheque,"COMPRA DE 1500 LITROS DE ALCOOL AO PRE«O UNIT¡RIO DE R$ 1,66 PARA BASTECIMENTO DOS VEÕCULOS EM CAMPANHA                                                                                                                                                        "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,5490.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,"900 PLACAS 80 X 60, AO PRE«O UNIT¡RIO DE R$ 6,10, SENDO 300 S” DE BEBETO, 300 EM DOBRADA COM O CANDIDATO ELIZEU GABRIEL E 300 COM ROSIANE FARIA                                                                                                                "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,7379.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE COORDENA«√O E DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,510.00,Despesas com pessoal,Outros Recursos nao descritos,N„o informado,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,95.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,"10 PERFURADOS 60 X 33, NO VALOR UNIT¡RIO DE R$ 9,50                                                                                                                                                                                                            "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,0.70,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TAXA DE CHEQUE DEVOLVIDO
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,0.70,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TAXA DE CHEQUE DEVOLVIDO
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,0.70,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TAXA DE CHEQUE DEVOLVIDO
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,250.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,250.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,500.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1317.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,30.000 SANTINHOS EM DOBRADA COM O CANDIDATO JO√O SARACENI 1580 E 110.000 IMPRESSOS PARA DIVULGA«√O DE CAMPANHA ELEITORAL
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,15025.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,N„o informado,"CONFEC«√O DE CAVALETES, PLACAS E ADEVISOS DE PUBLICIDADE EM DOBRADA COM A CANDIDATA DEPUTADA FEDERAL ROSIANE FARIAS 4045                                                                                                                                       "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1019.65,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O E RECEP«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,0.35,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,DÈbito em conta,TAXA DE CHEQUE DEVOLVIDO
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,100.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"2500 CART’ES CONFORME NF 3753 DE R. DA M. PELUSO - ME, EM DOBRADA COM PAULO LIMA                                                                                                                                                                               "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,720.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,300.000 SANTINHOS EM DOBRADA COM O CANDIDATO ORESTES QUERCIA
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,164.00,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,"1/3 DOS INTENS 7,8, E 9 DA NF.95 DE 08/09/10 DE MARCO A. F. GARCIA FILHO ME                                                                                                                                                                                    "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,38.10,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% ITEM 1 DA NF 260 DE TRICOLOR IND. COM.LTDA.ADESIVOS LTDA.
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,98.25,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,50% DO ITEM 1 DA NF 256 DE 15/09/10 DE TRICOLOR IND.COM.ETIQ.ADESIVOS LTDA. EPP
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,833.75,Baixa de Recursos Estim·veis em Dinheiro,Outros Recursos nao descritos,Estimado,BANNER CONF.N.F.6681 DE SINCOPLASTIC IND.COM.PLASTICOS LTDA
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,20000.00,Publicidade por carros de som,Outros Recursos nao descritos,Cheque,CONTRATA«√O DE PUBLICIDADE POR CARRO DE SOM
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,5000.00,ServiÁos prestados por terceiros,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE ASSESSORIA JURIDICA
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,19900.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,TransferÍncia eletrÙnica,"CONFEC«√O DE CAVALETES, PLACAS E ADEVISOS DE PUBLICIDADE EM DOBRADA COM A CANDIDATA DEPUTADA FEDERAL ROSIANE FARIAS 4045                                                                                                                                       "
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,12500.00,"Publicidade por placas, estandartes e faixas",Outros Recursos nao descritos,Cheque,CONFEC«√O DE MATERIAIS PARA PUBLICIDADE
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,10.00,Encargos financeiros e taxas banc·rias,Outros Recursos nao descritos,TransferÍncia eletrÙnica,EMISS√O DE TED A EMPRESA BONTEMPO COMUNICA«√O VISUAL LTDA.
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1600.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,CART’ES DE VISITA BEBETO COM ROSIANE FARIAS
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,612.00,Publicidade por materiais impressos,Outros Recursos nao descritos,Cheque,CART’ES DE VISITA BEBETO
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL EM AGOSTO E SETEMBRO/2010.
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO E SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO E SETEMBRO/2010.
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,986.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO E SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1003.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO E SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,748.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO E SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO E SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSOT E SETEMBRO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,765.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,714.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1003.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,510.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL NO MES DE AGOSTO/2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
SP,PMDB,Deputado Estadual,ALBERTO FELIPPE HADDAD FILHO,1020.00,Despesas com pessoal,Outros Recursos nao descritos,Cheque,PRESTA«√O DE SERVI«OS DE DIVULGA«√O NA CAMPANHA ELEITORAL DE AGOSTO A SETEMBRO2010
