REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,Pauta,STATUS,DATA DE ENTREGA,OBSERVA«√O,
NORTE,PAR¡,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,3675,353142,47,Entrega realizada,5/22/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,4450,353145,47,Entrega realizada,5/23/2021,,
NORTE,ROND‘NIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,1050,353146,47,Entrega realizada,5/25/2021,,
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,4450,353147,47,Entrega realizada,5/23/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,12900,353148,47,Entrega realizada,5/24/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,6000,353135,47,Entrega realizada,5/24/2021,,
NORTE,AMAP¡,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,18000,353136,47,Entrega realizada,5/25/2021,,
NORDESTE,BAHIA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,39230,353137,47,Entrega realizada,5/22/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,44810,353141,47,Entrega realizada,5/24/2021,,
NORTE,PAR¡,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,14550,353142,47,Entrega realizada,5/22/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,16800,353145,47,Entrega realizada,5/23/2021,,
NORTE,ROND‘NIA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,6100,353146,47,Entrega realizada,5/25/2021,,
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,4200,353147,47,Entrega realizada,5/23/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,22879,353148,47,Entrega realizada,5/24/2021,,
NORTE,AMAP¡,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,375,353136,47,Entrega realizada,5/25/2021,,
NORDESTE,BAHIA,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,375,353137,47,Entrega realizada,5/22/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,400,353145,47,Entrega realizada,5/23/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,2475,353148,47,Entrega realizada,5/24/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,3500,353135,47,Entrega realizada,5/24/2021,,
NORTE,AMAP¡,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,1250,353136,47,Entrega realizada,5/25/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,18550,353141,47,Entrega realizada,5/24/2021,,
NORTE,PAR¡,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,3300,353142,47,Entrega realizada,5/22/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,3200,353145,47,Entrega realizada,5/23/2021,,
NORTE,ROND‘NIA,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,3349,353146,47,Entrega realizada,5/25/2021,,
NORTE,RORAIMA,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,600,353147,47,Entrega realizada,5/23/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,5700,353148,47,Entrega realizada,5/24/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1500,353145,47,Entrega realizada,5/23/2021,,
-,MINIST…RIO DA DEFESA,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,7500,353227,-,Entrega realizada,5/24/2021,,
-,MINIST…RIO DA DEFESA,SES,CONTRATO 85/2021 - ARP 97/2020,BLAU FARMAC UTICA S/A,"SUXAMET‘NIO, CLORETO 100 MG P” LIOF. INJET¡VEL",FRASCO,7500,353227,-,Entrega realizada,5/24/2021,,
-,MINIST…RIO DA DEFESA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,15000,353227,-,Entrega realizada,5/24/2021,,
-,MINIST…RIO DA DEFESA,SES,CONTRATO 91/2021 - ARP 130/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,10000,353227,-,Entrega realizada,5/24/2021,,
-,MINIST…RIO DA DEFESA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,7500,353227,-,Entrega realizada,5/24/2021,,
-,MINIST…RIO DA DEFESA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,25000,353227,-,Entrega realizada,5/24/2021,,
NORTE,AMAZONAS,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,5415,353232,-,Entrega realizada,5/24/2021,,
NORDESTE,CEAR¡,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,2250,353234,-,Entrega realizada,5/24/2021,,
NORDESTE,BAHIA,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,17305,353235,-,Entrega realizada,5/24/2021,,
SUDESTE,ESPÕRITO SANTO,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,40,353236,-,Entrega realizada,5/24/2021,,
CENTRO-OESTE,GOI¡S,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,880,353237,-,Entrega realizada,5/25/2021,,
NORDESTE,MARANH√O,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,45,353238,-,Entrega realizada,5/24/2021,,
SUDESTE,MINAS GERAIS,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,3815,353239,-,Entrega realizada,5/24/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,1245,353240,-,Entrega realizada,5/24/2021,,
NORTE,PAR¡,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,280,353241,-,Entrega realizada,5/24/2021,,
NORDESTE,PARAÕBA,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,2000,353242,-,Entrega realizada,5/27/2021,,
SUL,PARAN¡,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,20560,353243,-,Entrega realizada,5/22/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,5415,353244,-,Entrega realizada,5/22/2021,,
NORTE,ROND‘NIA,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,1500,353245,-,Entrega realizada,5/25/2021,,
NORTE,RORAIMA,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,290,353246,-,Entrega realizada,5/23/2021,,
SUL,SANTA CATARINA,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,3330,353247,-,Entrega realizada,5/24/2021,,
NORDESTE,SERGIPE,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,12500,353248,-,Entrega realizada,5/22/2021,,
SUDESTE,S√O PAULO,SES,REQUISI«√O ADMINISTRATIVA,UNI√O QUÕMICA FARMAC UTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,13130,353249,-,Entrega realizada,5/24/2021,,
SUL,PARAN¡,SES,CONTRATO 89/2021 - ARP 135/2020,ACCORD FARMACEUTICA LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,980,353758,48,Entrega realizada,5/27/2021,,
SUL,PARAN¡,SES,REQUISI«√O ADMINISTRATIVA,ACCORD FARMACEUTICA LTDA,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 5 mL,962,353758,48,Entrega realizada,5/27/2021,,
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1300,353834,49,Entrega realizada,5/28/2021,,
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,2300,353835,49,Entrega realizada,5/28/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,2200,353836,49,Entrega realizada,5/29/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,24200,353837,49,Entrega realizada,6/2/2021,,
NORDESTE,PIAUÕ,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1700,353838,49,Entrega realizada,5/28/2021,,
NORTE,ROND‘NIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1900,353839,49,Entrega realizada,5/29/2021,,
NORDESTE,SERGIPE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,7000,353840,49,Entrega realizada,5/28/2021,,
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,1700,353841,49,Entrega realizada,5/28/2021,,
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,2400,353842,49,Entrega realizada,5/29/2021,,
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,4500,353843,49,Entrega realizada,5/28/2021,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,INTAS PHARMACEUTICALS LTD,"CISATRAC⁄RIO, BESILATO 2 MG/ML ",AMPOLA 10 mL,2570,353859,49,Entrega realizada,5/28/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2100,353846,49,Entrega realizada,5/28/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,10500,353846,49,Entrega realizada,5/28/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",Ampola 10 mL,9200,353846,49,Entrega realizada,5/28/2021,,
NORTE,AMAP¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,1700,353847,49,Entrega realizada,5/28/2021,,
NORTE,AMAP¡,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,300,353847,49,Entrega realizada,5/28/2021,,
NORTE,AMAP¡,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,21500,353847,49,Entrega realizada,5/28/2021,,
NORDESTE,BAHIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,11100,353848,49,Entrega realizada,5/28/2021,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,24600,353848,49,Entrega realizada,5/28/2021,,
NORDESTE,BAHIA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,57300,353848,49,Entrega realizada,5/28/2021,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,7000,353848,49,Entrega realizada,5/28/2021,,
NORDESTE,CEAR¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,28800,353849,49,Entrega realizada,5/31/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,1400,353850,49,Entrega realizada,6/1/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,27400,353850,49,Entrega realizada,6/1/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,13000,353850,49,Entrega realizada,6/1/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 86/2021 - ARP 100/2020,EUROFARMA LABORATORIOS,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,32700,353851,49,Entrega realizada,6/2/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,65500,353851,49,Entrega realizada,6/2/2021,,
NORTE,PAR¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,25400,353852,49,Entrega realizada,5/28/2021,,
NORDESTE,PARAÕBA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2000,353853,49,Entrega realizada,5/29/2021,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,33500,353854,49,Entrega realizada,5/31/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,2900,353855,49,Entrega realizada,5/29/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,3100,353855,49,Entrega realizada,5/29/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,800,353855,49,Entrega realizada,5/29/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,25600,353855,49,Entrega realizada,5/29/2021,,
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,4000,353856,49,Entrega realizada,5/29/2021,,
NORTE,RORAIMA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,2100,353856,49,Entrega realizada,5/29/2021,,
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,5400,353856,49,Entrega realizada,5/29/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,8100,353857,49,Entrega realizada,5/31/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,15400,353857,49,Entrega realizada,5/31/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,2850,353857,49,Entrega realizada,5/31/2021,,
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,13000,353857,49,Entrega realizada,5/31/2021,,
NORDESTE,ALAGOAS,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4500,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
NORTE,AMAP¡,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",4000,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",3300,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
NORTE,ROND‘NIA,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2400,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",14500,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",62800,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
NORDESTE,PARAÕBA,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",5200,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",800,Pauta laboratÛrio,50,Entrega realizada,5/29/2021,,
SUL,PARAN¡,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",8300,Pauta laboratÛrio,50,Entrega realizada,5/28/2021,,
