REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;FORNECEDOR;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;OBSERVAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;DOAÇÃO PORTUGAL;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ATROPINA, SULFATO 1 MG/ML;AMPOLA 1 mL;1.200;357499;56;Entrega realizada;28/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;DOAÇÃO PORTUGAL;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ATROPINA, SULFATO 1 MG/ML;AMPOLA 1 mL;200;357500;56;Entrega realizada;30/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;DOAÇÃO PORTUGAL;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ATROPINA, SULFATO 1 MG/ML;AMPOLA 1 mL;100;357501;56;Entrega realizada;02/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;DOAÇÃO PORTUGAL;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ATROPINA, SULFATO 1 MG/ML;AMPOLA 1 mL;550;357502;56;Entrega realizada;30/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;2.400;357497;56;Entrega realizada;30/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;2.450;357498;56;Entrega realizada;28/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;6.850;357500;56;Entrega realizada;30/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.300;357501;56;Entrega realizada;02/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;1.850;357498;56;Entrega realizada;28/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;750;357501;56;Entrega realizada;02/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;13.240;357497;56;Entrega realizada;30/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;880;357498;56;Entrega realizada;28/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;FRASCO-AMPOLA 20 mL;8.530;357500;56;Entrega realizada;30/06/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;325;358357;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;450;358357;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;3.520;358403;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 86/2021 - ARP 100/2020;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;930;358403;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;8.050;358403;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;9.000;358403;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;DOAÇÃO PORTUGAL;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ATROPINA, SULFATO 1 MG/ML;AMPOLA 1 mL;50;358403;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;3.150;358359;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;2.750;358359;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 78/2021 - ARP 134/2020;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;6.160;358359;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;2.800;358409;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPÁ;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;22.000;358409;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;5.100;358360;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;16.025;358361;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;17.850;358361;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 78/2021 - ARP 134/2020 ;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;8.090;358361;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 85/2021 - ARP 97/2020;BLAU FARMACEUTICA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;920;358411;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 86/2021 - ARP 100/2020;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;4.550;358411;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 80/2021 - ARP 131/2020;BLAU FARMACEUTICA ;ETOMIDATO 2 MG/ML;AMPOLA 10 ML;3.300;358411;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;9.700;358411;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.000;358362;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;3.875;358363;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;6.450;358363;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;39.000;358412;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;750;358412;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;1.450;358364;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;2.850;358365;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;7.100;358413;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;46.000;358366;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;39.100;358366;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;78.960;358414;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;DOAÇÃO PORTUGAL;MINISTÉRIO DAS RELAÇÕES EXTERIORES;ATROPINA, SULFATO 1 MG/ML;AMPOLA 1 mL;1.450;358414;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;14.150;358367;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;2.450;358368;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;CONTRATO 78/2021 - ARP 134/2020 ;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;4.680;358368;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;26.000;358415;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;5.200;358369;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;7.775;358369;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;115.600;358416;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;2.275;358370;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;3.900;358370;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;5.700;358371;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;5.750;358371;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;12.000;358417;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 2,5 mL;41.500;358372;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;91.900;358418;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;1.250;358419;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE RENAUDIN;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;2.550;358419;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;6.900;358373;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO 86/2021 - ARP 100/2020;EUROFARMA LABORATORIOS;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.050;358421;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;11.300;358421;57;Entrega realizada;08/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;200;358374;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 78/2021 - ARP 134/2020 ;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.170;358374;57;Entrega realizada;09/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;810;358422;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 85/2021 - ARP 97/2020;BLAU FARMACEUTICA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;60;358422;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 81/2021 - ARP 139/2020;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.600;358422;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE;LABORATOIRE AGUETTANT;NOREPINEFRINA, HEMITARTARATO 2 MG/ML;AMPOLA 4 mL;4.850;358422;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 90/2021 - ARP 132/2020;LABORATORIO TEUTO;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;9.500;358422;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;CONTRATO 88/2021 - ARP 101/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;MORFINA, SULFATO 10 MG/ML;AMPOLA 1 mL;150;358422;57;Entrega realizada;07/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;CONTRATO 91/2021 - ARP 130/2020;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;ATRACÚRIO, BESILATO 10 MG/ML;AMPOLA 5 mL;1.850;358375;57;Entrega realizada;06/07/2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
