E/S,CONTA,SUB-CONTA,CLIENTE/FORNECEDOR,DOCUMENTO,OBSERVAÇÃO,VALOR,VENCIMENTO,PAGAMENTO,STATUS,VALOR PAGO
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2340 Material para reprodução animal,Alvorada,NF 2229,Parcela 1/3,1351.00,5/12/2021,5/12/2021,PAGO,1351.00
SAÍDA,2500 Cultura de Sorgo,2520 Transporte e operações mecanizadas,Forsulsilgem,-,Entrada,26750.00,5/12/2021,5/12/2021,PAGO,26750.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Bahia Leilões,Lotes J006,Parcela 1/4,19800.00,5/12/2021,5/12/2021,PAGO,19800.00
SAÍDA,3200 Serviços Prestados,3255 Mão de obra avulsa,João Victor Pereira da Silva,-,Mês Serra Formosa,2000.00,5/12/2021,5/12/2021,PAGO,2000.00
SAÍDA,2700 Aquisição de Animais,2735 Transporte e operações mecanizadas,Transportadora Borba,-,12 Fretes,11400.00,5/11/2021,5/11/2021,PAGO,11400.00
SAÍDA,3200 Serviços Prestados,3240 Segurança,Costa,-,-,3000.00,5/11/2021,5/11/2021,PAGO,3000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 14393,Única,12288.00,5/11/2021,5/11/2021,PAGO,12288.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Compre Bem - Odagir Schnorr,NF 2794,Parcela 4/4,431.01,5/11/2021,5/11/2021,PAGO,431.01
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Castelo Materiais para Construção,NF 45873,Parcela 2/4,2342.20,5/11/2021,5/11/2021,PAGO,2342.20
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,Jumento Leilão 11/04/21,Parcela 2/25,660.00,5/11/2021,5/11/2021,PAGO,660.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Adão Madeiras,Pedido 33078,Parcela 3/3,9083.33,5/11/2021,5/11/2021,PAGO,9083.33
SAÍDA,2100 Comerciais,2110 Comissões,Programa Leilões,Lote B20,Única,5160.00,5/11/2021,5/11/2021,PAGO,5160.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 75/sc,36048.00,5/11/2021,5/11/2021,PAGO,36048.00
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,-,Vista Formosa - 47 Cabeças,183.77,5/11/2021,5/11/2021,PAGO,183.77
SAÍDA,3400 Impostos e Taxas,3440 GTA,-,-,Serra Formosa - 281 Cabeças,1098.71,5/11/2021,5/11/2021,PAGO,1098.71
SAÍDA,3500 Despesas Patrimoniais,3510 Compra de Imobilizado,Marcio Gugelmin,-,Documentos ainda pendentes,30000.00,5/11/2021,5/12/2021,PAGO,30000.00
SAÍDA,2100 Comerciais,2110 Comissões,LF Leilões,Lote 65,-,9548.00,5/10/2021,5/10/2021,PAGO,9548.00
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,Marcelo Gilberti Vuolo,-,-,2200.00,5/10/2021,5/10/2021,PAGO,2200.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,6350.00,5/10/2021,5/10/2021,PAGO,6350.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,2000.00,5/10/2021,5/10/2021,PAGO,2000.00
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,José Wilson,-,-,1150.00,5/10/2021,5/10/2021,PAGO,1200.00
SAÍDA,2400 Suplementação,2415 Transporte e operações mecanizadas,Valdameri e Valdameri,-,"8 Fretes Milho, 2 Caroço e 2 Casquinha de soja",24000.00,5/10/2021,5/10/2021,PAGO,24000.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 0049,Parcela 10/23,230.00,5/10/2021,5/10/2021,PAGO,230.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,"NF's 97043, 44 e 58",Parcela 2/4,1002.70,5/10/2021,5/10/2021,PAGO,1002.70
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Nathalia Assunção dos Santos ME,NF 12714,Parcela 2/2,850.00,5/10/2021,5/10/2021,PAGO,850.00
SAÍDA,2000 Administrativas,2020 Internet / TV,SKY,-,-,493.70,5/10/2021,5/10/2021,PAGO,493.70
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,Reembolso Viagem Mario 07/01 até 29/04,2888.44,5/10/2021,5/10/2021,PAGO,2888.44
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Elias Antônio Saab,-,Bebedouros Confinamento Serra Formosa,10000.00,5/10/2021,5/10/2021,PAGO,10000.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Rosin Transportes,NF 191,2 Frete entre fazendas,3200.00,5/10/2021,5/10/2021,PAGO,3200.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Reiquilha Castequine G Lopes,-,Colheita Serra Formosa Caminhão KAU 2263,2000.00,5/10/2021,5/10/2021,PAGO,2000.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Domingos Gabriel (Estrela Chave Agro),"Lotes 17, M034 e M035",Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,236630.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Vânia Sambugari Milani,Lote 19,Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,48960.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,José Maurício Carvalho Alves,Lote M039,Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,27625.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Douglas Mendonça,Lote 16,Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,24820.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Marco Túlio Pieres,Lote 21,Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,30970.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Fernando Aguiar,"Lotes 02, 03, 04 e M031",Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,256240.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Cleomicio Pereira do Val,Lote 10,Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,31070.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Pedro Muffato,"Lotes 13, 15, 23 e 30",Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,177348.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Osmar Antunes de Oliveira,Lotes 22 e 24,Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,92550.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Marcelo Benedito Maluf,"Lotes 07, 27 e 29",Parcela 1/4,,5/10/2021,5/10/2021,RECEBIDO,119275.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,-,37968.00,5/7/2021,5/7/2021,PAGO,37968.00
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Vista Formosa,342.74,5/7/2021,5/7/2021,PAGO,342.74
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Serra Formosa,1189.36,5/7/2021,5/7/2021,PAGO,1189.36
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Formosa,900.76,5/7/2021,5/7/2021,PAGO,900.76
SAÍDA,3200 Serviços Prestados,3299 Diversos,Mario Coimbra / Hilux,-,Parcela 41/48,2143.33,5/7/2021,5/7/2021,PAGO,2143.33
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Agnaldo Rodrigues Soares ME,-,Conserto gerador,447.00,5/7/2021,5/7/2021,PAGO,447.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Nogueira Leilões,"Lotes 70, 71, 74 ",-,3868.90,5/7/2021,5/7/2021,PAGO,3868.90
SAÍDA,3100 Pessoal e Encargos Sociais,3105 Folha de Pagamento,Funcionários,-,14 Funcionários,25523.74,5/6/2021,5/6/2021,PAGO,25523.74
SAÍDA,2100 Comerciais,2110 Comissões,Estância Bahia Leilões,Lote W006,-,6378.40,5/6/2021,5/6/2021,PAGO,6378.40
SAÍDA,2500 Cultura de Sorgo,2525 Serviços terceirizados,Ariel Rubio Mota,Caminhão NBH 7C60,6 Diárias de colheita Serra Formosa,3000.00,5/6/2021,5/6/2021,PAGO,3000.00
SAÍDA,2700 Aquisição de Animais,2705 Compra de animais cria,Programa Leilões,Lote B20,Única,43000.00,5/6/2021,5/6/2021,PAGO,43011.05
SAÍDA,2500 Cultura de Sorgo,2525 Serviços terceirizados,Sergio Ricardo R Assunção,Caminhão HBZ 1666,5 Diárias de colheita Serra Formosa,2500.00,5/6/2021,5/6/2021,PAGO,2500.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Valdeci Gibin,-,Cochos Semi Confinamento Serra Formosa,5000.00,5/5/2021,5/5/2021,PAGO,5000.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões,Lote 0013,Única (3 TED's),50000.00,5/5/2021,5/5/2021,PAGO,50000.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões,Lote 0013,Única (3 TED's),50000.00,5/5/2021,5/5/2021,PAGO,50000.00
SAÍDA,2700 Aquisição de Animais,2710 Compra de animais para recria,Estância Nogueira Leilões,Lote 0013,Única (3 TED's),45800.00,5/5/2021,5/6/2021,PAGO,45800.00
SAÍDA,2100 Comerciais,2110 Comissões,Estância Nogueira Leilões,Lote 0013,-,5103.00,5/5/2021,5/6/2021,PAGO,5114.05
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 30226,Única,1160.00,5/5/2021,5/5/2021,PAGO,1160.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Compre Bem - Odagir Schnorr,-,Parcela 4/4,762.44,5/5/2021,5/5/2021,PAGO,762.44
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF 45399,Parcela 2/3,10350.00,5/5/2021,5/5/2021,PAGO,10350.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Agropecuária Maripa,"Lotes 39, 12, 21 e 15",Parcela 7/22,1170.00,5/5/2021,5/5/2021,PAGO,1170.00
SAÍDA,3100 Pessoal e Encargos Sociais,3125 Vale-Refeição,Funcionários,-,Sodexo,3000.00,5/5/2021,5/5/2021,PAGO,3000.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 72/sc,41064.00,5/4/2021,5/4/2021,PAGO,41064.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 28728,Parcela 3/3,137.05,5/4/2021,5/4/2021,PAGO,137.05
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 29949,Parcela 1/3,374.78,5/3/2021,5/4/2021,PAGO,384.52
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 29296,Parcela 2/3,688.94,5/3/2021,5/4/2021,PAGO,706.85
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 96261 e 268,Parcela 3/4,1234.50,5/3/2021,5/4/2021,PAGO,1265.37
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,JK Materiais de Construção,NF's 95648 e 666,Parcela 2/3,1702.37,5/3/2021,5/4/2021,PAGO,1739.24
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 14431,Única,12288.00,5/3/2021,5/4/2021,PAGO,12557.52
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 14535,Única,12225.00,5/3/2021,5/4/2021,PAGO,12493.13
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 18917,Parcela 2/3,26376.03,5/3/2021,5/10/2021,PAGO,26376.03
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2335 Medicamento em Geral,Alvorada,NF 295688,Parcela 7/10,11497.00,4/28/2021,5/10/2021,PAGO,11497.00
SAÍDA,2500 Cultura de Sorgo,2510 Adubo e fertilizantes,Alvorada,NF 2513,Parcela 1/5,6720.00,4/28/2021,5/10/2021,PAGO,6720.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Programa Leilões (18/04/21),Lote 37,Parcela 1/3,,4/18/2021,4/18/2021,RECEBIDO,29124.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Programa Leilões (18/04/21),Lote 38,Parcela 1/3,,4/18/2021,4/18/2021,RECEBIDO,22100.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Programa Leilões (18/04/21),Lote 39,Parcela 1/3,,4/18/2021,4/18/2021,RECEBIDO,39600.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Programa Leilões (18/04/21),Lote 42,Parcela 1/3,,4/18/2021,4/18/2021,RECEBIDO,22500.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Programa Leilões (18/04/21),Lote 43,Parcela 1/3,,4/18/2021,4/18/2021,RECEBIDO,15410.00
ENTRADA,1000 Recebido de Clientes por Nelore,1010 Transferência,Programa Leilões (18/04/21),Lote X39,Parcela 1/3,,4/18/2021,4/18/2021,RECEBIDO,22000.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Nelson Antônio dos Santos,Lote 37 - Programa Leilões,Parcela 1/3,,4/18/2021,4/19/2021,RECEBIDO,29124.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Nelson Antônio dos Santos,Lote 38 - Programa Leilões,Parcela 1/3,,4/18/2021,4/19/2021,RECEBIDO,22100.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Valton Marques de Barros Junior,Lote 39 - Programa Leilões,Parcela 1/3,,4/18/2021,4/19/2021,RECEBIDO,61600.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Aldo Rezenda Telles,Lote 41 - Programa Leilões,Única,,4/18/2021,4/19/2021,RECEBIDO,68460.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Rodrigo Silis Dias,Lote 42 - Programa Leilões,Parcela 1/3,,4/18/2021,4/19/2021,RECEBIDO,22500.00
ENTRADA,1200 Recebido de Clientes por Gado sem Raça,1010 Transferência,Rodrigo Silis Dias,Lote 43 - Programa Leilões,Parcela 1/3,,4/18/2021,4/19/2021,RECEBIDO,15410.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ricardo Borges de Castro Cunha,Lote 04 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,69225.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ricardo Borges de Castro Cunha,Lote 06 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,72100.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ricardo Borges de Castro Cunha,Lote 08 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,61800.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Maria Rita Rodrigues da Cunha,Lote 07 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,72100.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Maria Rita Rodrigues da Cunha,Lote 09 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,59150.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Maria Rita Rodrigues da Cunha,Lote 10 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,27225.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 11 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,58250.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 13 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,116600.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 17 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,56100.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 18 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,58900.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Agropecuária Vista Alegre Ltda,Lote 25 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,185850.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Ely Roberto Pinto,Lote 20 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,60060.00
ENTRADA,1100 Recebido de Clientes por Angus,1110 Transferência,Bruno de Souza Machado Ferreira,Lote 21 - EBL,Parcela 4/4,,2/23/2021,2/23/2021,RECEBIDO,54000.00
SAÍDA,2000 Administrativas,2020 Internet / TV,Hughesnet,-,Vista Formosa,259.92,2/17/2021,2/17/2021,PAGO,259.92
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 18497,Parcela 2/3,18797.39,2/17/2021,2/17/2021,PAGO,18797.39
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 18510,Parcela 2/3,13142.05,2/17/2021,2/17/2021,PAGO,13142.05
SAÍDA,2400 Suplementação,2405 Suplementação Mineral,Real H - Núcleo de Engorda,NF 18493,Parcela 2/3,10147.42,2/17/2021,2/17/2021,PAGO,10147.42
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Lodi recapagem,NF 2020565,Parcela 2/2,2675.00,2/17/2021,2/17/2021,PAGO,2675.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 28382,Parcela 1/3,353.28,2/17/2021,2/17/2021,PAGO,353.28
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Canova,NF 28526,Única,59.80,2/17/2021,2/17/2021,PAGO,59.80
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,José Marcelo Sanches,-,Área nova Formosa,12000.00,2/17/2021,2/17/2021,PAGO,12000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Celio Roberto Nunes da Silva,-,Obra 1 Casa -  Vista Formosa,6000.00,2/17/2021,2/17/2021,PAGO,6000.00
SAÍDA,3200 Serviços Prestados,3250 Empreiteiros / Pedreiros,Elias Antônio Saab,-,Bebedouros Confinamento Serra Formosa,12000.00,2/17/2021,2/17/2021,PAGO,12000.00
SAÍDA,2000 Administrativas,2030 Gás,Mg Matos,-,01 Gás Serra Formosa,100.00,2/13/2021,2/13/2021,PAGO,100.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Tecnoparts Tintas e Ferragens Ltda,-,260 arruelas instalação de cocho - Serra Formosa,52.00,2/12/2021,2/12/2021,PAGO,52.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,P F Vaz Santos ME Parafix,-,300 arruelas 7/16 - Serra Formosa,105.00,2/12/2021,2/12/2021,PAGO,105.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3025 Serviços terceirizados,Galeão Pneus,NF 2456,Única,134.00,2/12/2021,2/12/2021,PAGO,134.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,NF 2021037,Única,693.00,2/12/2021,2/12/2021,PAGO,693.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2910 Serviços terceirizados,Iguaçu Máquinas,NF 187168,Única,1371.14,2/12/2021,2/12/2021,PAGO,1371.14
SAÍDA,2300 Manejo Sanitário e Reprodutivo,2325 Insumos para reprodução animal,Alvorada,NF 1185,Parcela 1/3,1750.00,2/12/2021,2/12/2021,PAGO,1750.00
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Vista Formosa,54.93,2/12/2021,2/12/2021,PAGO,54.93
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Serra Formosa,1388.03,2/12/2021,2/12/2021,PAGO,1388.03
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Formosa,1321.96,2/12/2021,2/12/2021,PAGO,1321.96
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,P F Vaz Santos ME Parafix,-,300 arruelas 7/16 - Serra Formosa (Complemento),45.00,2/12/2021,2/12/2021,PAGO,45.00
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Zootec Indústria e Comércio,-,70 Barra 7/16 e 600 Porca 7/16 - Serra Formosa,726.00,2/12/2021,2/12/2021,PAGO,726.00
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 PIS 05.2020,12.13,2/12/2021,2/12/2021,PAGO,12.13
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 PIS 10.2018,120.12,2/12/2021,2/12/2021,PAGO,120.12
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 Parcelamento,507.30,2/12/2021,2/12/2021,PAGO,507.30
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 Parcelamento,503.93,2/12/2021,2/12/2021,PAGO,503.93
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 2089 Parcelamento,720.66,2/12/2021,2/12/2021,PAGO,720.66
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,Reembolso Despesas (02/12 - 12/12),1212.65,2/12/2021,2/12/2021,PAGO,1212.65
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,Reembolso Despesas (06/01 - 23/01),820.85,2/12/2021,2/12/2021,PAGO,820.85
SAÍDA,3100 Pessoal e Encargos Sociais,3150 Férias,Maria Aparecida de Jesus,-,15/02 - 08/03,1365.84,2/12/2021,2/12/2021,PAGO,1365.84
SAÍDA,3200 Serviços Prestados,3230 Assistência Administrativa,Rafael Alberto Leal de Souza,-,24/12/20 até 23/01/21,1724.00,2/12/2021,2/12/2021,PAGO,1724.00
SAÍDA,3200 Serviços Prestados,3230 Assistência Administrativa,Rafael Alberto Leal de Souza,-,Reembolso Despesas (Eletrodo Miguelão),125.00,2/12/2021,2/12/2021,PAGO,125.00
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,-,Serra Formosa,2838.45,2/12/2021,2/12/2021,PAGO,2838.45
SAÍDA,3200 Serviços Prestados,3220 Transporte e operações mecanizadas,Maria Valentina Santos Silva,-,02 Fretes de Feno,4000.00,2/12/2021,2/12/2021,PAGO,4000.00
SAÍDA,2400 Suplementação,2420 Volumosos,Maria Luciana Santos Silva Monfredinha,-,02 Cargas de Feno,2700.00,2/12/2021,2/12/2021,PAGO,2700.00
SAÍDA,2400 Suplementação,2420 Volumosos,Maria Luciana Santos Silva Monfredinha,-,02 Cargas de Feno,2700.00,2/12/2021,2/12/2021,PAGO,2700.00
SAÍDA,2400 Suplementação,2410 Concentrados,Cooperbem,NF 61152,"30,12 Ton - Caroço de Algodão - Serra Formosa",48192.00,2/11/2021,2/11/2021,PAGO,48192.00
SAÍDA,"3000 Máquinas, Equipamentos e Veículos",3005 Combustível e lubrificante,Ecodiesel,NF 11572,2 mil L - Formosa e 2 mil L - Serra Formosa,15320.00,2/11/2021,2/11/2021,PAGO,15320.00
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 PIS 05.2020,10.15,2/11/2021,2/11/2021,PAGO,10.15
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 PIS 05.2020,120.12,2/11/2021,2/11/2021,PAGO,120.12
SAÍDA,3400 Impostos e Taxas,3420 DARF,-,-,CNPJ Final 70 Parcelamento,504.95,2/11/2021,2/11/2021,PAGO,504.95
SAÍDA,3500 Despesas Patrimoniais,3505 Obras Estruturais,Compre Bem - Odagir Schnorr,NF 2794,Parcela 1/4,431.02,2/11/2021,2/11/2021,PAGO,431.02
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,José Wilson,-,-,1100.00,2/10/2021,2/10/2021,PAGO,1100.00
SAÍDA,3200 Serviços Prestados,3225 Contabilidade Externa,Marcelo Gilberti Vuolo,-,-,2200.00,2/10/2021,2/10/2021,PAGO,2200.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,6350.00,2/10/2021,2/10/2021,PAGO,6350.00
SAÍDA,3200 Serviços Prestados,3235 Assistência Técnica,Coimbra Gestão Pecuária,-,-,2000.00,2/10/2021,2/10/2021,PAGO,2000.00
SAÍDA,2700 Aquisição de Animais,2720 Compra de animais utilitários,Estância Bahia Leilões,Lote 0049,Parcela 6/23,230.00,2/10/2021,2/10/2021,PAGO,230.00
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 196963,Única,5778.31,2/10/2021,2/10/2021,PAGO,5778.31
SAÍDA,2900 Manutenção de Máquinas e Equipamentos,2905 Peças de Reposição,Iguaçu Máquinas,NF 196956,Única,2264.50,2/10/2021,2/10/2021,PAGO,2264.50
SAÍDA,3400 Impostos e Taxas,3425 IRPJ,DASN,CNPJ Final 44,Parcelamento,3736.71,2/10/2021,2/10/2021,PAGO,3736.71
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,NIRF 15856704,10.202,611.14,2/10/2021,2/10/2021,PAGO,611.14
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,NIRF 15856704,11.202,611.14,2/10/2021,2/10/2021,PAGO,611.14
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,NIRF 33780200,11.202,83.97,2/10/2021,2/10/2021,PAGO,83.97
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,NIRF 57113831,11.202,66.44,2/10/2021,2/10/2021,PAGO,66.44
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,NIRF 15856704,12.202,600.18,2/10/2021,2/10/2021,PAGO,600.18
SAÍDA,3400 Impostos e Taxas,3445 ITR,-,NIRF 33780200,12.202,82.46,2/10/2021,2/10/2021,PAGO,82.46
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Vista Formosa,54.93,2/10/2021,2/10/2021,PAGO,54.93
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Serra Formosa,1388.03,2/10/2021,2/10/2021,PAGO,1388.03
SAÍDA,3100 Pessoal e Encargos Sociais,3170 FGTS,-,-,Formosa,1321.96,2/10/2021,2/10/2021,PAGO,1321.96
SAÍDA,3100 Pessoal e Encargos Sociais,3199 Diversos,Lucian Pereira,-,Despesas de Alimentação Wesley e João,640.00,2/10/2021,2/10/2021,PAGO,640.00
SAÍDA,2400 Suplementação,2410 Concentrados,Coopergraos,-,Milho R$ 72/sc - Serra Formosa,36000.00,2/9/2021,2/9/2021,PAGO,36000.00
