REGIÃO,ESTADO,DESTINATÁRIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTAÇÃO,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RONDÔNIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RORAIMA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 85/2021 - ARP 97/2020,BLAU FARMACÊUTICA S/A,SUXAMETÔNIO,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORTE,AMAPÁ,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,BAHIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORTE,PARÁ,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORTE,RONDÔNIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAPÁ,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,BAHIA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,PARÁ,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RONDÔNIA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAPÁ,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,375.00,353136,Entrega realizada,25/05/2021
NORDESTE,BAHIA,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,375.00,353137,Entrega realizada,22/05/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,400.00,353145,Entrega realizada,23/05/2021
NORDESTE,SERGIPE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,2.48,353148,Entrega realizada,24/05/2021
NORDESTE,ALAGOAS,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,AMAPÁ,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,PARÁ,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,RONDÔNIA,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORTE,RORAIMA,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 91/2021 - ARP 130/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,PROPOFOL 10 MG/ML,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MORFINA,,,,,
NORTE,AMAZONAS,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,5.42,353232,Entrega realizada,24/05/2021
NORDESTE,CEARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,2.25,353234,Entrega realizada,24/05/2021
NORDESTE,BAHIA,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,17.31,353235,Entrega realizada,24/05/2021
SUDESTE,ESPÍRITO SANTO,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,40.00,353236,Entrega realizada,24/05/2021
CENTRO-OESTE,GOIÁS,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,880.00,353237,Entrega realizada,25/05/2021
NORDESTE,MARANHÃO,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,45.00,353238,Entrega realizada,24/05/2021
SUDESTE,MINAS GERAIS,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,3.82,353239,Entrega realizada,24/05/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,1.25,353240,Entrega realizada,24/05/2021
NORTE,PARÁ,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,280.00,353241,Entrega realizada,24/05/2021
NORDESTE,PARAÍBA,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,2.00,353242,Entrega realizada,27/05/2021
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,20.56,353243,Entrega realizada,22/05/2021
NORDESTE,RIO GRANDE DO NORTE,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,5.42,353244,Entrega realizada,22/05/2021
NORTE,RONDÔNIA,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,1.50,353245,Entrega realizada,25/05/2021
NORTE,RORAIMA,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,290.00,353246,Entrega realizada,23/05/2021
SUL,SANTA CATARINA,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,3.33,353247,Entrega realizada,24/05/2021
NORDESTE,SERGIPE,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,12.50,353248,Entrega realizada,22/05/2021
SUDESTE,SÃO PAULO,SES,REQUISIÇÃO ADMINISTRATIVA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,CLORIDRATO DE REMIFENTANILA 2 MG,-,13.13,353249,Entrega realizada,24/05/2021
SUL,PARANÁ,SES,CONTRATO 89/2021 - ARP 135/2020,ACCORD FARMACEUTICA LTDA,CISATRACÚRIO,,,,,
SUL,PARANÁ,SES,REQUISIÇÃO ADMINISTRATIVA,ACCORD FARMACEUTICA LTDA,CISATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,SERGIPE,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORTE,PARÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,AMAPÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,AMAPÁ,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,300.00,353847,Entrega realizada,28/05/2021
NORTE,AMAPÁ,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,BAHIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,BAHIA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MORFINA,,,,,
NORDESTE,CEARÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 86/2021 - ARP 100/2020,EUROFARMA LABORATORIOS,DEXMEDETOMIDINA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,PARÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,PARAÍBA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,800.00,353855,Entrega realizada,29/05/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORTE,RORAIMA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,2.85,353857,Entrega realizada,31/05/2021
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,RONDÔNIA,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,CONTRATO 88/2021 - ARP 101/2020 - ENTREGA DESCENTRALIZADA,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,PERNAMBUCO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
SUDESTE,SÃO PAULO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,PIAUÍ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,INTAS PHARMACEUTICALS LTD,CISATRACÚRIO,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,FENTANILA,,,,,
NORTE,AMAPÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
NORDESTE,BAHIA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,MIDAZOLAM 5 MG/ML,,,,,
NORDESTE,CEARÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,MORFINA,,,,,
NORDESTE,MARANHÃO,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,FENTANILA,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,DOAÇÃO ESPANHA,MINISTÉRIO DAS RELAÇÕES EXTERIORES,ATROPINA,,,,,
SUL,PARANÁ,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,DEXMEDETOMIDINA,,,,,
SUL,PARANÁ,SES,CONTRATO 80/2021 - ARP 131/2020,BLAU FARMACÊUTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,2.80,354718,Entrega realizada,04/06/2021
SUL,PARANÁ,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,MIDAZOLAM 5 MG/ML,,,,,
SUL,PARANÁ,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
SUL,PARANÁ,SES,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,AMSTELFARMA BV,DIAZEPAM 5 MG/ML,AMPOLA 2 mL,32.80,354718,Entrega realizada,04/06/2021
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,FENTANILA,,,,,
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,FENTANILA,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,FENTANILA,,,,,
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,MIDAZOLAM 5 MG/ML,,,,,
NORTE,RORAIMA,SES,DOAÇÃO ESPANHA,MINISTÉRIO DAS RELAÇÕES EXTERIORES,ATROPINA,,,,,
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,FENTANILA,,,,,
NORTE,TOCANTINS,SES,CONTRATO 90/2021 - ARP 132/2020,LABORATORIO TEUTO,FENTANILA,,,,,
NORTE,AMAPÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,PARÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,PARAÍBA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
SUL,PARANÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORTE,AMAPÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
NORDESTE,CEARÁ,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA,ATRACÚRIO,,,,,
