Inadimplencia,Valor,Motivo,Trabalho,Negados,Idade,Genero
1,20000,1,2,7,20,1
1,20000,1,2,0,70,0
1,20000,2,2,0,25,0
1,20000,1,2,5,146.5,0
1,20000,1,2,1,11,1
1,20000,1,2,1,95,0
1,20000,1,1,6,23,0
1,20000,1,3,2,20,0
1,20000,1,1,3,12,0
1,20000,1,2,1,21,1
1,20000,1,2,3,73,0
1,20000,1,2,0,274.9,1
1,20000,1,2,3,26,0
1,20000,1,3,0,17,0
1,20000,1,2,1,29,0
1,20000,2,1,6,24,0
1,20000,1,2,1,119.7,1
1,20000,2,1,4,31,0
1,20000,,3,2,23,0
1,20000,,2,0,110.6,1
0,20000,1,0,,32,0
0,20000,1,1,0,18,0
0,20000,1,2,0,39,0
0,20000,1,1,2,21,1
0,20000,1,3,0,14,1
0,20000,1,2,0,89,1
0,20000,1,2,,,0
0,20000,1,2,0,92,0
0,20000,1,1,0,32,1
0,20000,2,3,4,32,1
0,20100,2,2,0,23,0
0,20100,1,3,0,16,0
0,20100,2,1,0,25,1
0,20100,,2,,13,1
0,20100,1,2,0,22,0
0,20100,2,3,0,10,0
0,20100,1,2,0,24,0
1,20100,2,2,0,62,1
1,20100,1,2,,,0
0,20100,1,2,0,19,1
0,20100,1,2,,11,0
0,20100,2,2,0,20,0
0,20100,,2,,,1
0,20100,1,2,0,74,1
0,20100,2,1,,91,0
0,20100,1,3,0,16,0
0,20100,,1,0,20,0
0,20100,1,3,0,25,0
0,20100,1,3,0,19,0
0,20100,2,2,0,24,0
0,20200,1,2,0,21,0
0,20200,1,1,0,55,1
0,20200,2,2,0,9,0
0,20200,1,2,0,1,0
0,20200,1,2,0,39,1
0,20200,1,1,1,6,0
0,20200,1,1,0,12,0
0,20200,1,1,,18,0
0,20200,1,3,,12,0
0,20200,2,2,0,25,1
0,20200,2,2,0,,0
0,20200,1,3,2,11,1
1,20200,2,2,0,123.8,0
0,20200,1,2,0,15,0
0,20200,1,2,0,21,1
0,20200,1,1,0,12,0
0,20200,2,2,0,11,1
0,20200,1,2,0,61,1
0,20200,1,2,0,17,0
1,20200,2,2,0,10,0
0,20200,1,2,0,17,0
0,20300,2,2,3,26,1
0,20300,1,3,,13,0
0,20300,1,1,0,21,1
0,20300,1,2,0,22,1
0,20300,1,2,0,28,0
0,20300,1,2,0,21,0
0,20300,2,2,0,,1
0,20300,1,3,0,21,1
1,20300,1,3,4,32,0
0,20300,1,2,0,222,0
1,20300,1,2,0,16,1
1,20300,1,2,0,21,0
1,20300,1,2,1,17,1
0,20300,1,2,,14,0
0,20300,1,1,0,39,1
0,20400,2,2,0,19,0
0,20400,1,2,0,17,0
0,20400,1,2,0,28,1
0,20400,1,3,0,26,0
0,20400,1,2,0,18,0
0,20400,1,2,0,,1
0,20400,1,3,0,17,0
1,20400,1,2,0,17,0
0,20400,2,3,0,15,0
0,20400,1,1,1,12,0
0,20400,1,2,0,23,0
0,20400,1,2,0,18,0
0,20400,2,2,0,68,0
0,20400,1,1,0,32,0
0,20400,1,2,4,16,0
0,20400,2,3,0,14,0
0,20400,2,2,0,14,1
0,20500,1,2,0,1,0
0,20500,1,2,0,11,0
0,20500,2,1,1,11,0
1,20500,1,2,5,24,1
0,20500,1,2,0,12,0
0,20500,1,2,0,97,0
1,20500,1,2,0,24,1
0,20500,1,1,0,30,1
0,20500,1,2,0,21,1
0,20500,1,1,0,1,1
0,20500,2,0,2,11,0
0,20500,2,3,0,25,0
0,20500,1,3,0,14,0
0,20500,1,2,,15,1
0,20500,1,2,0,25,0
0,20500,1,2,0,28,0
0,20500,2,2,0,203.9,0
1,20500,1,2,3,10,0
0,20500,1,2,0,96,1
0,20500,1,2,0,8,0
0,20500,1,2,0,36,0
0,20500,,2,0,20,0
1,20500,1,2,1,10,0
1,20500,1,2,0,39,0
0,20500,,3,0,63,0
0,20600,1,2,1,11,0
0,20600,1,2,0,12,1
0,20600,1,1,0,21,0
0,20600,2,2,0,20,1
0,20600,1,1,0,90,0
0,20600,1,2,1,22,1
0,20600,2,2,1,12,0
0,20600,2,2,1,38,0
0,20600,1,3,0,106,1
0,20600,1,2,0,11,1
1,20600,1,2,0,65,1
0,20600,1,2,0,14,0
1,20600,2,2,0,,1
0,20600,1,2,,30,0
0,20600,1,2,0,18,0
0,20600,1,2,,18,1
0,20600,1,2,0,10,0
0,20600,1,3,0,97,0
0,20600,1,2,0,31,0
0,20600,1,2,0,21,1
0,20700,1,3,0,69,0
0,20700,,2,1,24,0
0,20700,1,2,0,20,1
0,20700,1,3,,,0
0,20700,1,2,0,30,0
0,20700,1,2,,,0
0,20700,2,3,0,11,1
0,20700,2,1,0,11,0
0,20700,1,2,2,22,0
0,20700,,2,0,2,0
0,20700,2,2,0,31,1
0,20700,1,3,0,21,0
0,20700,1,0,0,13,1
1,20800,1,2,2,10,0
1,20800,2,2,0,15,0
0,20800,2,3,,11,1
0,20800,2,1,0,26,0
0,20800,1,2,0,50,0
0,20800,1,2,0,17,0
0,20800,1,2,0,21,1
0,20800,1,3,0,,0
0,20800,1,2,4,16,0
0,20800,1,2,0,21,0
0,20800,1,2,0,10,0
0,20800,1,3,0,16,1
0,20800,1,2,0,31,0
0,20800,1,1,0,10,1
0,20800,,2,0,40,1
0,20800,2,2,,2,0
0,20800,2,1,0,63,0
0,20800,1,3,4,17,0
0,20800,1,2,0,41,1
0,20800,1,2,0,30,0
0,20800,1,1,0,16,0
0,20800,1,2,0,67,0
0,20800,1,2,0,3,1
0,20900,2,1,0,22,1
0,20900,1,2,0,67,0
0,20900,1,3,1,20,0
0,20900,2,2,0,52,0
0,20900,1,1,0,12,0
0,20900,1,2,0,18,0
0,20900,1,2,0,15,0
0,20900,1,1,,1,0
0,20900,2,2,0,11,1
0,20900,2,1,0,23,0
1,20900,1,2,0,45,0
0,20900,2,2,3,17,0
0,20900,1,2,0,24,1
0,20900,1,2,0,75,0
1,20900,2,2,1,10,0
1,20900,1,2,0,1,0
1,20900,1,3,0,16,0
0,20900,1,2,,17,0
0,20900,1,2,4,33,0
0,20900,1,2,0,12,0
0,20900,1,1,0,9,0
0,20900,1,2,0,9,0
0,21000,,1,0,16,0
0,21000,2,1,0,17,1
0,21000,,3,0,69,0
0,21000,1,0,0,20,1
0,21000,2,1,0,23,0
0,21000,1,2,,15,0
0,21000,1,2,0,22,0
1,21000,1,2,0,97,1
1,21000,1,2,0,48,0
1,21000,1,2,,,1
0,21000,1,2,0,12,1
0,21000,1,1,0,97,0
0,21000,1,2,0,160.9,1
0,21000,1,2,0,66,0
0,21000,2,2,0,16,0
1,21000,1,2,2,154.2,0
1,21000,2,2,7,116.7,0
1,21000,1,1,,116.9,1
1,21000,1,1,0,65,0
0,21000,1,2,0,22,0
0,21000,1,2,0,12,0
0,21000,1,2,0,22,0
1,21000,1,1,1,90,1
0,21000,2,1,0,19,1
0,21000,1,2,0,17,0
0,21000,1,2,0,20,1
0,21000,,1,0,99,0
0,21100,1,2,2,20,0
0,21100,2,2,,,0
0,21100,2,3,0,74,0
0,21100,1,1,0,28,0
1,21100,1,1,2,79,0
0,21100,,2,0,22,1
0,21100,1,2,0,62,0
0,21100,1,2,0,27,1
0,21100,1,3,0,3,0
0,21100,1,2,0,11,1
0,21200,2,2,0,19,0
0,21200,1,2,1,8,0
0,21200,2,3,1,2,0
0,21200,1,2,0,16,1
0,21200,2,1,0,2,0
0,21200,1,2,0,20,1
0,21200,1,2,2,12,1
1,21200,2,1,1,972,0
0,21200,1,2,0,22,0
0,21200,2,3,0,14,0
1,21200,1,2,0,43.6,0
0,21200,1,2,0,30,1
0,21200,2,1,0,73,0
0,21200,2,2,0,13,0
0,21200,1,2,0,19,1
0,21200,1,1,0,62,0
0,21200,1,2,0,1,0
0,21200,2,3,1,23,0
0,21300,1,2,0,19,1
0,21300,2,2,0,2,1
0,21300,1,2,0,13,0
0,21300,1,3,0,185.7,1
0,21300,2,3,5,33,1
0,21300,1,2,3,27,0
0,21300,1,3,0,16,1
0,21300,1,2,,19,1
0,21300,,2,0,29,1
0,21300,1,1,,3,0
0,21300,1,2,,,0
0,21300,1,2,,17,0
0,21300,1,0,0,16,0
0,21300,1,2,0,28,1
0,21300,2,1,0,11,0
0,21300,1,2,0,278,1
0,21300,2,2,0,20,1
0,21300,1,2,1,31,0
0,21300,1,1,0,10,0
0,21300,1,1,0,10,0
0,21300,1,2,0,31,0
0,21300,2,1,0,9,1
1,21300,1,0,0,13,1
0,21400,1,2,0,21,1
0,21400,2,2,0,18,1
0,21400,1,1,0,16,0
0,21400,1,1,0,17,1
0,21400,1,2,1,30,1
1,21400,1,1,7,1,0
1,21400,1,1,0,14,0
0,21400,1,2,0,24,0
0,21400,1,1,4,17,1
0,21400,1,3,2,2,1
0,21400,1,2,0,22,1
0,21400,1,3,,,1
0,21400,1,2,0,3,1
0,21400,1,2,0,62,0
0,21400,1,1,0,81,0
0,21400,,2,0,6,1
0,21400,1,2,0,12,0
0,21400,2,2,0,10,0
0,21400,1,2,0,31,1
0,21400,1,3,0,18,1
1,21400,2,2,5,20,1
0,21500,1,3,0,15,1
1,21500,2,1,1,12,1
0,21500,1,2,0,58,0
0,21500,1,3,0,19,0
0,21500,2,1,0,21,0
0,21500,1,2,0,31,1
0,21500,1,2,,30,0
0,21500,1,1,0,19,0
0,21500,1,2,0,22,0
0,21500,2,1,0,17,0
0,21500,1,2,0,20,1
0,21500,2,3,0,243.5,0
0,21500,1,1,0,30,0
0,21500,1,1,,10,0
0,21500,2,2,0,13,0
0,21500,1,0,,31,0
0,21500,1,1,,,0
0,21500,1,2,0,17,1
0,21500,2,2,0,12,0
0,21500,1,2,0,26,0
0,21500,,3,0,24,1
0,21500,1,2,,15,1
0,21500,1,2,0,19,0
1,21600,2,1,4,31,1
0,21600,1,2,,31,0
0,21600,1,3,1,23,1
0,21600,1,2,0,19,0
0,21600,1,2,0,35,1
0,21600,1,2,2,12,0
0,21600,1,3,2,21,0
0,21600,1,2,2,26,0
0,21600,,2,0,11,0
0,21600,1,0,0,13,0
0,21600,1,2,0,30,0
0,21600,1,2,,1,1
0,21600,2,2,,,0
0,21600,2,2,0,14,0
0,21600,1,2,0,62,0
0,21600,1,2,0,16,0
0,21600,2,2,1,30,0
1,21600,2,2,4,16,0
0,21600,2,3,1,12,0
0,21600,2,3,0,1,0
0,21600,1,2,0,20,0
0,21700,1,2,0,10,0
0,21700,1,2,0,70,1
0,21700,1,3,0,35,0
0,21700,1,1,1,61,0
0,21700,1,2,0,25,0
0,21700,1,3,,62,0
0,21700,,2,,3,0
0,21700,2,2,0,64,1
0,21700,1,1,0,29,0
0,21700,1,2,,30,0
0,21700,1,2,0,18,1
1,21700,1,3,5,24,0
0,21700,1,2,,23,0
0,21700,1,2,0,16,0
0,21700,1,3,0,15,0
0,21700,,1,0,17,0
0,21700,1,3,0,16,0
0,21700,2,2,2,19,0
0,21700,1,3,0,13,1
0,21700,1,2,0,15,0
0,21700,1,3,0,89,0
0,21700,1,2,0,16,0
0,21700,2,2,0,11,1
0,21700,1,1,0,3,1
1,21700,1,2,6,23,0
0,21700,1,2,0,27,0
1,21800,1,2,0,256.7,0
0,21800,1,1,,11,0
0,21800,1,2,0,11,0
0,21800,1,2,0,21,0
0,21800,,2,0,73,0
0,21800,2,2,0,11,0
0,21800,1,3,0,1,0
0,21800,1,2,1,24,0
0,21800,1,2,1,30,1
0,21800,1,3,0,22,0
1,21800,1,3,2,286.1,0
0,21800,1,1,0,18,0
0,21800,1,2,0,21,0
0,21800,1,2,0,16,0
0,21800,2,1,0,30,1
0,21800,1,2,0,30,0
1,21800,1,3,1,61,0
0,21900,1,2,,10,1
0,21900,1,2,1,19,0
0,21900,1,2,0,40,1
0,21900,1,1,0,10,0
0,21900,1,3,0,20,1
0,21900,1,2,0,20,1
0,21900,1,2,,,0
0,21900,1,2,0,18,1
1,21900,1,2,1,21,1
0,21900,1,2,3,28,0
0,21900,2,0,1,1,0
0,21900,1,1,0,61,1
1,21900,1,3,0,26,0
0,21900,1,3,,16,0
0,21900,1,2,0,19,0
0,21900,1,2,1,12,0
0,21900,1,2,0,36,0
0,21900,1,1,,17,0
0,21900,1,2,0,9,0
0,21900,1,0,0,30,0
0,21900,,0,0,20,0
0,21900,1,3,0,14,1
0,22000,,2,,16,1
0,22000,1,2,0,13,1
0,22000,1,1,0,19,1
0,22000,2,3,0,96,1
0,22000,1,1,0,12,0
0,22000,2,2,1,21,1
0,22000,1,2,0,19,1
0,22000,1,3,1,13,0
0,22000,2,2,0,26,0
0,22000,1,3,0,20,0
1,22000,1,2,0,11,1
1,22000,1,2,0,31,1
1,22000,1,3,2,301.3,1
1,22000,1,2,12,218,1
1,22000,1,3,7,130.3,0
0,22000,1,2,0,28,0
0,22000,1,2,0,20,1
0,22000,1,2,0,1,0
0,22000,1,2,,17,0
0,22000,1,2,0,97,0
0,22000,1,2,0,29,0
0,22000,2,3,0,21,0
0,22000,1,2,0,14,0
0,22000,1,2,0,63,0
0,22100,1,2,0,16,0
0,22100,1,1,0,12,0
0,22100,1,2,,,1
0,22100,2,2,0,23,1
0,22100,2,1,0,97,1
0,22100,2,2,0,10,1
0,22100,2,2,0,10,1
0,22100,1,1,1,29,0
1,22100,1,3,0,,1
0,22100,1,2,0,89,1
0,22100,1,2,0,18,0
0,22100,1,2,0,1,0
0,22100,1,2,,1,1
0,22100,1,1,1,60,1
0,22100,1,2,0,25,0
0,22200,2,1,,19,0
0,22200,2,2,0,27,1
0,22200,1,2,0,2,0
0,22200,2,2,0,37,0
0,22200,1,2,0,24,0
0,22200,2,3,0,16,0
0,22200,1,2,1,24,0
0,22200,1,2,0,20,0
0,22200,1,1,0,62,0
0,22200,2,2,0,20,0
0,22200,1,2,0,63,0
0,22200,1,3,0,20,1
0,22200,2,2,0,28,1
0,22200,1,2,0,31,1
0,22300,2,1,0,11,1
0,22300,2,2,4,17,1
0,22300,1,3,0,31,0
0,22300,2,2,0,96,1
0,22300,1,1,0,31,1
1,22300,1,2,,,0
1,22300,2,2,1,64,0
1,22300,1,2,0,22,1
0,22300,1,2,0,36,1
0,22300,1,2,0,14,0
0,22300,1,2,0,29,0
0,22300,1,1,0,16,1
0,22300,,2,,,0
0,22300,2,3,0,1,0
0,22300,1,2,3,29,0
0,22300,1,3,0,15,0
0,22300,2,2,0,96,0
0,22300,1,3,0,18,0
0,22400,1,2,0,18,0
0,22400,1,2,0,20,0
0,22400,1,2,0,12,0
0,22400,2,2,0,31,1
0,22400,1,1,0,19,1
0,22400,1,2,0,14,1
0,22400,2,2,0,22,1
0,22400,2,2,0,75,1
0,22400,1,2,0,37,0
0,22400,2,2,0,17,1
0,22400,1,2,0,23,1
0,22400,1,2,0,27,0
0,22400,1,1,0,1,0
0,22400,1,2,0,11,0
0,22400,1,2,0,1,1
1,22400,1,1,0,3,1
0,22400,1,2,,16,1
0,22400,2,1,,24,0
1,22400,2,2,3,11,0
0,22400,1,2,0,14,1
1,22400,1,2,0,25,0
0,22400,1,2,0,13,0
1,22400,2,2,,,0
0,22400,2,2,0,18,1
0,22400,,3,0,17,0
0,22400,1,2,1,1,0
0,22400,1,3,0,10,0
0,22400,1,1,0,17,1
0,22400,1,2,0,17,0
0,22400,1,2,0,21,1
0,22400,1,2,0,28,0
0,22400,1,1,1,23,0
0,22400,1,1,0,37,1
0,22500,1,2,0,25,0
0,22500,1,2,0,36,0
0,22500,1,2,,,0
0,22500,1,1,,18,1
0,22500,2,2,0,23,0
0,22500,1,2,,89.3,0
1,22500,,1,0,14,0
0,22500,1,2,0,15,0
0,22500,1,2,0,94,1
0,22500,1,3,1,23,0
0,22500,1,2,0,11,1
0,22500,1,2,0,27,1
0,22500,1,2,0,1,0
0,22500,1,2,0,14,0
0,22500,2,1,1,29,0
0,22500,1,2,0,97,1
0,22500,1,1,4,32,0
0,22600,1,2,0,19,0
0,22600,1,2,0,19,0
0,22600,1,3,0,25,1
0,22600,,2,0,11,1
0,22600,1,2,,2,0
0,22600,1,2,0,99,0
0,22600,1,2,,17,0
0,22600,2,2,,,0
0,22600,1,1,1,31,0
0,22600,1,2,0,24,0
1,22600,1,3,6,24,0
1,22600,,1,0,253.6,1
1,22600,1,1,0,25,0
0,22600,2,2,0,19,0
0,22600,1,2,,13,0
0,22600,1,2,,84,1
0,22600,1,2,0,17,0
0,22600,1,1,1,29,0
0,22600,2,2,0,24,0
0,22600,1,1,0,2,0
0,22600,1,2,0,29,0
0,22600,1,1,0,62,0
0,22600,2,3,5,33,0
0,22700,1,2,1,10,0
0,22700,1,2,,,0
0,22700,2,1,0,30,0
0,22700,,1,0,17,1
0,22700,1,2,,13,0
0,22700,2,1,0,16,1
0,22700,2,2,,,0
0,22700,1,1,0,21,0
0,22700,2,1,0,2,0
0,22700,2,3,0,17,1
1,22700,2,1,0,12,0
0,22700,1,2,0,57,1
0,22700,2,1,,1,1
0,22700,1,2,0,1,0
0,22700,1,2,0,28,1
0,22800,1,2,0,18,0
0,22800,1,2,0,1,0
0,22800,2,1,1,28,0
0,22800,1,3,,22,0
0,22800,1,2,0,26,1
0,22800,2,2,5,33,0
0,22800,1,3,0,27,0
0,22800,1,2,,,0
0,22800,1,2,0,17,0
0,22800,,2,0,39,1
0,22800,1,2,,,1
0,22800,,1,0,14,0
0,22800,2,2,,,1
0,22800,1,2,0,31,0
0,22800,,2,0,20,0
0,22800,1,3,0,23,0
0,22800,,3,0,62,0
1,22800,1,2,1,20,0
0,22900,1,2,,,0
0,22900,1,1,0,30,1
0,22900,2,2,0,84,0
0,22900,1,2,0,30,1
0,22900,,2,0,14,0
0,22900,1,2,0,11,1
0,22900,1,2,1,21,0
0,22900,1,2,0,20,0
0,22900,2,2,0,40,0
0,22900,1,2,,18,1
0,22900,1,2,0,62,0
0,22900,1,1,0,24,1
0,22900,1,2,0,228,1
1,22900,1,2,2,12,0
0,22900,2,2,0,93,0
0,22900,1,2,0,2,0
1,22900,1,1,0,26,0
0,22900,2,2,0,10,1
0,22900,1,2,0,26,0
0,22900,1,2,4,32,0
0,22900,1,2,0,27,1
0,22900,1,2,,,0
0,22900,2,0,0,72,0
0,23000,,1,0,17,0
0,23000,1,3,1,31,1
0,23000,2,2,0,62,1
0,23000,1,3,,,0
0,23000,1,2,0,20,1
0,23000,1,2,,17,1
0,23000,2,2,1,30,0
0,23000,,2,0,14,1
1,23000,1,1,2,1,1
0,23000,1,3,,77,1
0,23000,1,1,,23,0
0,23000,1,2,0,37,0
0,23000,,3,0,30,0
1,23000,1,2,0,17,0
1,23000,1,2,,,1
0,23000,,1,0,21,0
0,23000,1,2,5,46,1
0,23000,1,2,0,119.7,1
1,23000,2,2,4,69,0
1,23000,1,2,1,10,0
1,23000,2,2,0,21,0
0,23000,1,2,0,1,0
0,23000,1,3,,12,1
0,23000,1,1,,96,1
0,23000,1,3,0,21,1
0,23100,1,2,0,25,1
0,23100,2,2,,23,0
0,23100,1,2,0,16,1
0,23100,2,2,0,32,1
0,23100,1,1,0,37,0
0,23100,1,2,0,15,0
0,23100,1,3,0,31,0
0,23100,2,2,3,33,1
0,23100,,1,0,18,1
0,23100,2,3,0,36,1
0,23100,1,2,0,18,1
0,23100,,2,0,15,1
0,23100,1,1,0,24,0
0,23200,,2,0,2,0
0,23200,1,2,0,16,1
0,23200,1,2,0,21,0
0,23200,2,2,0,18,0
1,23200,1,2,0,32,1
0,23200,1,1,0,16,1
1,23200,1,2,3,272,1
0,23200,1,2,0,27,1
0,23200,1,2,0,19,1
0,23200,1,2,,179,0
0,23300,1,2,0,17,0
0,23300,1,2,0,18,0
0,23300,1,1,0,28,1
0,23300,1,2,0,89,0
0,23300,1,1,0,32,0
1,23300,1,2,0,11,0
1,23300,1,2,1,15,0
0,23300,1,2,0,64,1
1,23300,2,0,7,12,0
0,23300,1,2,0,13,0
1,23300,1,3,,12,0
0,23300,2,1,1,20,0
0,23300,1,2,,,0
0,23300,1,2,0,21,0
0,23400,1,2,0,12,1
0,23400,1,2,0,18,0
0,23400,2,2,,,0
0,23400,1,2,0,10,1
0,23400,2,2,,,1
0,23400,1,2,0,17,0
0,23400,2,1,0,19,1
0,23400,1,3,0,20,0
0,23400,2,2,0,20,1
0,23400,1,3,0,22,0
0,23400,1,1,0,24,1
0,23400,1,3,0,28,0
0,23500,1,2,0,11,0
0,23500,1,2,0,16,0
0,23500,1,3,0,23,0
1,23500,1,2,0,,0
0,23500,2,2,1,20,0
0,23500,2,3,0,16,1
0,23500,1,2,0,1,0
0,23500,1,1,0,21,0
0,23500,1,1,0,24,0
1,23500,1,2,1,223.2,0
1,23500,1,1,,,0
0,23500,1,1,0,31,0
0,23500,1,2,,19,0
0,23500,1,2,,23,0
0,23500,1,2,0,127.8,0
0,23500,2,2,0,15,0
0,23500,1,1,0,11,1
0,23500,1,1,0,83,0
0,23500,1,2,3,28,0
0,23500,1,2,0,21,0
0,23500,1,0,0,11,0
0,23500,1,3,1,12,0
0,23500,1,1,0,27,1
0,23500,2,3,0,28,0
0,23500,1,1,0,10,0
0,23500,1,2,0,11,1
0,23500,1,1,0,15,0
1,23500,1,2,1,1,0
0,23600,,2,0,36,0
0,23600,1,3,0,10,0
0,23600,1,1,0,11,0
0,23600,2,2,0,22,0
0,23600,,1,0,11,0
0,23600,1,2,0,31,1
0,23600,1,2,0,3,0
0,23600,1,2,0,28,0
0,23600,1,1,3,27,0
0,23600,1,1,0,12,1
0,23600,,2,0,19,1
0,23600,1,2,0,18,0
0,23600,1,2,0,12,0
0,23600,1,0,0,17,0
0,23600,1,2,0,16,0
0,23600,1,2,0,22,0
0,23600,2,2,0,26,0
0,23700,1,2,0,18,0
0,23700,1,2,0,40,0
0,23700,1,1,0,64,0
1,23700,1,3,0,50,0
0,23700,1,2,0,41,1
0,23700,1,1,0,22,0
0,23700,2,1,,17,0
0,23700,1,2,,85,0
0,23700,1,2,0,11,0
0,23700,1,1,,,0
0,23700,1,2,0,14,1
1,23700,1,3,0,13,0
0,23700,1,3,0,17,0
0,23700,2,2,0,16,1
0,23700,2,0,,,0
0,23700,1,2,1,2,1
0,23700,1,2,0,16,0
0,23800,1,2,0,36,1
0,23800,2,3,0,11,1
0,23800,1,2,0,27,0
0,23800,1,2,0,77,1
1,23800,,2,6,17,1
0,23800,2,1,0,30,0
1,23800,1,1,0,56,0
1,23800,1,3,2,12,1
0,23800,1,1,0,59,0
0,23800,1,2,1,30,0
0,23800,2,2,0,16,0
0,23800,1,2,0,75,0
0,23900,1,2,0,12,0
0,23900,1,2,0,25,0
0,23900,2,3,0,31,0
0,23900,1,2,0,30,0
0,23900,1,2,1,20,0
0,23900,2,2,0,13,1
0,23900,1,2,0,12,1
0,23900,1,2,0,19,1
0,23900,1,1,0,22,1
1,23900,2,2,,,1
0,23900,1,0,0,21,0
0,23900,1,2,0,30,1
0,23900,1,1,,,1
0,23900,1,2,0,19,0
0,23900,1,2,0,24,0
0,23900,1,0,0,12,0
0,23900,2,2,0,32,1
0,23900,1,1,0,31,1
0,23900,1,2,,,1
0,24000,1,3,0,30,1
0,24000,2,0,0,127,0
0,24000,1,2,,13,0
0,24000,,1,,1,1
0,24000,1,2,0,25,0
1,24000,2,2,0,17,0
1,24000,2,2,1,198.9,0
0,24000,1,2,0,11,0
0,24000,2,2,0,189.7,0
0,24000,1,2,0,28,0
0,24000,1,3,0,97,0
1,24000,1,2,0,177.5,0
1,24000,2,2,6,30,0
1,24000,1,2,0,65,1
0,24000,1,2,0,24,1
0,24000,1,1,0,18,1
0,24000,1,3,0,13,1
1,24100,2,2,,,1
0,24100,2,2,0,23,0
0,24100,1,2,1,12,1
1,24100,1,2,4,36.5,1
0,24100,2,2,0,31,0
0,24100,1,2,0,22,0
0,24100,1,2,0,19,1
0,24100,1,2,0,19,1
0,24100,1,2,0,24,0
0,24100,1,1,0,23,0
0,24100,1,2,,83,1
1,24200,1,2,1,21,0
0,24200,1,1,0,30,0
0,24200,1,2,0,16,0
0,24200,1,2,0,11,0
0,24200,1,2,0,24,0
0,24200,1,1,0,68,0
1,24200,1,2,1,15,0
1,24200,2,2,0,123.8,0
1,24200,2,2,0,18,0
0,24200,1,2,0,88,1
0,24200,1,2,0,12,1
0,24200,,2,0,84,1
0,24200,1,2,0,20,1
0,24200,1,1,0,22,1
0,24200,1,2,0,17,0
0,24300,1,2,0,32,1
0,24300,1,2,0,1,1
0,24300,1,1,0,711,0
0,24300,1,2,0,19,0
0,24300,1,2,1,29,1
0,24300,1,2,0,17,1
0,24300,1,2,0,24,0
0,24300,1,2,,,0
0,24300,1,2,0,18,1
0,24300,1,2,0,10,0
0,24300,2,2,0,29,0
0,24300,,2,0,14,0
0,24300,1,1,0,30,0
0,24400,1,1,,29,0
1,24400,1,2,2,229.3,0
1,24400,1,2,0,84,0
0,24400,1,2,0,25,0
1,24400,1,2,6,2,0
0,24400,1,2,0,45,1
0,24400,2,2,,,1
0,24400,2,2,0,29,1
0,24400,1,2,0,17,1
0,24400,1,2,0,10,1
0,24400,2,1,0,2,0
0,24400,1,2,0,81,1
0,24400,1,3,0,19,1
0,24400,1,2,0,17,0
0,24400,1,3,0,80,0
0,24400,2,2,0,17,0
0,24400,1,3,1,12,1
0,24400,2,2,0,1,1
0,24400,1,2,3,47,0
0,24400,1,0,0,19,0
0,24400,1,2,0,20,1
0,24500,1,2,0,99,0
0,24500,2,2,,,0
0,24500,1,2,0,12,0
0,24500,1,1,0,19,1
0,24500,1,2,0,28,0
0,24500,,2,1,13,0
0,24500,1,1,0,21,0
0,24500,1,2,1,14,1
0,24500,1,3,0,96,0
1,24500,1,1,1,122.5,1
0,24500,1,3,1,93,0
0,24500,1,2,4,47,0
0,24500,1,2,,91,1
0,24500,2,2,1,10,0
0,24500,1,1,0,30,0
0,24500,2,2,0,83,0
0,24600,1,1,0,19,1
0,24600,1,2,1,12,0
0,24600,1,2,0,93,0
0,24600,2,3,0,18,0
0,24600,1,2,0,22,0
0,24600,1,2,,,1
1,24600,1,2,0,31,0
0,24600,1,1,4,4,1
0,24700,1,2,0,25,1
0,24700,,2,0,32,0
0,24700,1,1,1,17,0
0,24700,2,1,0,11,0
0,24700,1,2,0,18,1
1,24700,1,2,0,4,0
0,24700,1,2,0,2,0
0,24700,1,2,0,73,0
0,24700,1,2,0,23,1
0,24700,1,2,1,30,1
0,24800,1,1,1,30,0
0,24800,1,3,0,3,0
0,24800,1,1,0,19,0
0,24800,1,2,0,18,0
0,24800,1,2,,84,0
0,24800,1,2,0,20,0
1,24800,2,2,0,18,0
1,24800,1,3,8,24,1
0,24800,1,2,0,30,0
0,24800,1,1,0,8,0
1,24800,1,2,1,12,0
0,24800,1,1,1,12,1
0,24900,1,3,0,12,0
0,24900,1,2,0,2,0
0,24900,2,0,0,12,0
0,24900,1,1,0,20,0
0,24900,1,2,0,16,0
0,24900,1,1,0,15,0
1,24900,1,3,0,55,0
0,24900,1,2,1,13,0
0,24900,1,2,0,22,0
1,24900,2,2,0,29,0
0,24900,2,1,,94,1
1,25000,1,3,5,163.3,0
0,25000,1,2,0,31,1
0,25000,1,3,0,99,0
0,25000,1,1,0,1,0
1,25000,1,2,7,25,0
0,25000,1,2,0,11,1
0,25000,1,3,0,29,0
0,25000,1,2,1,15,1
0,25000,1,2,0,19,1
0,25000,1,2,0,25,0
0,25000,1,2,0,30,1
0,25000,1,2,0,354.1,0
0,25000,1,2,0,11,0
0,25000,2,2,2,93,0
0,25000,1,2,0,176.5,0
0,25000,2,1,1,13,1
0,25000,,3,0,102.5,0
0,25000,1,1,0,18,0
0,25000,2,3,0,209,0
0,25000,1,3,1,39,0
0,25000,1,2,0,239.8,1
0,25000,1,2,0,193.8,1
0,25000,1,1,0,13,0
0,25000,1,2,1,14,1
0,25000,1,2,0,28,0
