Tribunal,Magistrado,MÍs/Ano Ref.,Subsidio ,Direitos Pessoais ,IndenizaÁıes ,Direitos Eventuais ,Total de Rendimentos ,PrevidÍncia P˙blica ,Imposto de Renda ,Descontos Diversos ,RetenÁ„o por Teto Constitucional ,Total de Descontos ,Rendimento LÌquido 
TRF4,MURILO BRIAO DA SILVA,dez/20,33689.11,0.00,68288.30,8235.12,110212.53,713.10,9090.65,2472.98,2630.91,14907.64,95304.89
TRF4,MURILO SCREMIN CZEZACKI,dez/20,32004.65,0.00,910.08,6742.65,39657.38,713.10,8932.41,2472.09,0.00,12117.60,27539.78
TRF4,NARCISO LEANDRO XAVIER BAEZ,dez/20,33689.11,2412.35,2349.32,155847.95,194298.73,9767.67,37224.31,1859.79,8037.84,56889.61,137409.12
TRF4,NARENDRA BORGES MORALES,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,9219.02,242.63,5625.49,15800.24,30028.65
TRF4,NEFI CORDEIRO,dez/20,0.00,0.00,0.00,164984.35,164984.35,4489.77,35168.12,0.00,0.00,39657.89,125326.46
TRF4,NELCI ANTONIO ASTOLFI,dez/20,33689.11,0.00,0.00,181381.68,215070.79,4784.92,0.00,3923.44,0.00,8708.36,206362.43
TRF4,NELSON GUSTAVO MESQUITA RIBEIRO ALVES,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,6204.91,2971.83,5625.49,15515.33,30313.56
TRF4,NICOLAU KONKEL JUNIOR,dez/20,33689.11,0.00,910.08,157364.73,191963.92,5142.83,40616.73,4183.88,0.00,49943.44,142020.48
TRF4,NIVALDO BRUNONI,dez/20,33689.11,5498.02,910.08,160911.41,201008.62,9891.93,41380.25,1698.48,6571.15,59541.81,141466.81
TRF4,NORTON LUIS BENITES,dez/20,33689.11,1970.64,910.08,10855.38,47425.21,713.10,8997.13,3088.53,7221.81,20020.57,27404.64
TRF4,NYLSON PAIM DE ABREU,dez/20,35462.22,0.00,0.00,183118.91,218581.13,9784.70,47615.02,590.48,0.00,57990.20,160590.93
TRF4,OLESIA LOCH TERRA,dez/20,3902.33,0.00,0.00,179365.72,183268.05,0.00,42290.84,457.60,0.00,42748.44,140519.61
TRF4,OSCAR ALBERTO MEZZAROBA TOMAZONI,dez/20,33689.11,0.00,910.08,158803.58,193402.77,9904.33,38912.27,1606.11,4128.20,54550.91,138851.86
TRF4,OSCAR VALENTE CARDOSO,dez/20,33689.11,0.00,2349.32,9791.51,45829.94,713.10,9583.79,520.54,4128.20,14945.63,30884.31
TRF4,OSNI CARDOSO FILHO,dez/20,35462.22,5834.91,1125.08,174606.66,217028.87,10264.66,43271.91,1414.55,7989.64,62940.76,154088.11
TRF4,OSORIO AVILA NETO,dez/20,33689.11,0.00,910.08,82770.96,117370.15,7843.99,21868.56,104.12,5251.17,35067.84,82302.31
TRF4,OSVALDO MOACIR ALVAREZ,dez/20,35462.22,0.00,0.00,226567.24,262029.46,5121.81,0.00,2379.02,0.00,7500.83,254528.63
TRF4,PATRICIA HELENA DAHER LOPES PANASOLO,dez/20,32004.65,0.00,2059.70,11783.94,45848.29,5347.29,8473.43,415.35,4277.93,18514.00,27334.29
TRF4,PATRICK LUCCA DA ROS,dez/20,32004.65,0.00,1629.70,9264.50,42898.85,713.10,9075.26,2868.48,1975.84,14632.68,28266.17
TRF4,PAULA BECK BOHN,dez/20,32004.65,0.00,910.08,10776.89,43691.62,5198.62,8484.43,733.48,3379.55,17796.08,25895.54
TRF4,PAULA SUELY MOMM,dez/20,14035.01,0.00,0.00,103633.53,117668.54,1858.65,23936.54,0.00,0.00,25795.19,91873.35
TRF4,PAULA WEBER ROSITO,dez/20,32004.65,0.00,1629.70,10537.21,44171.56,713.10,8864.00,4097.01,3248.53,16922.64,27248.92
TRF4,PAULO AFONSO BRUM VAZ,dez/20,35462.22,8014.61,910.08,180558.76,224945.67,7810.06,38403.92,22266.30,12817.54,81297.82,143647.85
TRF4,PAULO CRISTOVAO DE ARAUJO SILVA FILHO,dez/20,33689.11,0.00,1770.08,11229.70,46688.89,713.10,9635.93,0.00,5625.49,15974.52,30714.37
TRF4,PAULO HENRIQUE DE CARVALHO,dez/20,33689.11,0.00,0.00,156183.02,189872.13,9215.10,39833.93,1425.72,0.00,50474.75,139397.38
TRF4,PAULO HENRIQUE GENOVEZ NOGUEIRA MELLO,dez/20,17076.28,0.00,0.00,0.00,17076.28,2436.49,0.00,48.31,0.00,2484.80,14591.48
TRF4,PAULO MARIO CANABARRO TROIS NETO,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,7347.63,2924.80,5625.49,16611.02,29217.87
TRF4,PAULO PAIM DA SILVA,dez/20,33689.11,0.00,910.08,160998.46,195597.65,9825.06,39737.05,1846.46,5625.49,57034.06,138563.59
TRF4,PAULO SERGIO RIBEIRO,dez/20,32004.65,0.00,1629.70,14632.73,48267.08,713.10,9164.67,2817.98,4277.93,16973.68,31293.40
TRF4,PAULO VIEIRA AVELINE,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8320.07,361.24,5625.49,19804.82,26024.07
TRF4,PEDRO CARVALHO AGUIRRE FILHO,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8267.94,681.85,5625.49,20073.30,25755.59
TRF4,PEDRO MAXIMO PAIM FALCAO,dez/20,35462.22,0.00,0.00,184690.13,220152.35,5496.26,0.00,224.37,0.00,5720.63,214431.72
TRF4,PEDRO PAULO RIBEIRO DE MOURA,dez/20,32004.65,0.00,910.08,10761.80,43676.53,713.10,9134.71,2723.81,3473.13,16044.75,27631.78
TRF4,PEDRO PIMENTA BOSSI,dez/20,32004.65,0.00,910.08,9489.10,42403.83,713.10,9277.17,2168.22,2200.43,14358.92,28044.91
TRF4,PEPITA DURSKI TRAMONTINI,dez/20,33689.11,0.00,910.08,9358.09,43957.28,5498.02,8372.21,517.68,3753.88,18141.79,25815.49
TRF4,PRISCILLA MIELKE WICKERT PIVA,dez/20,32004.65,0.00,1629.70,12619.54,46253.89,5502.49,8639.95,426.83,4352.79,18922.06,27331.83
TRF4,PRISCILLA PINTO DE AZEVEDO,dez/20,32004.65,0.00,1629.70,8122.81,41757.16,5220.65,8448.49,627.70,834.15,15130.99,26626.17
TRF4,RAFAEL CASTEGNARO TREVISAN,dez/20,33689.11,0.00,910.08,158686.11,193285.30,5044.61,38443.05,3908.62,4502.52,51898.80,141386.50
TRF4,RAFAEL FARINATTI AYMONE,dez/20,32004.65,0.00,910.08,10715.32,43630.05,5400.29,8525.94,547.69,3154.96,17628.88,26001.17
TRF4,RAFAEL LAGO SALAPATA,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8267.94,716.86,5625.49,20108.31,25720.58
TRF4,RAFAEL MARTINS COSTA MOREIRA,dez/20,33689.11,0.00,910.08,5240.53,39839.72,5498.02,8324.34,679.24,0.00,14501.60,25338.12
TRF4,RAFAEL SELAU CARMONA,dez/20,33689.11,0.00,910.08,0.00,34599.19,713.10,8146.91,923.40,0.00,9783.41,24815.78
TRF4,RAFAEL TADEU ROCHA DA SILVA,dez/20,32004.65,0.00,1629.70,14598.62,48232.97,713.10,9545.79,2644.83,5625.49,18529.21,29703.76
TRF4,RAFAEL WEBBER,dez/20,33689.11,0.00,910.08,9358.09,43957.28,5498.02,8424.35,36.10,3753.88,17712.35,26244.93
TRF4,RAFAEL WOLFF,dez/20,33689.11,0.00,1629.70,5240.53,40559.34,5498.02,8272.20,632.64,0.00,14402.86,26156.48
TRF4,RAFAELA SANTOS MARTINS DA ROSA,dez/20,32004.65,0.00,1629.70,14700.91,48335.26,5177.97,8679.31,628.09,3379.55,17864.92,30470.34
TRF4,RAPHAEL DE BARROS PETERSEN,dez/20,32004.65,0.00,910.08,6045.32,38960.05,5177.97,8118.30,560.72,0.00,13856.99,25103.06
TRF4,RAQUEL KUNZLER BATISTA,dez/20,32004.65,0.00,2349.32,0.00,34353.97,713.10,6973.91,2751.23,0.00,10438.24,23915.73
TRF4,RENATA CRISTINA KREDENS AYMONE,dez/20,32004.65,0.00,910.08,9966.67,42881.40,5293.60,8555.28,547.69,2406.31,16802.88,26078.52
TRF4,RICARDO ALESSANDRO KERN,dez/20,32004.65,0.00,1629.70,10043.34,43677.69,5251.27,8447.70,682.37,2537.32,16918.66,26759.03
TRF4,RICARDO CAGLIARI BICUDO,dez/20,32004.65,0.00,910.08,9949.76,42864.49,5389.96,8461.70,2222.43,2443.74,18517.83,24346.66
TRF4,RICARDO CIMONETTI DE LORENZI CANCELIER,dez/20,32004.65,0.00,910.08,10174.35,43089.08,713.10,9799.97,465.30,2668.33,13646.70,29442.38
TRF4,RICARDO HUMBERTO SILVA BORNE,dez/20,32004.65,686.89,910.08,148776.96,182378.58,9584.52,36393.90,232.84,3355.22,49566.48,132812.10
TRF4,RICARDO NUSKE,dez/20,33689.11,0.00,910.08,160301.77,194900.96,9927.77,39215.23,2129.58,5625.49,56898.07,138002.89
TRF4,RICARDO RACHID DE OLIVEIRA,dez/20,33689.11,0.00,910.08,9329.04,43928.23,713.10,9322.56,4449.39,3005.23,17490.28,26437.95
TRF4,RICARDO SORIANO FAY,dez/20,32004.65,0.00,1555.08,6505.99,40065.72,713.10,8867.33,2663.93,0.00,12244.36,27821.36
TRF4,RICARDO TEIXEIRA DO VALLE PEREIRA,dez/20,35462.22,5834.91,910.08,163987.97,206195.18,10264.66,43941.04,1731.12,109.15,56045.97,150149.21
TRF4,RICHARD RODRIGUES AMBROSIO,dez/20,32004.65,0.00,910.08,10065.67,42980.40,713.10,9785.03,529.59,2668.33,13696.05,29284.35
TRF4,ROBERTA MONZA CHIARI,dez/20,32004.65,0.00,1629.70,10668.22,44302.57,713.10,8962.11,2906.57,3379.55,15961.33,28341.24
TRF4,ROBERTO ADIL BOZZETTO,dez/20,33689.11,0.00,1629.70,11229.70,46548.51,5498.02,8320.07,795.74,5625.49,20239.32,26309.19
TRF4,ROBERTO FERNANDES JUNIOR,dez/20,33689.11,0.00,910.08,149585.09,184184.28,5004.61,37676.43,1705.91,5251.17,49638.12,134546.16
TRF4,ROBERTO LIMA SANTOS,dez/20,33689.11,0.00,910.08,10855.38,45454.57,5498.02,8320.07,758.29,5251.17,19827.55,25627.02
TRF4,ROBERTO SCHAAN FERREIRA,dez/20,33689.11,5498.02,910.08,161064.87,201162.08,9858.15,40084.85,1684.67,5625.49,57253.16,143908.92
TRF4,ROBSON CARLOS DE OLIVEIRA,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8372.21,520.78,5625.49,20016.50,25812.39
TRF4,RODRIGO BECKER PINTO,dez/20,33689.11,0.00,1629.70,9732.41,45051.22,5498.02,8320.07,389.89,4128.20,18336.18,26715.04
TRF4,RODRIGO DE SOUZA CRUZ,dez/20,33689.11,0.00,910.08,75916.83,110516.02,3050.58,22538.13,1306.27,384.97,27279.95,83236.07
TRF4,RODRIGO KOEHLER RIBEIRO,dez/20,33689.11,0.00,910.08,15119.39,49718.58,5498.02,8559.12,787.72,5625.49,20470.35,29248.23
TRF4,RODRIGO KRAVETZ,dez/20,33689.11,0.00,910.08,156611.02,191210.21,5117.77,40099.27,1921.17,5625.49,52763.70,138446.51
TRF4,RODRIGO MACHADO COUTINHO,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8320.07,853.48,5625.49,20297.06,25531.83
TRF4,ROGER ALEXANDRE KERN,dez/20,32004.65,0.00,910.08,10668.22,43582.95,5177.97,8512.36,621.81,3379.55,17691.69,25891.26
TRF4,ROGER DE CURTIS CANDEMIL,dez/20,33689.11,0.00,910.08,159014.40,193613.59,9816.07,38508.64,1877.44,5625.49,55827.64,137785.95
TRF4,ROGER RAUPP RIOS,dez/20,35462.22,0.00,910.08,159450.44,195822.74,7347.20,35487.49,19449.11,3261.34,65545.14,130277.60
TRF4,ROGERIO CANGUSSU DANTAS CACHICHI,dez/20,33689.11,0.00,910.08,12678.69,47277.88,5498.02,7566.96,535.42,5625.49,19225.89,28051.99
TRF4,ROGERIO FAVRETO,dez/20,35462.22,0.00,1629.70,6698.42,43790.34,5834.91,8227.43,1316.86,2867.32,18246.52,25543.82
TRF4,ROMULO PIZZOLATTI,dez/20,35462.22,5834.91,910.08,174284.29,216491.50,10264.66,44909.59,403.46,7989.64,63567.35,152924.15
TRF4,RONALDO LUIZ PONZI,dez/20,35462.22,0.00,0.00,181813.21,217275.43,5121.81,49942.12,1783.83,0.00,56847.76,160427.67
TRF4,RONY FERREIRA,dez/20,33689.11,2412.35,17815.17,162591.71,216508.34,9783.28,39714.81,1429.28,5043.26,55970.63,160537.71
TRF4,ROSIMAR TEREZINHA KOLM,dez/20,33689.11,0.00,910.08,164486.50,199085.69,9927.77,41004.86,1637.18,5625.49,58195.30,140890.39
TRF4,RUBENS RAIMUNDO HADAD VIANNA,dez/20,33689.11,0.00,0.00,181381.68,215070.79,4784.92,0.00,1675.92,0.00,6460.84,208609.95
TRF4,SALISE MONTEIRO SANCHOTENE,dez/20,35462.22,0.00,910.08,168704.71,205077.01,10264.66,41270.83,1709.49,7989.64,61234.62,143842.39
TRF4,SANDRA MARA HAUAGGE DE OLIVEIRA VON LINSINGEN,dez/20,13948.82,0.00,0.00,76892.93,90841.75,4141.79,14864.26,84.14,0.00,19090.19,71751.56
TRF4,SANDRA REGINA SOARES,dez/20,32004.65,0.00,910.08,6920.16,39834.89,713.10,9033.36,2767.84,0.00,12514.30,27320.59
TRF4,SANDRO NUNES VIEIRA,dez/20,33689.11,0.00,1629.70,0.00,35318.81,713.10,7549.50,2359.12,0.00,10621.72,24697.09
TRF4,SAYONARA GONCALVES DA SILVA MATTOS,dez/20,32004.65,0.00,910.08,9358.10,42272.83,5818.07,8695.29,546.05,384.97,15444.38,26828.45
TRF4,SEBASTIAO OGE MUNIZ,dez/20,35462.22,5834.91,910.08,184370.90,226578.11,10320.63,45980.47,1825.25,5625.49,63751.84,162826.27
TRF4,SELMAR SARAIVA DA SILVA FILHO,dez/20,33689.11,1373.77,910.08,11229.70,47202.66,713.10,9635.93,689.49,6999.26,18037.78,29164.88
TRF4,SERGIO EDUARDO CARDOSO,dez/20,33689.11,0.00,910.08,165406.88,200006.07,9825.84,40747.40,1746.17,5625.49,57944.90,142061.17
TRF4,SERGIO FERNANDO MORO,dez/20,0.00,0.00,0.00,138063.40,138063.40,4390.53,28163.08,0.00,0.00,32553.61,105509.79
TRF4,SERGIO LUIS RUIVO MARQUES,dez/20,33689.11,0.00,910.08,8235.12,42834.31,5498.02,8267.94,1416.48,2630.91,17813.35,25020.96
TRF4,SERGIO RENATO TEJADA GARCIA,dez/20,33689.11,11537.24,910.08,189086.46,235222.89,9970.05,45703.93,1953.83,7201.59,64829.40,170393.49
TRF4,SILVANA CONZATTI,dez/20,32004.65,0.00,910.08,9601.40,42516.13,5177.97,8512.36,327.11,2312.73,16330.17,26185.96
TRF4,SILVIA MARIA GONCALVES GORAIEB,dez/20,70156.89,0.00,0.00,412452.26,482609.15,14760.68,111725.57,1690.57,0.00,128176.82,354432.33
TRF4,SILVIA REGINA SALAU BROLLO,dez/20,33689.11,0.00,910.08,10998.38,45597.57,713.10,9142.79,2297.90,5251.17,17404.96,28192.61
TRF4,SIMONE BARBISAN FORTES,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,9194.93,2543.34,5625.49,18076.86,27752.03
TRF4,SOCRATES HOPKA HERRERIAS,dez/20,32004.65,0.00,1703.06,10550.49,44258.20,713.10,9680.76,98.64,3098.80,13591.30,30666.90
TRF4,SORAIA TULLIO,dez/20,32004.65,0.00,1629.70,10705.65,44340.00,5284.66,8123.56,435.68,3416.98,17260.88,27079.12
TRF4,STEFAN ESPIRITO SANTO HARTMANN,dez/20,32004.65,0.00,910.08,12714.93,45629.66,5513.51,8674.12,678.15,4502.52,19368.30,26261.36
TRF4,STELLA STEFANO MALVEZZI,dez/20,32004.65,0.00,910.08,12565.20,45479.93,713.10,9238.14,2794.48,4352.79,17098.51,28381.42
TRF4,STEPHANIE UILLE GOMES DE GODOY,dez/20,32004.65,0.00,910.08,8890.18,41804.91,713.10,9134.70,2925.29,3159.18,15932.27,25872.64
TRF4,SUANE MOREIRA OLIVEIRA,dez/20,33689.11,2060.66,910.08,10855.38,47515.23,713.10,9583.79,1494.84,7311.83,19103.56,28411.67
TRF4,SUSANA SBROGIO GALIA,dez/20,33689.11,0.00,910.08,140967.14,175566.33,9742.62,36391.62,1394.01,10.64,47538.89,128027.44
TRF4,TADAAQUI HIROSE,dez/20,35462.22,0.00,0.00,181154.87,216617.09,9793.55,46791.89,5809.80,0.00,62395.24,154221.85
TRF4,TAIS SCHILLING FERRAZ,dez/20,35462.22,0.00,910.08,163604.49,199976.79,10264.66,39755.49,1782.64,7989.64,59792.43,140184.36
TRF4,TANI MARIA WURSTER,dez/20,33689.11,0.00,910.08,0.00,34599.19,5498.02,6778.92,672.75,0.00,12949.69,21649.50
TRF4,TANIA TEREZINHA CARDOSO ESCOBAR,dez/20,35462.22,0.00,0.00,185885.07,221347.29,9784.70,48462.65,1858.99,0.00,60106.34,161240.95
TRF4,TEORI ALBINO ZAVASCKI,dez/20,0.00,0.00,0.00,183856.42,183856.42,4662.89,42062.53,0.00,0.00,46725.42,137131.00
TRF4,THAIS HELENA DELLA GIUSTINA,dez/20,32004.65,0.00,910.08,10649.50,43564.23,5327.33,8419.15,662.08,3360.83,17769.39,25794.84
TRF4,THAIS SAMPAIO DA SILVA MACHADO,dez/20,32004.65,0.00,1629.70,0.00,33634.35,713.10,9082.56,13254.07,3379.55,26429.28,7205.07
TRF4,TIAGO DO CARMO MARTINS,dez/20,33689.11,0.00,910.08,11761.89,46361.08,5498.02,8832.33,824.78,1133.61,16288.74,30072.34
TRF4,TIAGO FONTOURA DE SOUZA,dez/20,32004.65,0.00,1629.70,8394.50,42028.85,713.10,8027.45,440.19,834.15,10014.89,32013.96
TRF4,TIAGO SCHERER,dez/20,32004.65,0.00,910.08,14598.62,47513.35,713.10,9466.93,3258.62,5625.49,19064.14,28449.21
TRF4,TIMOTEO RAFAEL PIANGERS,dez/20,32004.65,0.00,1629.70,12062.88,45697.23,713.10,9157.28,2505.29,4502.52,16878.19,28819.04
TRF4,VALDEMAR CAPELETTI,dez/20,35462.22,0.00,0.00,24175.42,59637.64,5780.03,0.00,168.28,0.00,5948.31,53689.33
TRF4,VALKIRIA KELEN DE SOUZA,dez/20,33689.11,0.00,910.08,9732.41,44331.60,5498.02,8320.07,373.29,4128.20,18319.58,26012.02
TRF4,VALTER SARRO DE LIMA,dez/20,32004.65,0.00,910.08,11171.74,44086.47,5252.31,8506.86,98.37,3828.74,17686.28,26400.19
TRF4,VANESSA DE LAZZARI HOFFMANN,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.10,9740.20,373.29,5625.49,16452.08,29376.81
TRF4,VANESSA VIEGAS GRAZIANO,dez/20,32004.65,0.00,910.08,11810.51,44725.24,713.10,9843.31,215.69,3978.47,14750.57,29974.67
TRF4,VANIA HACK DE ALMEIDA,dez/20,35462.22,5834.91,910.08,194580.74,236787.95,10343.03,47763.86,2407.78,7201.59,67716.26,169071.69
TRF4,VERA LUCIA FEIL PONCIANO,dez/20,33689.11,5498.02,910.08,167624.35,207721.56,9927.77,40982.68,1882.33,5251.17,58043.95,149677.61
TRF4,VERBENA DUARTE BRITO DE CARVALHO,dez/20,33689.11,0.00,0.00,0.00,33689.11,4784.92,6555.70,136.28,0.00,11476.90,22212.21
TRF4,VICENTE DE PAULA ATAIDE JUNIOR,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8320.07,788.29,5625.49,20231.87,25597.02
TRF4,VICTOR LUIZ DOS SANTOS LAUS,dez/20,35462.22,5834.91,1254.76,11808.22,54360.11,5834.91,9936.30,359.19,7977.12,24107.52,30252.59
TRF4,VILIAN BOLLMANN,dez/20,33689.11,0.00,910.08,5614.85,40214.04,713.10,9688.06,628.31,10.64,11040.11,29173.93
TRF4,VILSON DAROS,dez/20,35462.22,0.00,0.00,183118.80,218581.02,9784.70,45284.09,2246.35,0.00,57315.14,161265.88
TRF4,VINICIUS SAVIO VIOLI,dez/20,32004.65,0.00,910.08,6625.53,39540.26,713.10,8774.25,2849.39,0.00,12336.74,27203.52
TRF4,VINICIUS VIEIRA INDARTE,dez/20,32004.65,0.00,910.08,10668.22,43582.95,713.10,9225.04,1880.20,3379.55,15197.89,28385.06
TRF4,VIRGINIA AMARAL DA CUNHA SCHEIBE,dez/20,35462.22,0.00,0.00,187360.27,222822.49,9784.70,48694.46,3066.07,0.00,61545.23,161277.26
TRF4,VITOR HUGO ANDERLE,dez/20,32004.65,0.00,3068.94,11419.89,46493.48,5384.80,8582.99,852.29,3098.80,17918.88,28574.60
TRF4,VITOR MARQUES LENTO,dez/20,33689.11,0.00,910.08,5614.85,40214.04,713.10,7095.76,2906.47,10.64,10725.97,29488.07
TRF4,VIVIAN JOSETE PANTALEAO CAMINHA,dez/20,35462.22,0.00,910.08,156109.09,192481.39,7388.12,34262.69,19410.93,7989.64,69051.38,123430.01
TRF4,VLADIMIR PASSOS DE FREITAS,dez/20,35462.22,0.00,0.00,190251.90,225714.12,9784.70,49489.65,5057.56,0.00,64331.91,161382.21
TRF4,WELLINGTON MENDES DE ALMEIDA,dez/20,35462.22,0.00,0.00,197338.41,232800.63,9673.47,50650.97,2081.18,0.00,62405.62,170395.01
TRF4,WESLEY DE OLIVEIRA MACIEL,dez/20,32004.65,0.00,2349.32,10668.22,45022.19,713.10,9134.70,2444.44,3379.55,15671.79,29350.40
TRF4,WESLEY SCHNEIDER COLLYER,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.02,8267.94,1247.34,5625.49,20638.79,25190.10
TRF4,ZUUDI SAKAKIHARA,dez/20,33689.11,0.00,0.00,185534.23,219223.34,9273.21,46492.38,3525.33,0.00,59290.92,159932.42
TRF5,ADRIAN SOARES AMORIM DE FREITAS,dez/20,32004.65,0.00,910.08,9601.40,42516.13,5177.95,8512.37,0.00,2312.73,16003.05,26513.08
TRF5,ADRIANA CARNEIRO DA CUNHA MONTEIRO N”BREGA,dez/20,32004.65,0.00,1629.70,5334.11,38968.46,713.09,8440.79,2201.81,0.00,11355.69,27612.77
TRF5,ADRIANA FRANCO MELO MACHADO,dez/20,33689.11,0.00,2349.32,0.00,36038.43,5498.00,6778.92,2250.00,0.00,14526.92,21511.51
TRF5,AGAPITO MACHADO,dez/20,33689.11,6562.80,1157.12,222581.57,263990.60,6562.80,45166.40,5429.31,5625.49,62784.00,201206.60
TRF5,ALCIDES SALDANHA LIMA,dez/20,33689.11,0.00,910.08,54763.78,89362.97,5498.00,8376.71,3265.60,5625.49,22765.80,66597.17
TRF5,ALEXANDRE COSTA DE LUNA FREIRE,dez/20,35462.22,5834.89,910.08,220519.93,262727.12,11264.68,55624.13,2261.90,7989.64,77140.35,185586.77
TRF5,ALINE SOARES LUCENA CARNA⁄BA,dez/20,32004.65,0.00,1629.70,12408.83,46043.18,5508.67,8436.86,1118.00,5064.01,20127.54,25915.64
TRF5,ALLAN ENDRY VERAS FERREIRA,dez/20,33689.11,0.00,2274.70,10481.06,46444.87,713.09,8951.39,2489.24,4876.85,17030.57,29414.30
TRF5,ALMIRO JOS… DA ROCHA LEMOS,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.09,7135.05,5814.33,5625.49,19287.96,26540.93
TRF5,ALOYSIO CAVALCANTI LIMA,dez/20,33689.11,0.00,2994.32,7112.15,43795.58,713.09,8860.06,2821.34,1507.94,13902.43,29893.15
TRF5,AMANDA TORRES DE LUCENA DINIZ ARAUJO,dez/20,33689.11,0.00,910.08,11229.70,45828.89,713.09,8710.63,5546.68,6334.73,21305.13,24523.76
TRF5,ANA C…LIA APOLIANO GOMES,dez/20,27765.97,0.00,0.00,222300.58,250066.55,2383.14,42401.71,22213.19,0.00,66998.04,183068.51
TRF5,ANA FLORINDA MENDON«A DA SILVA DANTAS,dez/20,21277.23,0.00,0.00,213642.80,234920.03,6374.19,52347.51,1763.50,0.00,60485.20,174434.83
TRF5,ANDR… CARVALHO MONTEIRO,dez/20,33689.11,0.00,1555.08,11229.70,46473.89,713.09,8964.18,2632.32,5625.49,17935.08,28538.81
TRF5,ANDR… DIAS FERNANDES,dez/20,34284.11,0.00,2410.38,11229.70,47924.19,5498.00,8215.80,0.00,6220.49,19934.29,27989.90
TRF5,ANDR… LUÕS MAIA TOBIAS GRANJA,dez/20,33689.11,0.00,1555.08,6737.82,41982.01,713.09,8964.34,2821.34,1133.61,13632.38,28349.63
TRF5,ANDR… LUIZ CAVALCANTI SILVEIRA,dez/20,32004.65,0.00,1125.08,10668.22,43797.95,713.09,9134.70,2201.81,3379.55,15429.15,28368.80
TRF5,ANDRE VIEIRA DE LIMA,dez/20,32004.65,0.00,2274.70,5334.11,39613.46,5177.95,7974.87,0.00,0.00,13152.82,26460.64
TRF5,ANGELO CAVALCANTI ALVES DE MIRANDA NETO,dez/20,32004.65,0.00,3209.32,6213.77,41427.74,713.09,8537.45,2729.97,0.00,11980.51,29447.23
TRF5,ANT‘NIO CARLOS DE MARTINS MELLO,dez/20,33689.11,0.00,0.00,187616.22,221305.33,4784.91,25687.71,24657.57,0.00,55130.19,166175.14
TRF5,ANT‘NIO JOS… DE CARVALHO ARA⁄JO,dez/20,33689.11,0.00,1844.70,11229.70,46763.51,713.09,9095.34,2344.98,5625.49,17778.90,28984.61
TRF5,ARA C¡RITA MUNIZ DA SILVA MASCARENHAS,dez/20,33689.11,0.00,910.08,11229.70,45828.89,5498.00,8424.36,2970.20,5625.49,22518.05,23310.84
TRF5,ARAKEN MARIZ DE FARIA,dez/20,35462.22,0.00,0.00,236650.69,272112.91,29054.58,0.00,5364.20,0.00,34418.78,237694.13
TRF5,ARNALDO PEREIRA DE ANDRADE SEGUNDO,dez/20,33689.11,0.00,1340.08,11229.70,46258.89,713.09,8905.67,3034.68,5625.49,18278.93,27979.96
TRF5,ARTHUR NAPOLE√O TEIXEIRA FILHO,dez/20,33689.11,0.00,1770.08,14243.99,49703.18,5781.35,8329.96,0.00,5625.49,19736.80,29966.38
TRF5,AUGUSTINO LIMA CHAVES,dez/20,33689.11,0.00,910.08,183260.13,217859.32,5498.00,36670.54,5204.12,0.00,47372.66,170486.66
TRF5,AUGUSTO CESAR DE CARVALHO LEAL,dez/20,32004.65,0.00,1125.08,10668.22,43797.95,5177.95,8234.43,0.00,4390.23,17802.61,25995.34
TRF5,AURORA CARMELITA CAMARA DE AZEVEDO MOREIRA,dez/20,21860.88,0.00,0.00,213326.90,235187.78,2537.54,50492.92,1801.00,0.00,54831.46,180356.32
TRF5,BEATRIZ FERREIRA DE ALMEIDA,dez/20,32004.65,0.00,910.08,6756.54,39671.27,713.09,8988.37,2201.81,0.00,11903.27,27768.00
TRF5,BERNARDO LIMA VASCONCELOS CARNEIRO,dez/20,33689.11,0.00,2480.18,11229.70,47398.99,713.09,8938.92,2344.98,5625.49,17622.48,29776.51
TRF5,BERNARDO MONTEIRO FERRAZ,dez/20,33689.11,0.00,2274.70,7151.55,43115.36,713.09,9142.80,1793.22,10.64,11659.75,31455.61
TRF5,BIANOR ARRUDA BEZERRA NETO,dez/20,33689.11,0.00,910.08,10106.73,44705.92,5498.00,8424.35,2913.24,4502.52,21338.11,23367.81
TRF5,BRUNO LEONARDO C¬MARA CARR¡,dez/20,33689.11,0.00,1179.94,1832.21,36701.26,713.09,8199.05,0.00,0.00,8912.14,27789.12
TRF5,BRUNO TEIXEIRA DE PAIVA,dez/20,33689.11,0.00,1555.08,11229.70,46473.89,713.09,8912.20,2821.34,5625.49,18072.12,28401.77
