REGI√O,ESTADO,DESTINAT¡RIO,ORIGEM,FORNECEDOR,MEDICAMENTO,APRESENTA«√O,QUANTIDADE,PEDIDO SISMAT,STATUS,DATA DE ENTREGA
NORDESTE,MARANH√O,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,11850,354711,Entrega realizada,6/4/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,DOA«√O ESPANHA,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 0,25 MG/ML",AMPOLA 1 mL,3500,354714,Entrega realizada,6/4/2021
SUL,PARAN¡,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ",AMPOLA 2 mL,8200,354718,Entrega realizada,6/4/2021
SUL,PARAN¡,SES,CONTRATO 80/2021 - ARP 131/2020, BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,2800,354718,Entrega realizada,6/4/2021
SUL,PARAN¡,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,98400,354718,Entrega realizada,6/4/2021
SUL,PARAN¡,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,81800,354718,Entrega realizada,6/4/2021
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE,AMSTELFARMA BV,DIAZEPAM 5 MG/ML,AMPOLA 2 mL,32800,354718,Entrega realizada,6/4/2021
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,33900,354722,Entrega realizada,6/4/2021
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,1100,354722,Entrega realizada,6/4/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,3000,354724,Entrega realizada,6/4/2021
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,7000,354726,Entrega realizada,6/4/2021
NORTE,RORAIMA,SES,CONTRATO 81/2021 - ARP 139/2020,UNI√O QUÕMICA FARMAC UTICA NACIONAL,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,1850,354726,Entrega realizada,6/4/2021
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"MIDAZOLAM 5 MG/ML, SOLU«√O INJET¡VEL",AMPOLA 10 mL,3550,354726,Entrega realizada,6/4/2021
NORTE,RORAIMA,SES,DOA«√O ESPANHA,MINIST…RIO DAS RELA«’ES EXTERIORES,"ATROPINA, SULFATO 0,25 MG/ML",AMPOLA 1 mL,100,354726,Entrega realizada,6/4/2021
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,22150,354729,Entrega realizada,6/4/2021
NORTE,TOCANTINS,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,1550,354731,Entrega realizada,6/4/2021
NORTE,AMAP¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",5875,355203,Entrega realizada ,6/11/2021
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",30225,355205,Entrega realizada,6/10/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",5300,355207,Entrega realizada,6/10/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",49425,355208,Entrega realizada ,6/11/2021
NORTE,PAR¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2975,355209,Entrega realizada ,6/11/2021
NORDESTE,PARAÕBA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",15475,355210,Entrega realizada ,6/11/2021
SUL,PARAN¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",41750,355211,Entrega realizada ,6/10/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML","AMPOLA 2,5 mL",2425,355212,Entrega realizada ,6/10/2021
NORTE,AMAP¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,7000,355203,Entrega realizada ,6/11/2021
NORDESTE,BAHIA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,22325,355205,Entrega realizada ,6/11/2021
NORDESTE,CEAR¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,4175,355206,Entrega realizada ,6/11/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,5025,355207,Entrega realizada ,6/11/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,21600,355208,Entrega realizada ,6/11/2021
NORTE,PAR¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,6475,355209,Entrega realizada ,6/11/2021
NORDESTE,PARAÕBA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,11175,355210,Entrega realizada ,6/11/2021
SUL,PARAN¡,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,27000,355211,Entrega realizada,6/10/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"ATRAC⁄RIO, BESILATO 10 MG/ML",AMPOLA 5 mL,3000,355212,Entrega realizada ,6/10/2021
NORTE,ACRE,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,3050,355215,Entrega realizada ,6/10/2021
NORDESTE,ALAGOAS,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,30650,355216,Entrega realizada ,6/11/2021
NORTE,AMAP¡,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,1075,355217,Entrega realizada ,6/11/2021
NORDESTE,BAHIA,SES,CONTRATO 80/2021 - ARP 131/2020, BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,525,355218,Entrega realizada,6/10/2021
NORDESTE,BAHIA,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,15925,355218,Entrega realizada,6/10/2021
NORDESTE,CEAR¡,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,45900,355219,Entrega realizada ,6/11/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,41100,355220,Entrega realizada ,6/10/2021
NORDESTE,MARANH√O,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,16675,355221,Entrega realizada ,6/11/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,31100,355222,Entrega realizada ,6/12/2021
NORTE,PAR¡,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,10775,355223,Entrega realizada ,6/14/2021
NORDESTE,PARAÕBA,SES,CONTRATO 88/2021 - ARP 101/2020,CRIST¡LIA PRODUTOS QUÕMICOS E FARMAC UTICOS LTDA,"MORFINA, SULFATO 10 MG/ML",AMPOLA 1 mL,1750,355224,Entrega realizada ,6/11/2021
SUL,PARAN¡,SES,CONTRATO 80/2021 - ARP 131/2020, BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,3800,355225,Entrega realizada,6/10/2021
SUDESTE,RIO DE JANEIRO,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,49775,355226,Entrega realizada ,6/10/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 80/2021 - ARP 131/2020, BLAU FARMAC UTICA S/A,ETOMIDATO 2 MG/ML,AMPOLA 10 ML,975,355227,Entrega realizada ,6/11/2021
NORDESTE,RIO GRANDE DO NORTE,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,11950,355227,Entrega realizada ,6/11/2021
NORTE,RORAIMA,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,9800,355228,Entrega realizada ,6/11/2021
NORDESTE,SERGIPE,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,15100,355229,Entrega realizada,6/10/2021
NORTE,TOCANTINS,SES,CONTRATO 90/2021 - ARP 132/2020, LABORATORIO TEUTO,"FENTANILA, CITRATO 0,05 MG/ML ",AMPOLA 10 mL,3725,355230,Entrega realizada ,6/11/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,24340,355482,Entrega realizada,6/15/2021
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,21010,355483,Entrega realizada,6/15/2021
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,11480,355484,Entrega realizada,6/15/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,7880,355485,Entrega realizada,6/16/2021
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2890,355486,Entrega realizada,6/18/2021
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,6790,355487,Entrega realizada,6/15/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,62310,355488,Entrega realizada,6/15/2021
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,12000,355489,Entrega realizada,6/15/2021
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,24100,355808,Entrega realizada,6/17/2021
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,173720,355809,Entrega realizada,6/17/2021
SUDESTE,RIO DE JANEIRO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,71340,355810,Entrega realizada,6/16/2021
NORDESTE,RIO GRANDE DO NORTE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,SOLUPHARM,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,18230,355811,Entrega realizada,6/16/2021
NORTE,RORAIMA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,2250,355494,Entrega realizada,6/16/2021
NORTE,TOCANTINS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"ROCUR‘NIO, BROMETO 10 MG/ML",AMPOLA 5 mL,1720,355495,Entrega realizada,6/15/2021
NORTE,ACRE,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,70,355499,Entrega realizada,6/14/2021
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,4250,355500,Entrega realizada,6/14/2021
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,21000,355500,Entrega realizada,6/14/2021
NORDESTE,ALAGOAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,920,355500,Entrega realizada,6/14/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,40,355813,Entrega realizada,6/17/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,1400,355813,Entrega realizada,6/17/2021
NORTE,AMAP¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,50,355813,Entrega realizada,6/17/2021
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,1060,355814,Entrega realizada,6/16/2021
NORTE,AMAZONAS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,290,355814,Entrega realizada,6/16/2021
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,8700,355815,Entrega realizada,6/16/2021
NORDESTE,BAHIA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1550,355815,Entrega realizada,6/16/2021
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,6600,355816,Entrega realizada,6/17/2021
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,15300,355816,Entrega realizada,6/17/2021
NORDESTE,CEAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1330,355816,Entrega realizada,6/17/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,200,355817,Entrega realizada,6/16/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,8850,355817,Entrega realizada,6/16/2021
CENTRO-OESTE,DISTRITO FEDERAL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1150,355817,Entrega realizada,6/16/2021
SUDESTE,ESPÕRITO SANTO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,730,355506,Entrega realizada,6/14/2021
CENTRO-OESTE,GOI¡S,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,1100,355507,Entrega realizada,6/14/2021
CENTRO-OESTE,GOI¡S,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1670,355507,Entrega realizada,6/14/2021
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,4800,355508,Entrega realizada,6/14/2021
NORDESTE,MARANH√O,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,300,355508,Entrega realizada,6/14/2021
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,3900,355509,Entrega realizada,6/17/2021
CENTRO-OESTE,MATO GROSSO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,830,355509,Entrega realizada,6/17/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,22800,355823,Entrega realizada,6/12/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,11110,355823,Entrega realizada,6/12/2021
CENTRO-OESTE,MATO GROSSO DO SUL,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,2930,355823,Entrega realizada,6/12/2021
SUDESTE,MINAS GERAIS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,18900,355844,Entrega realizada,6/17/2021
SUDESTE,MINAS GERAIS,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,4950,355844,Entrega realizada,6/17/2021
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,2350,355512,Entrega realizada,6/15/2021
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,3100,355512,Entrega realizada,6/15/2021
NORTE,PAR¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,900,355512,Entrega realizada,6/15/2021
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,2950,355513,Entrega realizada,6/17/2021
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,16350,355513,Entrega realizada,6/17/2021
NORDESTE,PARAÕBA,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1340,355513,Entrega realizada,6/17/2021
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,500,355514,Entrega realizada,6/14/2021
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,FRESENIUS KABI,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO-AMPOLA 20 mL,48150,355514,Entrega realizada,6/14/2021
SUL,PARAN¡,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1820,355514,Entrega realizada,6/14/2021
NORDESTE,PERNAMBUCO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,7600,355515,Entrega realizada,6/14/2021
NORDESTE,PERNAMBUCO,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,1050,355515,Entrega realizada,6/14/2021
NORDESTE,PIAUÕ,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,"PROPOFOL 10 MG/ML, EMULS√O INJET¡VEL",FRASCO 100 ML,6120,355826,Entrega realizada,6/18/2021
NORDESTE,PIAUÕ,SES,ORGANIZA«√O PAN-AMERICANA DA SA⁄DE - EUA,HOSPIRA PRODUTOS HOSPITALARES,DEXMEDETOMIDINA 4 MCG/ML,FRASCO 100 ML,500,355826,Entrega realizada,6/19/2021
