nome_carro,marca,modelo,idade_carro,km_percorrido,tipo_vendedor,tipo_combustivel,tipo_transmissao,quilometragem,motor,potencia,assentos,preco_venda,ipva,familia
Mahindra Bolero,Mahindra,Bolero,8,39000,particular,Diesel,Manual,15.96,2523,62.1,7,530000,21200.0,grande
Toyota Innova,Toyota,Innova,5,35500,distribuidor,Diesel,Automatic,13.68,2393,147.51,7,1490000,59600.0,grande
Honda Amaze,Honda,Amaze,8,70400,distribuidor,Petrol,Manual,18.6,1199,88.76,5,415000,16600.0,media
Maruti Wagon R,Maruti,Wagon R,6,80000,particular,CNG,Manual,26.6,998,58.16,5,300000,12000.0,media
Maruti Eeco,Maruti,Eeco,10,70000,distribuidor,Petrol,Manual,16.11,1196,72.42,5,275000,11000.0,media
Maruti Swift,Maruti,Swift,9,120000,particular,Diesel,Manual,22.9,1248,74.0,5,350000,14000.0,media
Hyundai Xcent,Hyundai,Xcent,4,32000,distribuidor,Petrol,Manual,19.1,1197,82.0,5,490000,19600.0,media
Toyota Innova,Toyota,Innova,7,115000,distribuidor,Diesel,Manual,12.99,2494,100.0,7,1025000,41000.0,grande
Hyundai Grand,Hyundai,Grand,4,76000,distribuidor,Petrol,Automatic,18.9,1197,82.0,5,515000,20600.0,media
Nissan Sunny,Nissan,Sunny,9,67000,particular,Diesel,Manual,21.64,1461,84.8,5,270000,10800.0,media
Honda City,Honda,City,13,120000,particular,Petrol,Manual,17.7,1497,78.0,5,400000,16000.0,media
Volkswagen Polo,Volkswagen,Polo,2,7000,distribuidor,Petrol,Manual,18.78,999,75.0,5,730000,29200.0,media
Maruti Ciaz,Maruti,Ciaz,5,45000,distribuidor,Petrol,Manual,20.73,1373,91.1,5,725000,29000.0,media
Honda City,Honda,City,5,88000,distribuidor,Diesel,Manual,26.0,1498,98.6,5,650000,26000.0,media
Maruti Vitara,Maruti,Vitara,3,40000,particular,Diesel,Manual,24.3,1248,88.5,5,800000,32000.0,media
Maruti 800,Maruti,800,15,43950,distribuidor,Petrol,Manual,16.1,796,37.0,4,120000,4800.0,media
Ford Freestyle,Ford,Freestyle,2,30000,particular,Diesel,Manual,24.4,1498,98.63,5,775000,31000.0,media
Volkswagen Polo,Volkswagen,Polo,6,56084,distribuidor,Petrol,Automatic,17.21,1197,103.6,5,645000,25800.0,media
Maruti Alto,Maruti,Alto,9,116006,distribuidor,Petrol,Manual,20.92,998,67.1,5,250000,10000.0,media
Maruti Wagon R,Maruti,Wagon R,8,65000,distribuidor,Petrol,Manual,21.79,998,67.05,5,295000,11800.0,media
Mercedes-Benz GLA,Mercedes-Benz,GLA,4,36345,distribuidor,Diesel,Automatic,17.9,2143,136.0,5,2675000,107000.0,media
Honda Civic,Honda,Civic,2,21000,distribuidor,Petrol,Automatic,16.5,1799,139.46,5,1670000,66800.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,10,180000,particular,Diesel,Manual,19.3,1248,73.9,5,380000,15200.0,media
Renault KWID,Renault,KWID,4,25000,particular,Petrol,Manual,23.01,999,67.0,5,310000,12400.0,media
Mahindra XUV300,Mahindra,XUV300,2,25000,particular,Diesel,Manual,20.0,1497,115.0,5,1079000,43160.0,media
Toyota Innova,Toyota,Innova,6,71000,distribuidor,Diesel,Manual,12.99,2494,100.6,7,1275000,51000.0,grande
Maruti Eeco,Maruti,Eeco,5,40000,distribuidor,Petrol,Manual,15.37,1196,72.42,7,365000,14600.0,grande
Maruti Ritz,Maruti,Ritz,9,83000,particular,Diesel,Manual,23.2,1248,73.94,5,283000,11320.0,media
Mahindra XUV500,Mahindra,XUV500,4,60000,distribuidor,Diesel,Manual,15.1,2179,152.87,7,1500000,60000.0,grande
Hyundai Creta,Hyundai,Creta,2,12000,particular,Petrol,Manual,15.8,1591,121.3,5,1070000,42800.0,media
BMW 5,BMW,5,9,65000,distribuidor,Diesel,Automatic,11.5,2993,235.0,5,1855000,74200.0,media
Ford Ecosport,Ford,Ecosport,7,58000,distribuidor,Diesel,Manual,22.7,1498,89.84,5,475000,19000.0,media
Chevrolet Beat,Chevrolet,Beat,6,60000,particular,Diesel,Manual,25.44,936,56.3,5,180000,7200.0,media
Hyundai Grand,Hyundai,Grand,5,28000,distribuidor,Petrol,Manual,18.9,1197,82.0,5,495000,19800.0,media
Maruti Vitara,Maruti,Vitara,4,90000,particular,Diesel,Manual,24.3,1248,88.5,5,850000,34000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,73000,particular,Petrol,Manual,20.85,1197,83.14,5,530000,21200.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,64212,distribuidor,Diesel,Automatic,14.94,2143,204.0,5,1000000,40000.0,media
Maruti Swift,Maruti,Swift,5,85263,distribuidor,Diesel,Manual,25.2,1248,74.0,5,550000,22000.0,media
Chevrolet Sail,Chevrolet,Sail,5,37300,distribuidor,Petrol,Manual,18.2,1199,82.4,5,375000,15000.0,media
Hyundai Xcent,Hyundai,Xcent,6,320000,particular,Petrol,Automatic,16.9,1197,82.0,5,375000,15000.0,media
Nissan Sunny,Nissan,Sunny,7,94000,distribuidor,Diesel,Manual,21.64,1461,84.8,5,355000,14200.0,media
Audi A6,Audi,A6,6,56227,distribuidor,Diesel,Automatic,17.68,1968,174.33,5,2675000,107000.0,media
Maruti Alto,Maruti,Alto,5,2000,particular,Petrol,Manual,22.74,796,47.3,5,220000,8800.0,media
Maruti Alto,Maruti,Alto,5,31000,distribuidor,Petrol,Automatic,23.95,998,67.05,5,360000,14400.0,media
Mahindra TUV,Mahindra,TUV,4,60000,particular,Diesel,Manual,18.49,1493,100.0,7,685000,27400.0,grande
Maruti Ciaz,Maruti,Ciaz,4,31869,distribuidor,Petrol,Manual,20.73,1373,91.1,5,690000,27600.0,media
Audi A5,Audi,A5,4,25000,distribuidor,Diesel,Automatic,19.2,1968,187.74,5,4175000,167000.0,media
Maruti Alto,Maruti,Alto,4,23765,distribuidor,Petrol,Manual,23.95,998,67.05,5,400000,16000.0,media
Toyota Platinum,Toyota,Platinum,3,90483,distribuidor,Diesel,Manual,23.59,1364,67.05,5,650000,26000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,8,64000,particular,Petrol,Manual,19.1,1197,85.8,5,350000,14000.0,media
Maruti Wagon R,Maruti,Wagon R,8,34000,distribuidor,Petrol,Manual,18.9,998,67.1,5,300000,12000.0,media
Maruti Celerio,Maruti,Celerio,7,52500,distribuidor,Petrol,Automatic,23.1,998,67.04,5,375000,15000.0,media
Maruti Swift,Maruti,Swift,13,57000,distribuidor,Petrol,Manual,16.1,1298,88.2,5,205000,8200.0,media
Hyundai i20,Hyundai,i20,2,15000,distribuidor,Diesel,Manual,22.54,1396,88.76,5,975000,39000.0,media
Maruti S-Cross,Maruti,S-Cross,2,30000,particular,Diesel,Manual,25.1,1248,88.5,5,1000000,40000.0,media
Maruti Omni,Maruti,Omni,5,27000,distribuidor,Petrol,Manual,16.8,796,34.2,8,325000,13000.0,grande
Audi Q3,Audi,Q3,5,50000,distribuidor,Diesel,Automatic,15.17,1968,181.0,5,1850000,74000.0,media
Toyota Corolla,Toyota,Corolla,12,167919,distribuidor,Petrol,Manual,14.53,1798,138.1,5,385000,15400.0,media
Mahindra XUV500,Mahindra,XUV500,4,34000,distribuidor,Diesel,Manual,16.0,2179,140.0,7,1570000,62800.0,grande
Mercedes-Benz M-Class,Mercedes-Benz,M-Class,5,147000,distribuidor,Diesel,Automatic,15.26,2143,203.2,5,3100000,124000.0,media
Ford Ecosport,Ford,Ecosport,4,40000,particular,Diesel,Manual,23.0,1498,98.96,5,885000,35400.0,media
Maruti Ciaz,Maruti,Ciaz,5,63000,distribuidor,Diesel,Manual,28.09,1248,88.5,5,630000,25200.0,media
BMW 3,BMW,3,5,45000,distribuidor,Diesel,Automatic,19.59,1995,184.0,5,2690000,107600.0,media
Mercedes-Benz GLA,Mercedes-Benz,GLA,5,16600,particular,Diesel,Automatic,17.9,2143,136.0,5,2600000,104000.0,media
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,39500,distribuidor,Petrol,Automatic,10.93,2497,204.0,5,1850000,74000.0,media
Hyundai i10,Hyundai,i10,10,42000,particular,Petrol,Manual,20.36,1197,78.9,5,230000,9200.0,media
Honda City,Honda,City,14,70000,distribuidor,Petrol,Manual,17.7,1497,78.0,5,180000,7200.0,media
Honda CR-V,Honda,CR-V,2,20000,particular,Diesel,Automatic,19.5,1597,118.3,7,3100000,124000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,particular,Diesel,Manual,26.59,1248,74.0,5,450000,18000.0,media
Chevrolet Spark,Chevrolet,Spark,8,10000,particular,Petrol,Manual,16.2,995,62.1,5,165000,6600.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,75000,distribuidor,Petrol,Automatic,11.7,1796,178.0,5,800000,32000.0,media
Hyundai EON,Hyundai,EON,7,77000,particular,Petrol,Manual,21.1,814,55.2,5,205000,8200.0,media
Chevrolet Sail,Chevrolet,Sail,6,57323,distribuidor,Petrol,Manual,18.2,1199,82.4,5,395000,15800.0,media
Maruti Alto,Maruti,Alto,10,22900,distribuidor,Petrol,Manual,20.92,998,67.1,5,215000,8600.0,media
Hyundai Xcent,Hyundai,Xcent,7,25000,particular,Petrol,Manual,19.1,1197,82.0,5,550000,22000.0,media
Maruti Celerio,Maruti,Celerio,3,20000,particular,CNG,Manual,31.79,998,58.33,5,510000,20400.0,media
Ford Endeavour,Ford,Endeavour,9,98000,distribuidor,Diesel,Manual,13.1,2499,141.0,7,875000,35000.0,grande
Honda City,Honda,City,7,75000,distribuidor,Petrol,Manual,17.4,1497,117.6,5,537000,21480.0,media
Renault KWID,Renault,KWID,3,12500,particular,Petrol,Automatic,24.04,999,67.0,5,345000,13800.0,media
Maruti Vitara,Maruti,Vitara,5,68000,distribuidor,Diesel,Manual,24.3,1248,88.5,5,660000,26400.0,media
Hyundai i20,Hyundai,i20,8,70000,particular,Diesel,Manual,21.9,1396,88.76,5,310000,12400.0,media
Hyundai Verna,Hyundai,Verna,4,36000,distribuidor,Diesel,Manual,23.9,1582,126.2,5,860000,34400.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,4,80000,particular,Diesel,Manual,28.4,1248,74.02,5,650000,26000.0,media
Volkswagen Passat,Volkswagen,Passat,8,92098,distribuidor,Diesel,Manual,18.33,1968,167.7,5,950000,38000.0,media
Skoda Rapid,Skoda,Rapid,3,62600,distribuidor,Diesel,Automatic,21.72,1498,108.6,5,1045000,41800.0,media
Hyundai Grand,Hyundai,Grand,4,55000,distribuidor,Petrol,Manual,18.9,1197,81.86,5,415000,16600.0,media
Maruti Swift,Maruti,Swift,6,76448,distribuidor,Diesel,Manual,22.9,1248,74.0,5,405000,16200.0,media
Maruti Ciaz,Maruti,Ciaz,7,48000,distribuidor,Petrol,Manual,20.73,1373,91.1,5,545000,21800.0,media
Volkswagen Vento,Volkswagen,Vento,6,76000,distribuidor,Diesel,Manual,20.34,1498,103.2,5,575000,23000.0,media
Honda Amaze,Honda,Amaze,3,40000,particular,Diesel,Manual,27.4,1498,98.63,5,750000,30000.0,media
Hyundai i20,Hyundai,i20,6,42000,particular,Petrol,Manual,18.6,1197,81.83,5,430000,17200.0,media
Maruti Ritz,Maruti,Ritz,12,40000,particular,Petrol,Manual,21.1,1197,85.8,5,335000,13400.0,media
Toyota Etios,Toyota,Etios,4,41100,distribuidor,Diesel,Manual,23.59,1364,67.04,5,575000,23000.0,media
Honda Jazz,Honda,Jazz,5,52062,distribuidor,Petrol,Manual,18.2,1199,88.7,5,675000,27000.0,media
Ford Ecosport,Ford,Ecosport,7,56017,distribuidor,Diesel,Manual,22.7,1498,89.84,5,685000,27400.0,media
Hyundai Creta,Hyundai,Creta,3,10000,particular,Petrol,Manual,15.8,1591,121.3,5,995000,39800.0,media
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,77000,distribuidor,Diesel,Automatic,14.84,2143,167.62,5,1450000,58000.0,media
Mahindra Xylo,Mahindra,Xylo,8,120000,particular,Diesel,Manual,14.0,2489,95.0,8,300000,12000.0,grande
Maruti Ertiga,Maruti,Ertiga,5,135000,particular,Diesel,Manual,24.52,1248,88.5,7,900000,36000.0,grande
Toyota Innova,Toyota,Innova,3,18000,particular,Diesel,Manual,13.68,2393,147.8,8,1920000,76800.0,grande
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,66001,distribuidor,Petrol,Manual,11.7,1796,178.0,5,650000,26000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,8,100000,particular,Petrol,Manual,19.1,1197,85.8,5,390000,15600.0,media
Honda City,Honda,City,2,9600,distribuidor,Petrol,Automatic,17.4,1497,117.6,5,1160000,46400.0,media
BMW 5,BMW,5,12,70000,distribuidor,Diesel,Automatic,11.5,2993,235.0,5,695000,27800.0,media
Hyundai i10,Hyundai,i10,4,9000,particular,Petrol,Manual,19.81,1086,68.05,5,375000,15000.0,media
Mahindra XUV300,Mahindra,XUV300,2,13921,distribuidor,Petrol,Manual,17.0,1197,108.6,5,975000,39000.0,media
Maruti Swift,Maruti,Swift,6,120000,particular,Diesel,Manual,25.2,1248,74.0,5,580000,23200.0,media
Maruti Vitara,Maruti,Vitara,4,40000,particular,Diesel,Manual,24.3,1248,88.5,5,720000,28800.0,media
Maruti Celerio,Maruti,Celerio,5,48129,distribuidor,CNG,Manual,31.79,998,58.2,5,411000,16440.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,5,189000,particular,Petrol,Manual,19.0,1197,85.8,5,340000,13600.0,media
Hyundai Creta,Hyundai,Creta,3,65000,distribuidor,Diesel,Automatic,17.01,1582,126.2,5,1421000,56840.0,media
Ford Fiesta,Ford,Fiesta,9,52000,distribuidor,Diesel,Manual,17.8,1399,67.0,5,395000,15800.0,media
Renault Triber,Renault,Triber,2,11000,distribuidor,Petrol,Manual,20.0,999,72.0,7,725000,29000.0,grande
Toyota Fortuner,Toyota,Fortuner,4,150000,distribuidor,Diesel,Automatic,12.55,2982,168.5,7,2800000,112000.0,grande
Mahindra XUV500,Mahindra,XUV500,7,178000,particular,Diesel,Manual,15.1,2179,140.0,7,950000,38000.0,grande
Hyundai Grand,Hyundai,Grand,6,66916,distribuidor,Petrol,Automatic,18.9,1197,82.0,5,550000,22000.0,media
Toyota Innova,Toyota,Innova,5,56875,distribuidor,Diesel,Manual,13.68,2393,147.8,7,1850000,74000.0,grande
Hyundai i20,Hyundai,i20,7,70000,particular,Diesel,Manual,22.54,1396,88.73,5,695000,27800.0,media
Mahindra Thar,Mahindra,Thar,3,21219,distribuidor,Diesel,Manual,16.55,2498,105.0,6,995000,39800.0,grande
Hyundai EON,Hyundai,EON,4,70000,particular,Petrol,Manual,21.1,814,55.2,5,325000,13000.0,media
Maruti Swift,Maruti,Swift,2,11320,particular,Petrol,Manual,21.21,1197,81.8,5,700000,28000.0,media
Hyundai Santro,Hyundai,Santro,12,68000,particular,Petrol,Manual,17.92,1086,62.1,5,215000,8600.0,media
Volkswagen Polo,Volkswagen,Polo,7,53776,particular,Petrol,Automatic,17.21,1197,103.6,5,650000,26000.0,media
Volkswagen Vento,Volkswagen,Vento,11,59000,distribuidor,Petrol,Manual,16.09,1598,103.2,5,249000,9960.0,media
Hyundai Creta,Hyundai,Creta,6,70000,particular,Diesel,Manual,21.38,1396,88.7,5,800000,32000.0,media
Maruti Ertiga,Maruti,Ertiga,6,77000,distribuidor,CNG,Manual,17.5,1373,80.46,7,645000,25800.0,grande
Hyundai Getz,Hyundai,Getz,14,90000,distribuidor,Petrol,Manual,12.3,1086,66.6,5,190000,7600.0,media
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,4,38000,distribuidor,Diesel,Automatic,17.9,2143,170.0,5,2975000,119000.0,media
Hyundai Grand,Hyundai,Grand,4,47000,distribuidor,Petrol,Manual,18.9,1197,81.86,5,555000,22200.0,media
Maruti Ertiga,Maruti,Ertiga,6,70000,particular,Diesel,Manual,20.77,1248,88.76,7,780000,31200.0,grande
Mahindra KUV,Mahindra,KUV,4,35000,particular,Petrol,Manual,18.15,1198,82.0,5,350000,14000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,particular,Petrol,Automatic,22.0,1197,81.8,5,660000,26400.0,media
Skoda Superb,Skoda,Superb,4,8000,distribuidor,Petrol,Automatic,14.67,1798,177.46,5,2375000,95000.0,media
Honda City,Honda,City,3,26000,distribuidor,Petrol,Automatic,18.0,1497,117.6,5,1125000,45000.0,media
Honda Brio,Honda,Brio,7,34000,distribuidor,Petrol,Manual,19.4,1198,86.8,5,350000,14000.0,media
Toyota Platinum,Toyota,Platinum,3,66384,distribuidor,Diesel,Manual,23.59,1364,67.05,5,675000,27000.0,media
Toyota Innova,Toyota,Innova,5,85000,distribuidor,Diesel,Automatic,11.36,2755,171.5,7,1755000,70200.0,grande
Maruti Wagon R,Maruti,Wagon R,4,66628,distribuidor,CNG,Manual,26.6,998,58.16,5,415000,16600.0,media
Maruti Wagon R,Maruti,Wagon R,11,81133,distribuidor,Petrol,Manual,18.9,1061,67.0,5,245000,9800.0,media
Chevrolet Spark,Chevrolet,Spark,13,46000,particular,Petrol,Manual,18.0,995,62.0,5,110000,4400.0,media
Maruti Baleno,Maruti,Baleno,1,2441,distribuidor,Petrol,Automatic,19.56,1197,81.8,5,875000,35000.0,media
Honda Amaze,Honda,Amaze,4,40000,particular,Petrol,Manual,17.8,1198,86.7,5,500000,20000.0,media
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3,10000,distribuidor,Diesel,Automatic,17.9,2143,170.0,5,4950000,198000.0,media
Maruti Wagon R,Maruti,Wagon R,10,120000,particular,Petrol,Manual,18.9,998,67.1,5,275000,11000.0,media
Honda Amaze,Honda,Amaze,6,42012,distribuidor,Petrol,Manual,18.6,1199,88.76,5,475000,19000.0,media
Toyota Innova,Toyota,Innova,5,120000,distribuidor,Diesel,Automatic,11.36,2755,171.5,7,1685000,67400.0,grande
Maruti SX4,Maruti,SX4,4,60000,particular,Diesel,Manual,23.65,1248,88.5,5,600000,24000.0,media
Hyundai i20,Hyundai,i20,6,70000,particular,Diesel,Manual,22.54,1396,88.73,5,650000,26000.0,media
Renault Duster,Renault,Duster,8,54000,distribuidor,Diesel,Manual,19.64,1461,108.45,5,315000,12600.0,media
Maruti Swift,Maruti,Swift,7,85195,distribuidor,Petrol,Manual,18.6,1197,85.8,5,450000,18000.0,media
Maruti Alto,Maruti,Alto,8,25000,particular,Petrol,Manual,22.74,796,47.3,5,210000,8400.0,media
Renault Triber,Renault,Triber,2,15000,particular,Petrol,Manual,20.0,999,72.0,7,654000,26160.0,grande
Mercedes-Benz M-Class,Mercedes-Benz,M-Class,9,79000,distribuidor,Diesel,Automatic,11.74,2987,254.8,5,1895000,75800.0,media
Renault Fluence,Renault,Fluence,8,55000,distribuidor,Diesel,Manual,21.8,1461,78.0,5,475000,19000.0,media
Maruti Dzire ZXI,Maruti,Dzire ZXI,4,18767,distribuidor,Petrol,Manual,23.26,1197,88.5,5,760000,30400.0,media
Volkswagen Vento,Volkswagen,Vento,8,57000,distribuidor,Diesel,Manual,22.27,1498,108.6,5,345000,13800.0,media
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,60696,distribuidor,Diesel,Automatic,11.3,2987,254.8,7,4500000,180000.0,grande
Maruti Ciaz,Maruti,Ciaz,4,27400,distribuidor,Petrol,Manual,20.73,1373,91.1,5,655000,26200.0,media
Kia Seltos,Kia,Seltos,2,15000,particular,Petrol,Automatic,16.8,1497,113.4,5,1400000,56000.0,media
Hyundai Verna,Hyundai,Verna,3,22000,distribuidor,Petrol,Manual,17.0,1591,121.3,5,910000,36400.0,media
Toyota Innova,Toyota,Innova,6,50000,particular,Diesel,Manual,12.99,2494,100.6,8,1400000,56000.0,grande
Maruti Swift,Maruti,Swift,7,44651,distribuidor,Petrol,Manual,16.1,1197,85.0,5,435000,17400.0,media
Force Gurkha,Force,Gurkha,5,60000,particular,Diesel,Manual,17.0,2596,80.8,5,700000,28000.0,media
Toyota Fortuner,Toyota,Fortuner,1,6300,distribuidor,Diesel,Automatic,12.9,2755,174.5,7,3650000,146000.0,grande
Renault Lodgy,Renault,Lodgy,6,80000,particular,Diesel,Manual,19.98,1461,108.5,7,550000,22000.0,grande
Maruti Wagon R,Maruti,Wagon R,6,64000,distribuidor,CNG,Manual,26.2,998,58.2,5,390000,15600.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,particular,Diesel,Manual,23.4,1248,74.0,5,475000,19000.0,media
Ford Figo,Ford,Figo,10,50000,particular,Diesel,Manual,20.0,1399,68.0,5,250000,10000.0,media
Hyundai i10,Hyundai,i10,11,45000,particular,Petrol,Manual,19.81,1086,68.05,5,155000,6200.0,media
Maruti Baleno,Maruti,Baleno,2,25000,particular,Petrol,Manual,21.01,1197,81.8,5,700000,28000.0,media
Land Rover Rover,Land Rover,Rover,5,104000,particular,Diesel,Automatic,12.51,2179,187.7,7,2700000,108000.0,grande
Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,distribuidor,Petrol,Manual,22.0,1197,81.8,5,740000,29600.0,media
Hyundai Creta,Hyundai,Creta,5,55000,distribuidor,Diesel,Manual,19.67,1582,126.2,5,1115000,44600.0,media
Honda Jazz,Honda,Jazz,6,80000,particular,Diesel,Manual,27.3,1498,98.6,5,600000,24000.0,media
Audi A3,Audi,A3,6,58000,particular,Diesel,Automatic,20.38,1968,143.0,5,1650000,66000.0,media
Maruti Swift,Maruti,Swift,3,54100,distribuidor,Diesel,Manual,22.9,1248,74.0,5,650000,26000.0,media
Hyundai i20,Hyundai,i20,4,35000,particular,Diesel,Manual,22.54,1396,88.73,5,800000,32000.0,media
Honda City,Honda,City,15,55000,distribuidor,Petrol,Manual,17.7,1497,78.0,5,120000,4800.0,media
Hyundai Santro,Hyundai,Santro,2,5000,distribuidor,Petrol,Manual,20.3,1086,68.0,5,600000,24000.0,media
Honda City,Honda,City,3,70000,particular,Petrol,Manual,17.4,1497,117.3,5,800000,32000.0,media
Hyundai i10,Hyundai,i10,10,30215,distribuidor,Petrol,Manual,20.36,1197,78.9,5,264000,10560.0,media
Datsun RediGO,Datsun,RediGO,3,10400,particular,Petrol,Manual,22.5,999,67.0,5,300000,12000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,7,56930,distribuidor,Petrol,Manual,22.0,1197,81.8,5,460000,18400.0,media
Audi A4,Audi,A4,9,68370,distribuidor,Diesel,Automatic,17.11,1968,174.33,5,1345000,53800.0,media
Maruti Baleno,Maruti,Baleno,2,23000,particular,Diesel,Manual,27.39,1248,74.0,5,850000,34000.0,media
Mahindra KUV,Mahindra,KUV,5,50000,distribuidor,Diesel,Manual,25.32,1198,77.0,5,550000,22000.0,media
Ford Aspire,Ford,Aspire,5,130000,particular,Diesel,Manual,25.83,1498,99.0,5,507000,20280.0,media
Maruti Alto,Maruti,Alto,4,11614,distribuidor confiável,Petrol,Manual,23.95,998,67.05,5,350000,14000.0,media
Maruti Zen,Maruti,Zen,14,27930,particular,Petrol,Manual,18.2,1061,64.0,5,100000,4000.0,media
Renault KWID,Renault,KWID,2,23000,distribuidor,Petrol,Manual,25.17,799,53.3,5,425000,17000.0,media
Maruti Swift Dzire,Maruti,Swift Dzire,6,72000,distribuidor,Diesel,Manual,19.3,1248,73.9,5,475000,19000.0,media
Maruti Zen,Maruti,Zen,17,120000,particular,Petrol,Manual,17.3,993,60.0,5,115000,4600.0,media
Mahindra TUV,Mahindra,TUV,5,65000,distribuidor,Diesel,Manual,18.49,1493,100.0,7,775000,31000.0,grande
Hyundai i20,Hyundai,i20,5,42472,distribuidor,Petrol,Manual,18.6,1197,81.83,5,590000,23600.0,media
Mahindra Bolero,Mahindra,Bolero,4,65000,distribuidor,Diesel,Manual,21.0,1498,74.96,7,675000,27000.0,grande
Maruti Celerio,Maruti,Celerio,5,62000,distribuidor,Petrol,Automatic,23.1,998,67.04,5,470000,18800.0,media
Honda Amaze,Honda,Amaze,7,170000,particular,Diesel,Manual,25.8,1498,98.6,5,450000,18000.0,media
Skoda Rapid,Skoda,Rapid,3,9570,distribuidor,Petrol,Automatic,14.3,1598,103.2,5,1195000,47800.0,media
BMW 7,BMW,7,13,68000,distribuidor,Petrol,Automatic,8.45,2979,321.0,5,750000,30000.0,media
Nissan Micra,Nissan,Micra,4,12164,distribuidor,Petrol,Manual,19.69,1198,67.04,5,460000,18400.0,media
BMW X5,BMW,X5,3,15000,distribuidor,Diesel,Automatic,15.3,2993,258.0,5,6350000,254000.0,media
Toyota Innova,Toyota,Innova,7,145000,particular,Diesel,Manual,12.99,2494,100.6,7,930000,37200.0,grande
Maruti Celerio,Maruti,Celerio,7,40860,distribuidor,Petrol,Manual,21.63,998,67.04,5,345000,13800.0,media
Maruti Alto,Maruti,Alto,8,95011,distribuidor,Petrol,Manual,22.74,796,47.3,5,225000,9000.0,media
Mercedes-Benz B,Mercedes-Benz,B,7,44500,distribuidor,Diesel,Automatic,14.8,2143,120.7,5,1495000,59800.0,media
Maruti Wagon R,Maruti,Wagon R,15,90000,particular,Petrol,Manual,17.3,1061,64.0,5,80000,3200.0,media
Hyundai i10,Hyundai,i10,7,36971,distribuidor,Petrol,Manual,19.81,1086,68.05,5,310000,12400.0,media
Hyundai Creta,Hyundai,Creta,6,35000,particular,Diesel,Manual,21.38,1396,88.7,5,900000,36000.0,media
Renault Duster,Renault,Duster,3,48133,distribuidor,Petrol,Automatic,14.99,1498,104.5,5,1155000,46200.0,media
Ford Figo,Ford,Figo,5,26488,distribuidor,Diesel,Manual,25.83,1498,99.0,5,575000,23000.0,media
Honda Amaze,Honda,Amaze,6,71572,distribuidor,Diesel,Manual,25.8,1498,98.6,5,455000,18200.0,media
Renault KWID,Renault,KWID,1,5000,particular,Petrol,Automatic,24.04,999,67.0,5,472000,18880.0,media
Maruti Ciaz,Maruti,Ciaz,4,110000,particular,Diesel,Manual,28.09,1248,88.5,5,600000,24000.0,media
Maruti Ertiga,Maruti,Ertiga,5,132000,particular,Diesel,Manual,24.52,1248,88.5,7,800000,32000.0,grande
Audi Q3,Audi,Q3,4,48000,distribuidor,Diesel,Manual,17.32,1968,138.13,5,2499000,99960.0,media
Ford Figo,Ford,Figo,10,60000,particular,Diesel,Manual,20.0,1399,68.0,5,230000,9200.0,media
Hyundai Creta,Hyundai,Creta,6,69000,distribuidor,Diesel,Automatic,17.01,1582,126.2,5,900000,36000.0,media
Skoda Kodiaq,Skoda,Kodiaq,2,39000,distribuidor,Diesel,Automatic,16.25,1968,148.0,7,3200000,128000.0,grande
Maruti Ciaz,Maruti,Ciaz,3,20360,distribuidor,Petrol,Automatic,20.28,1462,103.25,5,875000,35000.0,media
Toyota Innova,Toyota,Innova,5,87000,particular,Diesel,Manual,13.68,2393,147.8,7,1700000,68000.0,grande
Audi A4,Audi,A4,10,100000,distribuidor,Diesel,Automatic,17.11,1968,174.33,5,780000,31200.0,media
Hyundai Grand,Hyundai,Grand,3,11300,distribuidor,Petrol,Manual,18.9,1197,81.86,5,525000,21000.0,media
Hyundai Grand,Hyundai,Grand,8,23135,distribuidor,Petrol,Manual,18.9,1197,82.0,5,450000,18000.0,media
BMW 7,BMW,7,14,60000,distribuidor,Diesel,Automatic,14.49,2993,258.0,5,465000,18600.0,media
Maruti A,Maruti,A,8,42500,distribuidor,Petrol,Automatic,16.98,998,66.1,5,365000,14600.0,media
Toyota Etios,Toyota,Etios,7,92104,distribuidor,Diesel,Manual,23.59,1364,67.04,5,432000,17280.0,media
Toyota Corolla,Toyota,Corolla,5,70000,distribuidor,Petrol,Automatic,14.28,1798,138.03,5,1100000,44000.0,media
